,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,266.9556678950973,173.40873638631254,220.21637938028962,128.85803388568806,112.68161342840325,
PR,168.16533334021062,18.52570408728842,1.2198644161237047,3.0536972680763665,201265380277533.47,
RF,12.07841013198039,4.201954631141654,25.732812984008497,13467.125893456554,122.8091214080772,
BC_det_best_loss,1697.9640828070642,20.818892444253347,72.97507518681692,103.65424304665412,117.2175091876326,
BC_det_best_eucl,242.2147280761437,83.97851517494155,256.50339691701265,118.27373134286678,258.3152128829943,
BC_det_best_dtw,167.1270389264009,26.824214402366014,385.78971474327426,149.3991884074192,68.62299134916175,
BC_nondet_best_loss,9.094039509311838,1.454156027429197,2.731436166547424,1.3051924109912365,2.01476630488687,
BC_nondet_best_eucl,5.738145812134278,3.7041791151327867,3.4309566154173132,3.153327905874668,2.94738491872599,
BC_nondet_best_dtw,8.114290091094944,1.5500249997051716,1.8719648910879916,1.406102245167122,1.2384948468853252,
GAIL_det_ppo_best_loss,173.56223874108107,219.7866507869894,1487.3528926510012,751.4304625572858,598.6552143091186,
GAIL_det_ppo_best_eucl,148.66860928880718,52.87527714691405,42.54537396140708,44.00931995830334,195.2662958658759,
GAIL_det_ppo_best_dtw,266.43321335526963,423.6523889179638,710.799336064443,1622.5650900186163,1002.7906998487578,
GAIL_nondet_ppo_best_loss,26.191660387214675,17.350404826445995,17.55244965095598,15.19414478004545,12.674521198951833,
GAIL_nondet_ppo_best_eucl,234.0333276569161,528.5030287410102,1573.2743306768284,1016.289250822767,1747.9374065709349,
GAIL_nondet_ppo_best_dtw,91.27940227656755,103.5265618547078,749.6270377686919,4349.4679084580275,15642.825654224176,
BCxGAIL_det_ppo_best_loss,323.96901498443026,45.82090697595999,2004.764880349814,2428.510047820884,6586.564805902487,
BCxGAIL_det_ppo_best_eucl,2498.461791718118,15.563755060625041,62.163896363449425,9000.785951550311,24608.185470467575,
BCxGAIL_det_ppo_best_dtw,2498.461791718118,15.563755060625041,62.163896363449425,9000.785951550311,24608.185470467575,
BCxGAIL_nondet_ppo_best_loss,19.380897570995465,1.8083786448366066,2.3697765801288684,2.142132112109727,1.3534985230488754,
BCxGAIL_nondet_ppo_best_eucl,12.581657173224322,7.917819539824754,7.700451025942728,3.8051722357094286,1.2843208088764437,
BCxGAIL_nondet_ppo_best_dtw,34.19656587422287,0.517194574400516,2.412185640136196,5.157167590153734,3.456363329249423,
