,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,1206.314937384379,372.84448308814706,277.56571377316163,89.99747105653545,84.90956366273845,
PR,356.68193809270775,43.37039690215564,72.3214055279255,17.23485653243187,3.360879427366896,
RF,38.820875762317016,16.886472165914704,22.736352471121947,22.861363553137842,29.201535029572142,
BC_det_best_loss,32.63294941582937,73.3256115408066,19.564192827362284,7.326012991563073,7.884770316927644,
BC_det_best_eucl,578.8532658040306,3638.690973591109,1330.2050150350333,3347.179138572947,3749.2954150488818,
BC_det_best_dtw,71.88830937644727,51.567789230006525,21.68950009641906,26.007816824246166,7.03223251151775,
BC_nondet_best_loss,1.5197837380819088,2.489469937981078,2.0391997636324195,1.8135433432702075,0.7759877734751146,
BC_nondet_best_eucl,1.1129389816188913,2.1051966901966193,1.6522797671531517,1.4639957186484307,1.0747334642662656,
BC_nondet_best_dtw,1.458141596313657,1.8949392804268577,1.3439497999290726,1.3942100118877607,1.0577233017091525,
GAIL_det_ppo_best_loss,103.01558009083536,1297.6445837576355,21899.506603263315,1030.2878908746654,49.04740678896682,
GAIL_det_ppo_best_eucl,9317.727198572977,2560.783077973345,5001.086092695183,8359.887938231574,10199.177409533815,
GAIL_det_ppo_best_dtw,692.2946118417033,113.38138878618787,177725.76520063909,532.3020323320995,9914.984781657824,
GAIL_nondet_ppo_best_loss,25.244885344847802,24.202321683939928,26.12222084801559,14.028410335000737,14.90530352776642,
GAIL_nondet_ppo_best_eucl,9.782934483522148,238.1038928865589,334.2131657615552,590.0032941870688,2557.300375759413,
GAIL_nondet_ppo_best_dtw,22.34116830625734,630.395156171077,3718.748543381554,995.0536319102633,876.9562933552062,
BCxGAIL_det_ppo_best_loss,685000.17774026,524.1268716792617,44.53700451334097,36.036884695810585,85.73706057719993,
BCxGAIL_det_ppo_best_eucl,1019.1241070403162,791.6477288820583,521.1091319064584,1707.643462553151,7205.408510196912,
BCxGAIL_det_ppo_best_dtw,314.5764055427472,598.6243311955355,41.341649709707305,52.935942633306375,20.41183623181554,
BCxGAIL_nondet_ppo_best_loss,0.8678989469964553,0.37442417414040685,0.45655155338603404,1.685996338371047,1.1009842750309504,
BCxGAIL_nondet_ppo_best_eucl,2.4174003467619842,1.385598478254904,0.5219195448826413,0.47970575291993756,0.4755865833618471,
BCxGAIL_nondet_ppo_best_dtw,1.6614167381780351,0.9350375972025877,0.2548303294606422,0.7439857125471665,1.217954246376935,
