,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.22521106898784637,0.17253145575523376,0.04666334018111229,0.0741291344165802,0.008178234100341797,0.0005181233282200992,0.24303437769412994,0.1583799421787262,0.04770227521657944
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.22533120214939117,0.17428699135780334,0.047843459993600845,0.07707137614488602,0.01880674809217453,0.0009834702359512448,0.23330393433570862,0.16589313745498657,0.047839224338531494
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.2511293888092041,0.10293284058570862,0.03193043917417526,0.0704180970788002,0.018802955746650696,0.0006902266759425402,0.2895227372646332,0.14205166697502136,0.047620922327041626
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.242650106549263,0.1732054352760315,0.05799905210733414,0.07045530527830124,0.017483383417129517,0.0004653856158256531,0.26034003496170044,0.1419699639081955,0.04834745079278946
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.21168267726898193,0.177915558218956,0.036048635840415955,0.07494417577981949,0.015742309391498566,0.000991511857137084,0.24186089634895325,0.16057196259498596,0.04721388220787048
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.22526641190052032,0.17298096418380737,0.04764987528324127,0.07750201970338821,0.019805222749710083,0.001144007663242519,0.23234188556671143,0.14821238815784454,0.046704187989234924
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.21081940829753876,0.12891384959220886,0.035952307283878326,0.0702061876654625,0.02934027463197708,0.0010709139751270413,0.23233285546302795,0.14587755501270294,0.048162903636693954
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.21080529689788818,0.1188168153166771,0.03688397258520126,0.07015050202608109,0.01921176165342331,0.0009960102615877986,0.23552970588207245,0.16661657392978668,0.04430295526981354
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.21309053897857666,0.1629636436700821,0.03502945601940155,0.07528287172317505,0.008366398513317108,0.0004982625250704587,0.24178600311279297,0.1609279215335846,0.04914965480566025
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.21094658970832825,0.12914392352104187,0.035116638988256454,0.07013686001300812,0.014453887939453125,0.0006736958166584373,0.23280690610408783,0.1744326949119568,0.047669585794210434
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.5175734758377075,0.28310203552246094,0.09117826819419861,0.06553421169519424,0.04133124649524689,0.002265914110466838,0.5357761383056641,0.2976905107498169,0.10387541353702545
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.37748363614082336,0.2847432494163513,0.09439951926469803,0.08242031186819077,0.04857289791107178,0.002476972062140703,0.4213878810405731,0.3218225836753845,0.1071898341178894
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.4393547475337982,0.2830808162689209,0.09180980920791626,0.06553508341312408,0.007089704275131226,0.0002456127549521625,0.45652905106544495,0.2954089045524597,0.10384424030780792
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.38253480195999146,0.28332197666168213,0.08740756660699844,0.07407720386981964,0.0375770628452301,0.0021407417953014374,0.4211566746234894,0.3786371052265167,0.11067310720682144
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.378079354763031,0.28302037715911865,0.09397058188915253,0.08544973284006119,0.05777014046907425,0.0027826502919197083,0.42132773995399475,0.32238447666168213,0.10587608814239502
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.38859301805496216,0.3029838800430298,0.09520265460014343,0.07604775577783585,0.04011501371860504,0.0023668035864830017,0.42106562852859497,0.3494188189506531,0.11055934429168701
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.38773635029792786,0.28307175636291504,0.0890439823269844,0.06519468128681183,0.053756311535835266,0.002079540165141225,0.4290330708026886,0.3504403233528137,0.11231876164674759
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.3947431445121765,0.28319457173347473,0.09403114765882492,0.07355654239654541,0.045334964990615845,0.0024561844766139984,0.42105764150619507,0.32214778661727905,0.10182464122772217
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.3826124668121338,0.28318071365356445,0.09089622646570206,0.08396317809820175,0.04976942390203476,0.0025398272555321455,0.4214104115962982,0.3055036664009094,0.10349367558956146
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.37991222739219666,0.28329747915267944,0.09535592049360275,0.0673847422003746,0.013316147029399872,0.0004126212152186781,0.42107436060905457,0.3142179846763611,0.09912621229887009
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.5937403440475464,0.35580146312713623,0.1089104413986206,0.06270255148410797,0.0368279367685318,0.001834039343520999,0.6102548837661743,0.47600018978118896,0.13330863416194916
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.5289140939712524,0.35534191131591797,0.09839195758104324,0.08557164669036865,0.02551881968975067,0.0013630553148686886,0.5643818378448486,0.4760797321796417,0.13968780636787415
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.47503629326820374,0.3553689122200012,0.10995490103960037,0.06270495802164078,0.007134482264518738,0.0003135608567390591,0.5464760065078735,0.4759562015533447,0.14201098680496216
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.4732624590396881,0.35526883602142334,0.10533120483160019,0.07028675824403763,0.020380258560180664,0.001026181853376329,0.5468504428863525,0.476107120513916,0.1358826905488968
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.6190197467803955,0.35576915740966797,0.11143461614847183,0.06231393665075302,0.05709774047136307,0.0030319704674184322,0.6343240737915039,0.47628316283226013,0.14445273578166962
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.49922260642051697,0.35550105571746826,0.10618661344051361,0.07916092872619629,0.01951678842306137,0.0009436661493964493,0.5467817783355713,0.4779636859893799,0.14707782864570618
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.4671266973018646,0.36233198642730713,0.11448286473751068,0.06467526406049728,0.03355429321527481,0.0019191188039258122,0.5464910268783569,0.4761658310890198,0.1502121239900589
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.4713986814022064,0.3553783893585205,0.11355356127023697,0.06691271811723709,0.0735180526971817,0.0024320154916495085,0.546488881111145,0.47617441415786743,0.14834631979465485
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.48550429940223694,0.3555092215538025,0.11098186671733856,0.08657103776931763,0.028984367847442627,0.0011817344930022955,0.5465108156204224,0.4760524332523346,0.13731002807617188
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.6544283628463745,0.3558543920516968,0.11226839572191238,0.07017578184604645,0.050279438495635986,0.0027352008037269115,0.6670547723770142,0.4763351380825043,0.13610638678073883
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.5536545515060425,0.5049116015434265,0.12521617114543915,0.06672824174165726,0.08245531469583511,0.0036643182393163443,0.6138837337493896,0.6287188529968262,0.2054213136434555
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.6543272733688354,0.5038533210754395,0.13411399722099304,0.067088283598423,0.04940444231033325,0.004698996432125568,0.6863782405853271,0.6536288261413574,0.1959732323884964
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.6658461093902588,0.5038533210754395,0.13241074979305267,0.07580689340829849,0.0509883388876915,0.0026290039531886578,0.6804080009460449,0.6263802647590637,0.197105273604393
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.5793681144714355,0.5037875175476074,0.13512617349624634,0.0821366086602211,0.05086243897676468,0.003454121993854642,0.6276500225067139,0.6260358095169067,0.19320307672023773
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.6636531352996826,0.5095704793930054,0.1325521320104599,0.06682851910591125,0.0631830021739006,0.0028849304653704166,0.6774638891220093,0.630337655544281,0.18948784470558167
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.582908034324646,0.5038714408874512,0.13232266902923584,0.06011465936899185,0.09484444558620453,0.006507429759949446,0.6157350540161133,0.6258995532989502,0.18741194903850555
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.6556187868118286,0.5038533210754395,0.13235150277614594,0.05958627909421921,0.044876083731651306,0.0034180558286607265,0.6795653104782104,0.6480799913406372,0.19466473162174225
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.6068041324615479,0.5037181377410889,0.1334870159626007,0.05998627841472626,0.07194525003433228,0.005553982220590115,0.6466666460037231,0.629348635673523,0.1920238733291626
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.5504313707351685,0.5041529536247253,0.13544097542762756,0.08208587765693665,0.06439831852912903,0.004662490449845791,0.6139092445373535,0.6410150527954102,0.1975589543581009
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.6990864276885986,0.5358645915985107,0.1359567493200302,0.05972535163164139,0.07511748373508453,0.0035704884212464094,0.710652232170105,0.6439996957778931,0.19255411624908447
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,0.6141196489334106,0.2750309109687805,0.08113263547420502,0.08987715095281601,0.05369245260953903,0.004837872460484505,0.6614158153533936,0.7977410554885864,0.24133673310279846
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.6034200191497803,0.2471318542957306,0.0789966881275177,0.0662916824221611,0.07008427381515503,0.004573423881083727,0.6577877998352051,0.7935770750045776,0.23133337497711182
42,50.0,0.8505747318267822,1.1264368295669556,0.20372571051120758,0.5982834100723267,0.31947535276412964,0.08107783645391464,0.07533153146505356,0.07688233256340027,0.0029902136884629726,0.6577247381210327,0.7937904000282288,0.2414863407611847
43,50.0,0.9655172824859619,1.3793103694915771,0.25974369049072266,0.6836965084075928,0.4824550449848175,0.0892249271273613,0.057313404977321625,0.10067935287952423,0.0061562275514006615,0.7018791437149048,0.8029425144195557,0.23184914886951447
44,50.0,0.8965517282485962,1.0574710369110107,0.24124717712402344,0.599872350692749,0.6558462381362915,0.09147386252880096,0.06774629652500153,0.039277657866477966,0.002045263769105077,0.6616942882537842,0.7936984300613403,0.245590478181839
45,50.0,1.034482717514038,1.1034483909606934,0.22037255764007568,0.5998036861419678,0.6343943476676941,0.09151943027973175,0.07330527156591415,0.06269798427820206,0.0031443662010133266,0.6602288484573364,0.7936910390853882,0.24372346699237823
46,50.0,0.9885057210922241,1.0574712753295898,0.24494649469852448,0.7016898393630981,0.23750698566436768,0.07279521971940994,0.061913929879665375,0.07116614282131195,0.009169813245534897,0.7123470306396484,0.7950904369354248,0.22630362212657928
47,50.0,0.8735631704330444,0.919540286064148,0.17677368223667145,0.6319882869720459,0.3332875967025757,0.08181983977556229,0.07895644009113312,0.061299026012420654,0.004870252218097448,0.6752794981002808,0.7941263914108276,0.23798513412475586
48,50.0,0.8275861740112305,0.7356322407722473,0.17915180325508118,0.5998668670654297,0.6476744413375854,0.09111955761909485,0.06100836396217346,0.06897672265768051,0.002767125843092799,0.6616373062133789,0.7935775518417358,0.2448684424161911
49,50.0,0.8505747318267822,1.4482758045196533,0.23305585980415344,0.6134366989135742,0.23753881454467773,0.07716722786426544,0.05729750543832779,0.11879207193851471,0.009595583193004131,0.658788800239563,0.7937740683555603,0.22800403833389282
