,controller config,fot safety,fot comfort,fot mean comfort,RF safety,RF comfort,RF mean comfort,RF euclidean,RF dtw
0,0.6000000238418579,0.19872063398361206,0.09893393516540527,0.006860317196696997,0.23764604336798556,0.021014915704727022,0.0016106813722621342,0.39245930723802813,-33.7257337350847
1,0.6000000238418579,0.2004263997077942,0.057995736598968506,0.0049401698634028435,0.23719402200758832,0.028392273783683697,0.0023723950118966627,0.3482922855263801,-33.78369170415769
2,0.6000000238418579,0.1953091025352478,0.04605543613433838,0.006198519840836525,0.23904476708948985,0.019130039215087935,0.0012376045073316296,0.4145139271995563,-33.712486530685595
3,0.6000000238418579,0.19872063398361206,0.07078886032104492,0.007298395503312349,0.23904476708948985,0.019112979173660283,0.0011671373101531457,0.4236363841559333,-33.698171648931904
4,0.6000000238418579,0.1944562792778015,0.05458426475524902,0.006273089908063412,0.23719402200758832,0.022234506607055837,0.0023251368243838006,0.40632289602706556,-33.71822853254971
5,0.6000000238418579,0.2004263997077942,0.04434967041015625,0.006030740682035685,0.23764604336798556,0.019582061171531495,0.0016738308648594645,0.37653071713094416,-33.75820476288015
6,0.6000000238418579,0.2004263997077942,0.07761186361312866,0.00694418977946043,0.23904476708948985,0.018857111930847048,0.001252239054995155,0.37518606890327577,-33.757650942637376
7,0.6000000238418579,0.2004263997077942,0.07846474647521973,0.007377630099654198,0.23719402200758832,0.017245166301727566,0.002107769443037769,0.38623308159809594,-33.7463528632717
8,0.6000000238418579,0.2004263997077942,0.06737732887268066,0.00707003939896822,0.23719402200758832,0.02364176988601685,0.0022579318643268067,0.394740761211635,-33.74725191147109
9,0.6000000238418579,0.19872063398361206,0.05884861946105957,0.005704501643776894,0.23884860462725532,0.027121483683586023,0.0013499242148764178,0.3917933689173703,-33.733679439969784
10,0.8999999761581421,0.1270788311958313,0.06311303377151489,0.006627283990383148,0.244503196545247,0.030021306276321158,0.0011937964565115504,1.2803733603306306,-31.22025233015703
11,0.8999999761581421,0.12622594833374023,0.045202672481536865,0.00524776428937912,0.244503196545247,0.024503194689750707,0.0013937794266502743,1.2872830370066535,-31.19733759667177
12,0.8999999761581421,0.13049036264419556,0.5731343030929565,0.01707621105015278,0.244503196545247,0.027641776204109236,0.0014263098992285206,1.3399296401353025,-30.99499255007526
13,0.8999999761581421,0.13049036264419556,0.07505333423614502,0.005834987852722406,0.244503196545247,0.030456274151802187,0.0013989992708456325,1.2733922424561557,-31.256263482291484
14,0.8999999761581421,0.13049036264419556,0.19616198539733887,0.007074698340147734,0.244503196545247,0.02754794001579275,0.001402867625319892,1.2767173229329145,-31.23583027791581
15,0.8999999761581421,0.12622594833374023,0.04946696758270264,0.006347649730741978,0.244503196545247,0.0282643818855286,0.0015378834250194878,1.269724592357845,-31.269606942874056
16,0.8999999761581421,0.13049036264419556,0.06823039054870605,0.006720493081957102,0.244503196545247,0.028409374952316102,0.0012079174222190524,1.2731425158232321,-31.25111255802545
17,0.8999999761581421,0.13049036264419556,0.6430703401565552,0.01985389180481434,0.244503196545247,0.027130052447319142,0.0012385374568199211,1.404767623980405,-30.802912183117694
18,0.8999999761581421,0.13049036264419556,0.06140732765197754,0.007139936089515686,0.244503196545247,0.028597010970115577,0.0012653356285694515,1.2613020095334266,-31.309126321217036
19,0.8999999761581421,0.13049036264419556,0.051172614097595215,0.007056053727865219,0.244503196545247,0.02486141145229326,0.0013852507608835786,1.254897677111451,-31.329707976591926
20,1.2000000476837158,0.09211081266403198,0.06823033094406128,0.006021421402692795,0.09255435056269534,0.024332624077796905,0.0022841692421440127,0.17011972275501433,-33.90927513173303
21,1.2000000476837158,0.08784645795822144,0.06567162275314331,0.008901631459593773,0.09218761272013554,0.03284434974193584,0.0026967415110692667,0.14883335306997225,-33.90698044854755
22,1.2000000476837158,0.08784645795822144,0.15778237581253052,0.008621996268630028,0.09218761272013554,0.03140301108360266,0.0023492528566277314,0.1600977377041101,-33.91423617187343
23,1.2000000476837158,0.09211081266403198,0.12281453609466553,0.00870122667402029,0.09218761272013554,0.036170593500137294,0.0024000702739540476,0.1712205204647973,-33.90602525163856
