,controller config,fot safety,fot comfort,fot mean comfort,BC_det best_loss safety,BC_det best_loss comfort,BC_det best_loss mean comfort,BC_det best_eucl safety,BC_det best_eucl comfort,BC_det best_eucl mean comfort,BC_det best_dtw safety,BC_det best_dtw comfort,BC_det best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.2665135860443115,0.39888831973075867,0.16777563095092773,0.17805129289627075,0.15514841675758362,0.011030524037778378,0.2213059663772583,0.12860237061977386,0.05347484350204468
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.22079689800739288,0.32912111282348633,0.1119488999247551,0.16230279207229614,0.07495693862438202,0.007910647429525852,0.2296803891658783,0.13729803264141083,0.05542786791920662
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.19860157370567322,0.4595625102519989,0.12184003740549088,0.12687650322914124,0.08583804965019226,0.004755591042339802,0.1880475878715515,0.15108399093151093,0.05623331665992737
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.19108623266220093,0.3493672013282776,0.1155785322189331,0.1262376606464386,0.0980573445558548,0.005576100200414658,0.19111421704292297,0.15606607496738434,0.05466160923242569
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.1902027130126953,0.29652559757232666,0.11807272583246231,0.138753741979599,0.07669232785701752,0.004220975562930107,0.18137240409851074,0.11802587658166885,0.05133284628391266
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.22447973489761353,0.33296746015548706,0.1106325313448906,0.1681811660528183,0.09677565842866898,0.007068316917866468,0.18931806087493896,0.13468585908412933,0.05159130319952965
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.22204628586769104,0.29658520221710205,0.11367055773735046,0.1002361923456192,0.18850691616535187,0.012211078777909279,0.20445460081100464,0.1498231142759323,0.05014030262827873
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.23164546489715576,0.3407128155231476,0.11461455374956131,0.09843814373016357,0.17995643615722656,0.008648432791233063,0.20252570509910583,0.14250198006629944,0.05797354504466057
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.2253495752811432,0.3800329566001892,0.11557707190513611,0.14605030417442322,0.13209091126918793,0.008997438475489616,0.17782196402549744,0.20665563642978668,0.061213694512844086
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.20605772733688354,0.15546265244483948,0.08386632055044174,0.0956612154841423,0.12863871455192566,0.010379725135862827,0.17521890997886658,0.1233334094285965,0.0483747199177742
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.47985756397247314,0.5947425365447998,0.1842425912618637,0.2371978461742401,0.2185388207435608,0.057567108422517776,0.41235461831092834,0.3614524006843567,0.11195406317710876
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.47502708435058594,0.5808278918266296,0.17933857440948486,0.2770903706550598,0.15489515662193298,0.05675175413489342,0.4150765538215637,0.3600371479988098,0.11070103198289871
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.4798109531402588,0.6061615943908691,0.2031000554561615,0.22834178805351257,0.18280306458473206,0.05842180177569389,0.3951731026172638,0.36354464292526245,0.11532232910394669
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.48121166229248047,0.5893399715423584,0.18811534345149994,0.24535159766674042,0.22160351276397705,0.057966358959674835,0.40081045031547546,0.35912615060806274,0.11165239661931992
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.48283690214157104,0.6000859141349792,0.18671970069408417,0.27078238129615784,0.16118687391281128,0.05673546716570854,0.41876518726348877,0.3595435619354248,0.1121889054775238
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.4963950216770172,0.5943002700805664,0.17480134963989258,0.3026735484600067,0.26737505197525024,0.05906783416867256,0.4477526843547821,0.3596772253513336,0.11335145682096481
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.4860279858112335,0.5733224749565125,0.15588882565498352,0.2411448359489441,0.18840599060058594,0.05870118737220764,0.43528130650520325,0.3607447147369385,0.11284849792718887
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.4633924067020416,0.5727877020835876,0.15125517547130585,0.30195707082748413,0.2323215901851654,0.060471612960100174,0.43672436475753784,0.35952985286712646,0.11251232773065567
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.49099496006965637,0.5934169292449951,0.1955537050962448,0.31076672673225403,0.16800326108932495,0.05835181102156639,0.4045164883136749,0.360532283782959,0.10377305001020432
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.45084449648857117,0.5740253329277039,0.16201527416706085,0.2167932540178299,0.15489515662193298,0.05567960441112518,0.3962225019931793,0.35944539308547974,0.1189006045460701
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.6917744874954224,0.31777527928352356,0.0997762456536293,0.31261181831359863,0.3154218792915344,0.11455294489860535,0.5500403642654419,0.6085487604141235,0.15600310266017914
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.6729373931884766,0.2948206663131714,0.10866618901491165,0.30830562114715576,0.2706482708454132,0.12797151505947113,0.5500355958938599,0.6787545680999756,0.16739213466644287
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.6853197813034058,0.33880332112312317,0.10666391253471375,0.3058999180793762,0.2633631229400635,0.12117485702037811,0.5500650405883789,0.6073641777038574,0.15411390364170074
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.6902775764465332,0.44070857763290405,0.11561685055494308,0.3424856662750244,0.2606910467147827,0.12390916794538498,0.5788503885269165,0.6310458779335022,0.16062456369400024
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.6891806125640869,0.566765308380127,0.11809471994638443,0.3684252202510834,0.2612072229385376,0.11852115392684937,0.5509558916091919,0.6076836585998535,0.15581122040748596
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.6615982055664062,0.5714128017425537,0.12148955464363098,0.3540956974029541,0.2739669382572174,0.12836962938308716,0.5564913749694824,0.6347746849060059,0.16681940853595734
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.6828005313873291,0.3071300983428955,0.10519099980592728,0.3635302186012268,0.29598039388656616,0.128651961684227,0.5500674247741699,0.6089695692062378,0.15880881249904633
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.68869948387146,0.8204694986343384,0.16952702403068542,0.3406979739665985,0.30353012681007385,0.1263856291770935,0.5767751932144165,0.6086481809616089,0.14889051020145416
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.6867752075195312,0.329181969165802,0.1024959608912468,0.30620336532592773,0.2644866704940796,0.12622179090976715,0.5515648126602173,0.6072148084640503,0.16167542338371277
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.6967657804489136,0.42036569118499756,0.12413185834884644,0.32367974519729614,0.3613117039203644,0.11912286281585693,0.5500648021697998,0.6112160682678223,0.15604816377162933
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.7736676931381226,0.37053853273391724,0.11907031387090683,0.42173054814338684,0.4324725568294525,0.16684794425964355,0.6897165775299072,0.7565311193466187,0.21409602463245392
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.7820444107055664,0.3821600377559662,0.13413144648075104,0.3893834352493286,0.38341161608695984,0.16433775424957275,0.6701421737670898,0.7635353803634644,0.22289100289344788
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.8483881950378418,0.5473002195358276,0.14102429151535034,0.42404115200042725,0.45608988404273987,0.1685751974582672,0.6738170385360718,0.7709941864013672,0.21526145935058594
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.7977813482284546,0.5497527122497559,0.13595637679100037,0.47032272815704346,0.3887370824813843,0.16571643948554993,0.6717291474342346,0.7563735246658325,0.20486249029636383
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.787391185760498,0.4962509274482727,0.13302966952323914,0.4015078544616699,0.38332945108413696,0.15762348473072052,0.6701251864433289,0.7682061791419983,0.2169824093580246
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.7710028886795044,0.38288915157318115,0.1269061267375946,0.39403465390205383,0.4294794499874115,0.16443514823913574,0.683544397354126,0.7569887042045593,0.2063080370426178
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.8171103000640869,0.47533637285232544,0.14708980917930603,0.388948917388916,0.38366058468818665,0.16407814621925354,0.6701797246932983,0.7685860395431519,0.2207721769809723
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.8138660192489624,0.5412108898162842,0.1539584994316101,0.3861631155014038,0.3834191858768463,0.16440290212631226,0.6701251864433289,0.7817014455795288,0.2247394174337387
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.773472785949707,0.5450289249420166,0.14262904226779938,0.46404504776000977,0.38768625259399414,0.1626528650522232,0.6701903343200684,0.7623060345649719,0.21910086274147034
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.8650275468826294,0.7282577753067017,0.15196645259857178,0.38870328664779663,0.38497841358184814,0.1599215418100357,0.6701276302337646,0.7770599722862244,0.21619215607643127
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,0.8304274082183838,0.8070288896560669,0.2013949453830719,0.48350420594215393,0.5039846897125244,0.1968451291322708,0.8102108240127563,0.8374900817871094,0.2846984267234802
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.8340805768966675,0.8123752474784851,0.1991974413394928,0.4604414701461792,0.5165321826934814,0.2003324180841446,0.8154635429382324,0.8332499265670776,0.2895980179309845
