,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_loss euclidean,BCxGAIL_nondet_ppo best_loss dtw,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_eucl euclidean,BCxGAIL_nondet_ppo best_eucl dtw,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort,BCxGAIL_nondet_ppo best_dtw euclidean,BCxGAIL_nondet_ppo best_dtw dtw
0,0.6000000238418579,0.1953091025352478,0.02132183313369751,0.004530045203864574,0.05166906118392944,0.19481295347213745,0.056010834872722626,1.2289683818817139,-31.653892517089844,0.10555356740951538,0.17292338609695435,0.04292173311114311,0.625908374786377,-33.335269927978516,0.17625194787979126,0.08867937326431274,0.028317324817180634,0.3019101023674011,-33.88890075683594
1,0.6000000238418579,0.19872063398361206,0.030703604221343994,0.004166525788605213,0.07471358776092529,0.22738179564476013,0.04742562770843506,1.074993371963501,-32.236576080322266,0.10008203983306885,0.13619732856750488,0.041152868419885635,0.5520801544189453,-33.48452377319336,0.11799013614654541,0.08119982481002808,0.02437453158199787,0.5010945796966553,-33.5959358215332
2,0.6000000238418579,0.19872063398361206,0.03411519527435303,0.004763071425259113,0.06859314441680908,0.12937963008880615,0.04075251892209053,1.045836091041565,-32.2346305847168,0.11185508966445923,0.1822991669178009,0.04267213121056557,0.49440741539001465,-33.58317184448242,0.18702304363250732,0.12513995170593262,0.02356938272714615,0.1548478901386261,-33.9519157409668
3,0.6000000238418579,0.19701486825942993,0.051172614097595215,0.004054664634168148,0.0771867036819458,0.297249436378479,0.04340237379074097,0.9407442808151245,-32.58427047729492,0.11200743913650513,0.17338049411773682,0.04213616997003555,0.4726737439632416,-33.67190170288086,0.18015211820602417,0.08380478620529175,0.028335927054286003,0.2716057598590851,-33.90444564819336
4,0.6000000238418579,0.1944562792778015,0.03240936994552612,0.004707144573330879,0.08317464590072632,0.19869333505630493,0.049157533794641495,0.7969685792922974,-32.9517822265625,0.09074491262435913,0.15080922842025757,0.039058391004800797,0.7025232315063477,-33.16817855834961,0.17874765396118164,0.1219637393951416,0.030853359028697014,0.26621872186660767,-33.90184783935547
5,0.6000000238418579,0.1944562792778015,0.02046912908554077,0.0035000655334442854,0.05484271049499512,0.17504185438156128,0.04490785673260689,1.1345418691635132,-31.97345733642578,0.09711962938308716,0.1341094970703125,0.0367676317691803,0.6656326055526733,-33.25324630737305,0.17872285842895508,0.12274563312530518,0.025442756712436676,0.28546619415283203,-33.901309967041016
6,0.6000000238418579,0.2004263997077942,0.032409489154815674,0.004297015722841024,0.07772141695022583,0.29362064599990845,0.054363008588552475,1.1919963359832764,-31.83453369140625,0.0882524847984314,0.1912975013256073,0.047118332237005234,0.6493187546730042,-33.28404998779297,0.1847342848777771,0.13398301601409912,0.021188922226428986,0.16012784838676453,-33.9532585144043
7,0.6000000238418579,0.19872063398361206,0.046055495738983154,0.004287689458578825,0.08234047889709473,0.2867248058319092,0.053559962660074234,0.867914080619812,-32.78839874267578,0.09459543228149414,0.10720151662826538,0.03428013622760773,0.6038001179695129,-33.40708541870117,0.18488764762878418,0.13687849044799805,0.02712818793952465,0.16313804686069489,-33.949161529541016
8,0.6000000238418579,0.1944562792778015,0.02729213237762451,0.0039614601992070675,0.08107095956802368,0.2106027603149414,0.048880308866500854,0.7500691413879395,-33.128875732421875,0.10491800308227539,0.12892109155654907,0.042086247354745865,0.5571094155311584,-33.467166900634766,0.19088399410247803,0.10340583324432373,0.021214060485363007,0.27376288175582886,-33.90330505371094
9,0.6000000238418579,0.1944562792778015,0.023880600929260254,0.00418516481295228,0.07264924049377441,0.21563148498535156,0.0501488521695137,1.0420342683792114,-32.3218994140625,0.14128410816192627,0.1882062554359436,0.04359505698084831,0.31571218371391296,-33.82223892211914,0.18845844268798828,0.13145601749420166,0.024633469060063362,0.16274654865264893,-33.95175552368164
