,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,232.83030509918578,643.5302052166992,228.63085894971655,299.54065051159614,144.60658253888172,
PR,533369771.5142736,829282793.7438005,251897639197.2642,2286219444247.8823,25390908008953.406,
RF,38208.99970775229,1342427.471996197,16.11754852465405,6168273770363.18,113.23252779595997,
BC_det_best_loss,6.381259237272408e+28,3.8163397839001936e+27,1020782169.5094358,2212909.9495156226,1339407423.6196938,
BC_det_best_eucl,1.7844873292690775e+29,4.530125530369827e+28,1.3423611005506753e+29,15162572.830736514,27006472248.698513,
BC_det_best_dtw,3056626.627257634,8418572566.261815,410499736.66282773,4260111.525579325,3555320362.076173,
BC_nondet_best_loss,9.25733081521143,14.20224170969852,4.315856092227115,19.895628318756255,4.999300871641956,
BC_nondet_best_eucl,6.484241295175649,14.456795383853727,4.8195440498149225,14.428422488471513,3.8778909733567435,
BC_nondet_best_dtw,12.50801296441035,18.728356698159565,4.573520932418416,10.700394120128324,4.408839721722138,
GAIL_det_ppo_best_loss,95993.91700904768,10672518693.325306,31711493902.40786,6379574322.404465,191189022885.12943,
GAIL_det_ppo_best_eucl,1909164.8854591611,11266767993831.834,1818292609057.043,1.589901253783268e+30,3426676913861.992,
GAIL_det_ppo_best_dtw,1909164.8854591611,11266767993831.834,1818292609057.043,1.589901253783268e+30,3426676913861.992,
GAIL_nondet_ppo_best_loss,78.42539123351806,89.52424102468838,47.96593277005623,62.18842306898656,43.20668469408762,
GAIL_nondet_ppo_best_eucl,66175.59711492737,18173.42815509268,3750.415538280122,1449.7572255183607,810.5260658322475,
GAIL_nondet_ppo_best_dtw,71513.80467105535,40428.903578119585,4632.018707349874,2846.524365530662,601.1209435843573,
BCxGAIL_det_ppo_best_loss,5027541.809239163,19307178536.290928,70351.47613355746,2173888.1018433454,2482309.4650364565,
BCxGAIL_det_ppo_best_eucl,994535115.3734518,1325460.0349479038,9283790.757540323,80701.69592040784,30008750.50748256,
BCxGAIL_det_ppo_best_dtw,5924.302010851521,1543089.5635193202,10892613.8335587,1745750.8307474577,36945105.53646474,
BCxGAIL_nondet_ppo_best_loss,10.849664119604434,5.32565369740148,7.568315847270405,9.603875032853708,8.60088964441939,
BCxGAIL_nondet_ppo_best_eucl,11.9473560504439,5.718288937687765,6.120952330031357,12.961377197876985,11.41847614782032,
BCxGAIL_nondet_ppo_best_dtw,15.552858105537819,4.482289774717071,4.93542001342229,9.731528872723864,17.94796895753497,
