,controller config,fot safety,fot comfort,fot mean comfort,GAIL_nondet_ppo best_loss safety,GAIL_nondet_ppo best_loss comfort,GAIL_nondet_ppo best_loss mean comfort,GAIL_nondet_ppo best_loss euclidean,GAIL_nondet_ppo best_loss dtw,GAIL_nondet_ppo best_eucl safety,GAIL_nondet_ppo best_eucl comfort,GAIL_nondet_ppo best_eucl mean comfort,GAIL_nondet_ppo best_eucl euclidean,GAIL_nondet_ppo best_eucl dtw,GAIL_nondet_ppo best_dtw safety,GAIL_nondet_ppo best_dtw comfort,GAIL_nondet_ppo best_dtw mean comfort,GAIL_nondet_ppo best_dtw euclidean,GAIL_nondet_ppo best_dtw dtw
0,10.0,0.6206896305084229,0.7356321811676025,0.11784913390874863,1.4208859205245972,6.01017427444458,1.5310572385787964,4.900645732879639,6.120117664337158,0.1558462679386139,0.2690993547439575,0.09951558709144592,2.202415943145752,-10.181646347045898,1.2826645374298096,5.731070041656494,1.6011964082717896,4.6167893409729,3.1180849075317383
1,10.0,0.3678160607814789,0.36781612038612366,0.1329105645418167,1.2158753871917725,5.941558837890625,1.8569573163986206,4.660194396972656,3.670032262802124,0.18555745482444763,0.2408231943845749,0.0845252200961113,1.7881816625595093,-12.253423690795898,1.2382782697677612,4.9455718994140625,1.4289920330047607,4.575039863586426,1.418476939201355
2,10.0,0.3678160607814789,0.436781644821167,0.10120226442813873,1.5049405097961426,4.815498352050781,1.8776862621307373,5.6239142417907715,11.725137710571289,0.15014129877090454,0.2711973786354065,0.0947318896651268,1.6910089254379272,-12.95887279510498,1.1381809711456299,6.24470329284668,1.9623006582260132,4.776928901672363,5.4703450202941895
3,10.0,0.4367816150188446,0.39080458879470825,0.12049148976802826,1.6648356914520264,7.904077529907227,2.2588248252868652,5.742586612701416,13.126704216003418,0.18895313143730164,0.2850073575973511,0.07098216563463211,1.862613320350647,-11.8814115524292,1.5983740091323853,5.037829399108887,1.4069361686706543,4.915234565734863,3.062072277069092
4,10.0,0.7126436233520508,0.7586206197738647,0.12762585282325745,1.3664464950561523,6.832141876220703,2.192931652069092,5.506038188934326,10.783224105834961,0.19346120953559875,0.29575464129447937,0.10451098531484604,2.303889274597168,-9.962393760681152,1.1621849536895752,4.646343231201172,1.7391788959503174,4.360416889190674,1.0048097372055054
5,10.0,0.3448275923728943,0.32183903455734253,0.11784911900758743,1.2706198692321777,4.861298561096191,1.4401932954788208,4.693897724151611,3.4023780822753906,0.1781350076198578,0.2617473006248474,0.0924949198961258,1.621687650680542,-12.90343189239502,1.489445447921753,5.333250522613525,1.8798683881759644,5.1410980224609375,7.442424774169922
6,10.0,0.2298850417137146,0.27586206793785095,0.08032765984535217,1.6263682842254639,5.850195407867432,1.9595974683761597,5.057941436767578,8.426629066467285,0.221891850233078,0.32294613122940063,0.09688668698072433,1.4429620504379272,-13.716377258300781,1.0540598630905151,4.939563751220703,1.6856335401535034,4.817575931549072,5.880703449249268
7,10.0,0.3218390941619873,0.2988505959510803,0.09274673461914062,1.3399021625518799,6.096671104431152,2.077847957611084,5.589832782745361,9.803349494934082,0.16887947916984558,0.3998956084251404,0.09943156689405441,1.7673434019088745,-12.38575553894043,1.1235841512680054,4.196290969848633,1.3786605596542358,4.775896072387695,4.338942527770996
8,10.0,0.2988505959510803,0.6666666269302368,0.12551195919513702,1.4795459508895874,5.982933044433594,1.5834224224090576,4.959095478057861,6.02975606918335,0.1335548460483551,0.27596935629844666,0.07987668365240097,1.7420262098312378,-12.37022876739502,1.2391630411148071,3.765134811401367,1.520053505897522,5.554086685180664,8.658368110656738
9,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,1.3140925168991089,6.16579008102417,1.6719386577606201,4.505651473999023,4.9133758544921875,0.18012651801109314,0.32204410433769226,0.09523599594831467,1.6621356010437012,-12.966238975524902,1.2467108964920044,5.459982872009277,1.6024258136749268,4.822840213775635,4.951615333557129
10,20.0,0.5517241358757019,0.6666666865348816,0.16726118326187134,1.5148745775222778,5.218818664550781,1.8929716348648071,5.099056720733643,6.525584697723389,0.15931057929992676,0.2512490749359131,0.06235094740986824,2.8908066749572754,-5.147996425628662,1.4845941066741943,6.351288318634033,1.809196949005127,5.468581199645996,5.115728855133057
11,20.0,0.5287356376647949,0.459770143032074,0.14268727600574493,1.318286418914795,4.961569786071777,1.642345905303955,6.400570392608643,8.989299774169922,0.27714377641677856,0.24305272102355957,0.08433990180492401,3.032874822616577,-4.774095058441162,1.2064639329910278,6.259726524353027,1.4330229759216309,5.104367256164551,2.287842035293579
12,20.0,0.5977011919021606,0.48275864124298096,0.16911084949970245,1.599430799484253,5.073628902435303,1.372568130493164,5.964977264404297,5.051658630371094,0.2619735598564148,0.3212725818157196,0.07596670091152191,3.4697349071502686,-1.2883447408676147,1.2026360034942627,4.916989326477051,1.567679762840271,5.6734442710876465,3.7518773078918457
13,20.0,0.5747126340866089,0.5747126340866089,0.15748447179794312,1.1331161260604858,4.372486114501953,1.4803216457366943,5.952866554260254,4.139021396636963,0.17521578073501587,0.22740335762500763,0.08224592357873917,2.8598649501800537,-5.794496059417725,1.1073558330535889,4.56191349029541,1.5991407632827759,4.929690837860107,4.431698799133301
14,20.0,0.5747126340866089,0.4827585816383362,0.15431363880634308,1.2553588151931763,5.235661506652832,1.9552003145217896,5.858882427215576,8.555561065673828,0.26010140776634216,0.21396410465240479,0.0705299898982048,2.6329843997955322,-7.010694980621338,1.0158648490905762,5.105727195739746,1.3292332887649536,4.923722267150879,0.730388879776001
15,20.0,0.7356321811676025,0.5517241358757019,0.15563485026359558,1.36344313621521,5.538183689117432,1.762789011001587,5.566741943359375,5.63557767868042,0.2827756404876709,0.2154396027326584,0.08351238071918488,3.209609270095825,-3.5475804805755615,1.0380719900131226,3.6341137886047363,1.5759456157684326,5.588723182678223,2.7178306579589844
16,20.0,0.6206896305084229,0.6436781883239746,0.15933412313461304,1.6016347408294678,5.94818115234375,1.7473182678222656,5.92763614654541,8.413837432861328,0.2944468855857849,0.31169506907463074,0.07225103676319122,3.3244588375091553,-1.8304921388626099,1.1803442239761353,5.103723526000977,1.4752898216247559,5.8525590896606445,2.76444673538208
17,20.0,0.6206896305084229,0.41379314661026,0.14400845766067505,1.6394968032836914,5.701554298400879,1.9152321815490723,6.176602840423584,9.486555099487305,0.28337329626083374,0.32995861768722534,0.07416269183158875,2.956501007080078,-5.446680545806885,1.2101542949676514,5.0999369621276855,1.4552676677703857,5.41229248046875,1.6056525707244873
18,20.0,0.5287356376647949,0.4597700834274292,0.14268727600574493,1.3193453550338745,5.565256118774414,1.799468755722046,5.125714302062988,4.430924415588379,0.19588541984558105,0.32968971133232117,0.07408157736063004,2.586989402770996,-7.965205192565918,1.319939136505127,5.62814474105835,1.6323431730270386,5.180662155151367,6.299384593963623
19,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,1.8081833124160767,6.468031883239746,1.6681395769119263,5.476933002471924,5.039259910583496,0.16871127486228943,0.1881422996520996,0.05741054192185402,2.9743638038635254,-5.023983001708984,1.2027533054351807,4.107831954956055,1.3516156673431396,4.951679706573486,1.5044238567352295
20,30.0,0.7126436233520508,0.5287356972694397,0.1411018669605255,1.3676302433013916,4.132450580596924,1.606046438217163,6.607215404510498,5.824394702911377,0.38356688618659973,0.3054013252258301,0.05937084183096886,3.7951548099517822,2.069891929626465,1.075781226158142,4.857284069061279,1.5872735977172852,5.53438138961792,2.746594190597534
21,30.0,0.8505747318267822,0.5747126340866089,0.1643546223640442,1.2832504510879517,6.658131122589111,1.5784112215042114,6.510409832000732,7.998896598815918,0.3752780258655548,0.2901752293109894,0.0567362979054451,5.202653884887695,15.312117576599121,0.9202680587768555,3.7140769958496094,1.353714108467102,5.957401752471924,1.756049394607544
22,30.0,0.8275861740112305,0.9425287246704102,0.15457789599895477,1.26801335811615,6.429357528686523,1.761889934539795,5.972301006317139,5.544775485992432,0.36981186270713806,0.31467071175575256,0.05541795864701271,4.8058552742004395,10.398972511291504,1.2410119771957397,4.2437520027160645,1.6751708984375,5.96522855758667,2.8790433406829834
23,30.0,0.8045977354049683,0.689655065536499,0.17175321280956268,1.5226023197174072,5.441061019897461,1.8955484628677368,6.986111164093018,12.138821601867676,0.40632954239845276,0.2111995816230774,0.058398280292749405,4.550732612609863,8.688244819641113,1.3217755556106567,6.112717628479004,1.7857906818389893,6.11093282699585,5.2043046951293945
24,30.0,0.7816091775894165,0.689655065536499,0.1236623004078865,1.340941071510315,5.968705654144287,1.6714810132980347,6.441303730010986,6.553499698638916,0.35872718691825867,0.24459075927734375,0.06863974034786224,4.896686553955078,12.37086296081543,1.1095364093780518,4.163718223571777,1.7957555055618286,5.910026550292969,3.672311305999756
25,30.0,0.919540286064148,0.7586206197738647,0.21086008846759796,1.7004474401474,7.137967109680176,1.5311555862426758,7.357271194458008,8.58431339263916,0.19583499431610107,0.19489718973636627,0.059254854917526245,5.270435810089111,15.382479667663574,1.2515655755996704,4.368476867675781,1.2090790271759033,6.492712497711182,4.470778942108154
26,30.0,0.7816091775894165,0.6206896305084229,0.15352094173431396,1.3208420276641846,6.864444732666016,2.157802104949951,6.987880229949951,15.098554611206055,0.403452068567276,0.3234213888645172,0.05708834156394005,4.002233028411865,4.142462253570557,1.0166714191436768,5.4319939613342285,1.3003640174865723,5.956538200378418,2.973203659057617
