,controller config,fot safety,fot comfort,fot mean comfort,BC_nondet best_loss safety,BC_nondet best_loss comfort,BC_nondet best_loss mean comfort,BC_nondet best_loss euclidean,BC_nondet best_loss dtw,BC_nondet best_eucl safety,BC_nondet best_eucl comfort,BC_nondet best_eucl mean comfort,BC_nondet best_eucl euclidean,BC_nondet best_eucl dtw,BC_nondet best_dtw safety,BC_nondet best_dtw comfort,BC_nondet best_dtw mean comfort,BC_nondet best_dtw euclidean,BC_nondet best_dtw dtw
0,10.0,0.6206896305084229,0.7356321811676025,0.11784913390874863,0.7371033430099487,2.0702013969421387,0.7905299663543701,3.084843635559082,-7.671904563903809,0.6384837627410889,1.843888282775879,0.429421991109848,3.255873680114746,-10.379711151123047,0.35895904898643494,0.4568995535373688,0.11775628477334976,1.620357871055603,-12.912139892578125
1,10.0,0.3678160607814789,0.36781612038612366,0.1329105645418167,0.8240053653717041,2.953676700592041,0.9174566268920898,2.9005136489868164,-7.957223892211914,0.4782573878765106,1.6620169878005981,0.49921485781669617,2.172430992126465,-11.511528968811035,0.3812372386455536,0.6274473667144775,0.1761229783296585,1.3742891550064087,-13.226490020751953
2,10.0,0.3678160607814789,0.436781644821167,0.10120226442813873,0.804236650466919,2.9697132110595703,0.9992407560348511,3.6223104000091553,-5.915102005004883,0.5801782608032227,1.1106488704681396,0.3906356990337372,2.4518747329711914,-11.843586921691895,0.32202133536338806,0.46593794226646423,0.13643065094947815,1.9597022533416748,-13.279047012329102
3,10.0,0.4367816150188446,0.39080458879470825,0.12049148976802826,0.6412127017974854,2.119781017303467,0.8897237777709961,2.707491397857666,-8.368043899536133,0.40040072798728943,1.2395116090774536,0.42878109216690063,2.1038756370544434,-11.629863739013672,0.3653576970100403,0.5753811597824097,0.16101083159446716,2.569613456726074,-12.577146530151367
4,10.0,0.7126436233520508,0.7586206197738647,0.12762585282325745,0.8518568277359009,2.5355708599090576,0.9268501400947571,3.3598222732543945,-7.64658784866333,0.5576130747795105,1.1632088422775269,0.42491501569747925,2.6425089836120605,-10.75792121887207,0.3574947118759155,0.3755824565887451,0.15152783691883087,1.9681435823440552,-12.29781436920166
5,10.0,0.3448275923728943,0.32183903455734253,0.11784911900758743,0.7077099084854126,1.9710190296173096,0.8916823863983154,3.623065948486328,-6.962806701660156,0.5788342952728271,1.3239275217056274,0.45159268379211426,2.3389344215393066,-11.820469856262207,0.31065139174461365,0.5113590955734253,0.16295279562473297,0.8752620816230774,-13.747658729553223
6,10.0,0.2298850417137146,0.27586206793785095,0.08032765984535217,0.8389804363250732,3.6607775688171387,0.9635298252105713,3.2367732524871826,-6.172493934631348,0.465939462184906,1.0670077800750732,0.36628711223602295,1.9382964372634888,-12.538670539855957,0.33264395594596863,0.5233542919158936,0.1584649384021759,1.5141289234161377,-13.96755313873291
7,10.0,0.3218390941619873,0.2988505959510803,0.09274673461914062,0.5846397876739502,2.742635488510132,0.7692828178405762,3.3319787979125977,-8.454499244689941,0.41466909646987915,1.4666894674301147,0.4162009358406067,2.3585422039031982,-12.174171447753906,0.33818262815475464,0.5163613557815552,0.16615839302539825,0.837374210357666,-13.97331428527832
8,10.0,0.2988505959510803,0.6666666269302368,0.12551195919513702,0.694206714630127,2.938707113265991,0.949241042137146,3.00111722946167,-8.027371406555176,0.44955381751060486,1.3462376594543457,0.3989652991294861,1.8178043365478516,-11.792162895202637,0.4025164246559143,0.5256482362747192,0.1409212350845337,2.277695417404175,-12.925568580627441
9,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.9293410778045654,3.9174602031707764,1.062739610671997,3.0456807613372803,-7.29825496673584,0.5854626893997192,1.4561214447021484,0.4614149034023285,2.290109872817993,-12.150906562805176,0.3549749553203583,0.6260563731193542,0.1905287802219391,1.2205888032913208,-13.864127159118652
