,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.3304969072341919,0.10029736161231995,0.04096052423119545,0.06737234443426132,0.029241196811199188,0.0027676522731781006,0.3031744956970215,0.09150807559490204,0.042213164269924164
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.3277128338813782,0.09933682531118393,0.04046525061130524,0.07345675677061081,0.030520543456077576,0.003542394144460559,0.29910415410995483,0.08717121183872223,0.0409388393163681
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.3200821876525879,0.10601900517940521,0.04243088141083717,0.06666630506515503,0.02420048415660858,0.0019283730071038008,0.2967851758003235,0.09198179841041565,0.042753443121910095
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.320041298866272,0.09614475071430206,0.04078485816717148,0.0569889172911644,0.01742289960384369,0.0012194315204396844,0.2867927849292755,0.0860307514667511,0.04173192009329796
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.3200668394565582,0.09624090790748596,0.04023259878158569,0.07262973487377167,0.03288760781288147,0.002400394529104233,0.2867782711982727,0.09546156227588654,0.041325464844703674
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.338593453168869,0.0960964560508728,0.04142361506819725,0.07628726959228516,0.03765641152858734,0.003142291447147727,0.3134422302246094,0.09427447617053986,0.0419386550784111
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.3200398087501526,0.12847678363323212,0.04145897179841995,0.03833724558353424,0.029174774885177612,0.0014186804182827473,0.28641873598098755,0.08389437198638916,0.04033404216170311
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.3200415372848511,0.19116619229316711,0.0450834222137928,0.04141676425933838,0.03171040117740631,0.001974036917090416,0.29631757736206055,0.22769767045974731,0.049447689205408096
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.32003456354141235,0.09722458571195602,0.042001087218523026,0.06916844844818115,0.02824213355779648,0.0023689288645982742,0.2962788939476013,0.087104931473732,0.04383242130279541
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.32005757093429565,0.10150252282619476,0.041370972990989685,0.041173771023750305,0.024495020508766174,0.0014757371973246336,0.29627513885498047,0.213826984167099,0.04901210591197014
