,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.282471239566803,0.3772972822189331,0.117974653840065,0.3770085573196411,0.45343518257141113,0.15277370810508728,0.2875980734825134,0.45663684606552124,0.13297344744205475
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.3820907175540924,0.4727627635002136,0.15477824211120605,0.35435935854911804,0.41304001212120056,0.13502642512321472,0.2819271981716156,0.46918994188308716,0.12251279503107071
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.33328118920326233,0.5433255434036255,0.13993601500988007,0.3208666741847992,0.41890960931777954,0.136971578001976,0.3326775133609772,0.5192338228225708,0.1537826806306839
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.3829573690891266,0.596588134765625,0.1329277902841568,0.3026120662689209,0.527843713760376,0.15127544105052948,0.31328797340393066,0.4249974489212036,0.13697898387908936
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.31259626150131226,0.4201368987560272,0.13519664108753204,0.2854042053222656,0.4515700340270996,0.13075527548789978,0.32912537455558777,0.4021064341068268,0.1179567500948906
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.31287404894828796,0.4169706702232361,0.13839448988437653,0.2788384258747101,0.41669562458992004,0.126869335770607,0.3296120762825012,0.34973061084747314,0.11799062788486481
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.2900713086128235,0.5602962970733643,0.157603457570076,0.3102807402610779,0.5096853971481323,0.120125912129879,0.30449485778808594,0.3998645544052124,0.13190175592899323
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.3244971036911011,0.3892568349838257,0.1599198430776596,0.35209646821022034,0.39465397596359253,0.1551010012626648,0.32422885298728943,0.45120155811309814,0.13970638811588287
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.31016474962234497,0.5998939275741577,0.1468575894832611,0.304271399974823,0.34528106451034546,0.10753410309553146,0.32359158992767334,0.5373318195343018,0.15264958143234253
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.3466545343399048,0.5953919291496277,0.16697363555431366,0.30510684847831726,0.37949538230895996,0.1292153000831604,0.33462628722190857,0.46126675605773926,0.14664019644260406
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.5142468214035034,0.7416767477989197,0.19811631739139557,0.5507797002792358,0.8362443447113037,0.19295474886894226,0.5611333847045898,0.6301020979881287,0.16835658252239227
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.554009199142456,0.6464739441871643,0.1906634122133255,0.576148509979248,0.5285019874572754,0.18209584057331085,0.5614231824874878,0.6877872943878174,0.16638325154781342
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.5099543333053589,1.0454963445663452,0.19752778112888336,0.5896796584129333,0.7674951553344727,0.19012470543384552,0.5340677499771118,0.957338809967041,0.16646897792816162
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.6344960927963257,0.6787992715835571,0.20649920403957367,0.49688732624053955,0.44730931520462036,0.15402747690677643,0.4994078576564789,0.9151116609573364,0.16699306666851044
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.5562645196914673,0.6607092618942261,0.21202751994132996,0.5057288408279419,0.6852573156356812,0.20065131783485413,0.47004759311676025,0.9294530749320984,0.18204538524150848
