,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.3691519796848297,0.5619705319404602,0.1496509164571762,0.3506121039390564,0.49718382954597473,0.15278248488903046,0.305975079536438,0.3846047818660736,0.12100236862897873
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.39301246404647827,0.4190118610858917,0.13231723010540009,0.32845166325569153,0.29727208614349365,0.1036016121506691,0.3356246054172516,0.49911683797836304,0.1497669667005539
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.3832612931728363,0.5318055152893066,0.16290558874607086,0.3747541904449463,0.4008774161338806,0.14592160284519196,0.30986806750297546,0.5303019285202026,0.15054240822792053
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.35046759247779846,0.6313006281852722,0.14263573288917542,0.30460095405578613,0.33530193567276,0.1279446929693222,0.3093923330307007,0.3718510866165161,0.14182795584201813
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.37610188126564026,0.6452850103378296,0.15296977758407593,0.3018261194229126,0.464351624250412,0.12905724346637726,0.3322890102863312,0.44661468267440796,0.1374189704656601
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.34589359164237976,0.5618327856063843,0.14462536573410034,0.2804189920425415,0.42980003356933594,0.12777328491210938,0.43779218196868896,0.46062684059143066,0.12685813009738922
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.35042518377304077,0.47721537947654724,0.15217389166355133,0.2791886329650879,0.4161139726638794,0.10845059156417847,0.3267749845981598,0.5556044578552246,0.1281110942363739
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.38468292355537415,0.4521424472332001,0.14316456019878387,0.369418203830719,0.5975040793418884,0.13293516635894775,0.2807120680809021,0.3373841345310211,0.11218049377202988
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.27771008014678955,0.41967353224754333,0.1602344959974289,0.27169525623321533,0.36207205057144165,0.11634840816259384,0.29071855545043945,0.3627915382385254,0.12414524704217911
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.32108137011528015,0.46928343176841736,0.14454005658626556,0.3537105619907379,0.3646557927131653,0.1201113760471344,0.3660012483596802,0.3911151885986328,0.12470364570617676
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.6567065715789795,0.5689077377319336,0.1736428588628769,0.5796612501144409,0.44095778465270996,0.17083899676799774,0.6466787457466125,0.44953498244285583,0.16192007064819336
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.7247718572616577,0.684970498085022,0.22239765524864197,0.635240375995636,0.5481407642364502,0.13239547610282898,0.5668259859085083,0.5070671439170837,0.129830464720726
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.6290848255157471,0.49538975954055786,0.19391530752182007,0.6025921106338501,0.5824806094169617,0.17507369816303253,0.6624339818954468,0.3990475833415985,0.14049869775772095
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.6378037929534912,0.5676315426826477,0.1864604353904724,0.7985553741455078,0.5799106359481812,0.17504477500915527,0.6087179183959961,0.4878016710281372,0.17091551423072815
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.6059551239013672,0.43883076310157776,0.14114761352539062,0.6583986282348633,0.4295535385608673,0.1441318392753601,0.6573210954666138,0.4814351201057434,0.1638989895582199
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.5789899826049805,0.5780045986175537,0.17143025994300842,0.6236347556114197,0.5298891067504883,0.1436348706483841,0.6078977584838867,0.5162551403045654,0.1701308935880661
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.6939321756362915,0.6885732412338257,0.21665997803211212,0.6402979493141174,0.45668408274650574,0.13532006740570068,0.655609667301178,0.4627882242202759,0.16564889252185822
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.6551005840301514,0.6155792474746704,0.17051395773887634,0.6227329969406128,0.5943876504898071,0.1512414515018463,0.661954402923584,0.4714183509349823,0.13345450162887573
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.6115996241569519,0.6945030689239502,0.14570987224578857,0.6185778379440308,0.5425190329551697,0.15211589634418488,0.6588778495788574,0.6169039607048035,0.14285506308078766
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.5612022876739502,0.6094386577606201,0.16000330448150635,0.5539045333862305,0.5028607845306396,0.1497206836938858,0.7165894508361816,0.5513366460800171,0.15595971047878265
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.8492851257324219,0.7214025259017944,0.1850793957710266,0.7485371828079224,0.6271384954452515,0.16525954008102417,0.7458195686340332,0.7381517291069031,0.15256330370903015
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.7647680044174194,0.49770164489746094,0.12622995674610138,0.7120034694671631,0.5872267484664917,0.1597866714000702,0.7450075149536133,0.7654179334640503,0.1574442833662033
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.7087428569793701,0.6424027681350708,0.19326521456241608,0.7412301301956177,0.6568402647972107,0.13730795681476593,0.7190372943878174,0.6369916200637817,0.14842122793197632
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.8853260278701782,0.7104642391204834,0.20475605130195618,0.7289931774139404,0.45432424545288086,0.1580641120672226,0.801871657371521,0.6281095743179321,0.13185417652130127
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.8074028491973877,1.0084028244018555,0.20754167437553406,0.9021927118301392,0.781745433807373,0.19177202880382538,0.9455037117004395,0.6128078699111938,0.16151224076747894
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.7615822553634644,0.8935597538948059,0.26572951674461365,0.7144465446472168,0.4088505208492279,0.14252229034900665,0.7652008533477783,0.5773986577987671,0.18029342591762543
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.8643801212310791,1.206917643547058,0.26054298877716064,0.765781044960022,0.5755677223205566,0.16710196435451508,0.7641929388046265,0.7053301334381104,0.19430194795131683
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.7655537128448486,0.8134717345237732,0.21801301836967468,0.7239872217178345,0.5641909837722778,0.1356600672006607,0.8085426092147827,0.776893138885498,0.19656525552272797
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.7725369930267334,0.6769716739654541,0.21143127977848053,0.6822015047073364,0.4785575866699219,0.14352832734584808,0.8798598051071167,0.6128596663475037,0.16536709666252136
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.7264735698699951,0.6168619990348816,0.18346662819385529,0.751041054725647,0.5506153106689453,0.17001064121723175,0.7376854419708252,0.6123964190483093,0.183196023106575
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.9151378870010376,1.0220167636871338,0.22467093169689178,0.8132966756820679,0.576030433177948,0.14944174885749817,0.787693977355957,0.6764148473739624,0.18313923478126526
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.7971924543380737,1.3397074937820435,0.24334441125392914,0.891508936882019,0.9303061962127686,0.26221904158592224,0.890102744102478,0.7309070825576782,0.19510138034820557
