,controller config,fot safety,fot comfort,fot mean comfort,BC_nondet best_loss safety,BC_nondet best_loss comfort,BC_nondet best_loss mean comfort,BC_nondet best_loss euclidean,BC_nondet best_loss dtw,BC_nondet best_eucl safety,BC_nondet best_eucl comfort,BC_nondet best_eucl mean comfort,BC_nondet best_eucl euclidean,BC_nondet best_eucl dtw,BC_nondet best_dtw safety,BC_nondet best_dtw comfort,BC_nondet best_dtw mean comfort,BC_nondet best_dtw euclidean,BC_nondet best_dtw dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.4450439512729645,0.4354361891746521,0.17849968373775482,1.7665281295776367,-13.20346450805664,0.38005000352859497,0.7605295181274414,0.20645172894001007,1.430575966835022,-13.231122970581055,0.36049968004226685,0.7478668093681335,0.2031303495168686,2.521369457244873,-12.824481964111328
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.3659806549549103,0.616203784942627,0.16967804729938507,1.006178379058838,-13.645377159118652,0.46365097165107727,0.6288527250289917,0.18603794276714325,1.75918447971344,-13.484258651733398,0.3794654905796051,0.7027004361152649,0.18877063691616058,1.8059582710266113,-13.333951950073242
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.328262060880661,0.3924618065357208,0.13132919371128082,2.175572633743286,-13.183794975280762,0.35930925607681274,0.6010229587554932,0.19970902800559998,1.62067449092865,-12.79239559173584,0.35330459475517273,0.6854459643363953,0.2243499755859375,2.135080337524414,-13.421993255615234
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.3387726843357086,0.47672706842422485,0.16787612438201904,1.978905439376831,-12.754124641418457,0.4118974804878235,0.4838688373565674,0.19561158120632172,3.294220447540283,-12.127610206604004,0.5083115100860596,0.6840940713882446,0.23547665774822235,2.328627586364746,-12.05525016784668
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.34975945949554443,0.4982580542564392,0.16549403965473175,1.5286308526992798,-13.215816497802734,0.35492080450057983,0.6235190629959106,0.19916604459285736,1.5654560327529907,-13.057856559753418,0.3818998336791992,0.5309650301933289,0.16363906860351562,1.613020658493042,-13.132270812988281
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.4603634774684906,0.7910033464431763,0.1939951777458191,2.6289119720458984,-11.276267051696777,0.3859390616416931,0.6763747930526733,0.14545002579689026,2.840696096420288,-12.15692138671875,0.31726643443107605,0.7843452095985413,0.2419293075799942,2.661440134048462,-10.747591018676758
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.3766888678073883,0.6395583748817444,0.16232985258102417,2.545243501663208,-12.258217811584473,0.3730681538581848,0.7210924625396729,0.20452016592025757,2.5982160568237305,-12.314592361450195,0.39180198311805725,0.6031757593154907,0.20233342051506042,2.078754425048828,-11.792344093322754
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.3928702175617218,0.8299985527992249,0.18037275969982147,1.547593593597412,-13.21800422668457,0.3885594308376312,0.8934195041656494,0.24452564120292664,1.963422179222107,-13.328741073608398,0.33179977536201477,0.3920016884803772,0.1734035164117813,1.7484169006347656,-13.40090274810791
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.3662768304347992,0.43379414081573486,0.15157458186149597,1.859923005104065,-13.603461265563965,0.3587261140346527,0.7338010668754578,0.24688000977039337,2.037057876586914,-13.094073295593262,0.43124908208847046,0.49544379115104675,0.20936240255832672,1.9162136316299438,-13.124881744384766
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.34777382016181946,0.672748327255249,0.16829068958759308,2.481544256210327,-12.625303268432617,0.3160543739795685,0.5807865858078003,0.14888088405132294,2.004882574081421,-12.511331558227539,0.36493706703186035,0.5790361166000366,0.15696187317371368,1.652828335762024,-13.140216827392578
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,0.6423255801200867,0.6666891574859619,0.17058540880680084,4.354584217071533,-9.073257446289062,0.5355498194694519,0.6860945224761963,0.2343544065952301,4.232467174530029,-9.411859512329102,0.6291945576667786,0.708259105682373,0.21399809420108795,3.7282602787017822,-7.844300270080566
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,0.5450195074081421,0.6316813230514526,0.21390265226364136,2.6605050563812256,-9.700882911682129,0.702974796295166,0.964655339717865,0.2524773180484772,4.8522467613220215,-8.854047775268555,0.6716089248657227,1.0308189392089844,0.28501275181770325,4.680446147918701,-8.203835487365723
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,0.618488073348999,0.48781266808509827,0.16523794829845428,4.013884544372559,-9.407710075378418,0.744495153427124,0.7182890772819519,0.20142249763011932,3.4567763805389404,-8.164373397827148,0.5959399938583374,0.860657811164856,0.24304158985614777,3.257683038711548,-9.09887409210205
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,0.579582691192627,0.4975479245185852,0.19527696073055267,4.558888912200928,-9.233624458312988,0.6298342943191528,0.7539125680923462,0.22276858985424042,3.1319756507873535,-10.210314750671387,0.6352277994155884,0.8684449195861816,0.2777366638183594,4.179601192474365,-9.677427291870117
14,20.0,0.5977011919021606,0.390804648399353,0.1305324286222458,0.6493698358535767,0.5205525159835815,0.17907759547233582,4.909367084503174,-7.417272567749023,0.7107445001602173,1.006164789199829,0.31929582357406616,5.358841896057129,-8.821974754333496,0.5677967667579651,0.7363318800926208,0.2262231707572937,3.9951608180999756,-9.421367645263672
15,20.0,0.919540286064148,0.5977012515068054,0.15299247205257416,0.6353455781936646,0.7648730278015137,0.20831158757209778,2.7147436141967773,-8.78278923034668,0.6014937162399292,1.0765659809112549,0.27102717757225037,4.740365505218506,-7.8882856369018555,0.5990631580352783,0.6898891925811768,0.25338250398635864,3.0079376697540283,-8.286870956420898
16,20.0,0.5977011919021606,0.4597700834274292,0.1321178525686264,0.6082971096038818,0.6494811773300171,0.23344866931438446,2.609492301940918,-10.007430076599121,0.5841356515884399,0.7915974855422974,0.25064313411712646,4.265448570251465,-10.06989574432373,0.6937068700790405,1.0594578981399536,0.2750365734100342,3.84702467918396,-9.126054763793945
17,20.0,0.6896551847457886,0.4597701132297516,0.1725459098815918,0.650958776473999,0.6931596994400024,0.23327474296092987,4.699851036071777,-10.187275886535645,0.6848373413085938,0.8138749599456787,0.2750623822212219,3.323575973510742,-10.355969429016113,0.6409934759140015,0.7158299684524536,0.21457740664482117,5.387820243835449,-9.104676246643066
18,20.0,0.7586207389831543,0.5747125744819641,0.1635618954896927,0.7388482093811035,0.9594523906707764,0.2601222097873688,3.5401132106781006,-6.460708141326904,0.6902052164077759,1.3312180042266846,0.27737799286842346,5.632894515991211,-6.023219585418701,0.6604882478713989,0.7209979295730591,0.23682227730751038,2.791896104812622,-8.845491409301758
19,20.0,0.5517240762710571,0.6896551847457886,0.14163033664226532,0.6683349609375,0.5790131092071533,0.1828107386827469,4.60314416885376,-9.373448371887207,0.6392421126365662,0.6706174612045288,0.2153274416923523,3.551668167114258,-10.080544471740723,0.5313862562179565,0.7520685195922852,0.22219601273536682,3.3373260498046875,-9.877272605895996
20,30.0,0.7126436233520508,0.6896551847457886,0.13845950365066528,0.7596808671951294,0.8173235654830933,0.22064116597175598,5.267796039581299,-7.871738910675049,0.610571026802063,0.8943639993667603,0.2721349000930786,5.019152641296387,-5.758239269256592,0.7858539819717407,1.1190776824951172,0.3418174684047699,6.009433746337891,-3.07820725440979
21,30.0,0.8045977354049683,0.5057471990585327,0.15061435103416443,0.8361210823059082,0.7315016388893127,0.1813889443874359,2.663581132888794,-8.13339614868164,0.8955190181732178,1.1285874843597412,0.28077271580696106,7.436373710632324,-3.7817208766937256,0.7391337156295776,0.9895890951156616,0.33530744910240173,3.793825387954712,-8.084860801696777
22,30.0,0.7586207389831543,0.6436781883239746,0.1474435180425644,0.741925835609436,0.6622554063796997,0.22952625155448914,3.9663991928100586,-8.478114128112793,0.8339076042175293,1.3832876682281494,0.37385866045951843,5.27971076965332,-6.379695892333984,0.8154255151748657,0.9340985417366028,0.32802262902259827,4.42305850982666,-7.767503261566162
23,30.0,0.9885057210922241,0.6206896901130676,0.18390806019306183,0.7831833362579346,0.7022078037261963,0.22731272876262665,5.695077896118164,-7.507073402404785,0.7709172964096069,0.9917256832122803,0.3077658414840698,5.2217631340026855,-8.600618362426758,0.6831624507904053,0.8902204036712646,0.2522176504135132,3.711632490158081,-8.629568099975586
24,30.0,0.7356321811676025,0.8275861740112305,0.1572202444076538,0.8224625587463379,0.7162612080574036,0.24161376059055328,3.4015798568725586,-8.512499809265137,0.7620595693588257,0.8142416477203369,0.30471670627593994,5.881011009216309,-8.500356674194336,0.7041258811950684,0.8968585729598999,0.24324077367782593,3.418839931488037,-8.781728744506836
25,30.0,0.7356321811676025,0.5057470798492432,0.14427268505096436,0.8389707803726196,0.8951209783554077,0.235465869307518,6.108315467834473,-6.6984405517578125,0.7032848596572876,0.9871330261230469,0.2814452648162842,3.477128028869629,-9.21343994140625,0.8844339847564697,1.1433234214782715,0.2878223657608032,5.448336124420166,-6.612637996673584
26,30.0,0.8045977354049683,0.5517240762710571,0.1408376395702362,0.7649209499359131,1.0832290649414062,0.23984462022781372,6.377784252166748,-7.879756450653076,0.8571188449859619,0.7588194608688354,0.28779828548431396,6.631697654724121,-4.5455474853515625,0.7287106513977051,0.7394289970397949,0.24752137064933777,4.892012596130371,-4.8731794357299805
27,30.0,1.080459713935852,0.5057471990585327,0.15378516912460327,0.6842231750488281,0.7203757762908936,0.2196938693523407,6.944638729095459,-5.14552640914917,0.8510617017745972,1.1849290132522583,0.27168795466423035,6.795940399169922,-5.0670247077941895,0.8588521480560303,0.756746768951416,0.26502537727355957,6.562973499298096,-5.276027679443359
28,30.0,0.8735631704330444,0.8965517282485962,0.15008588135242462,0.7952061891555786,1.0131032466888428,0.24980106949806213,3.9783194065093994,-8.528825759887695,0.8037096261978149,1.0230295658111572,0.2990685701370239,3.8328514099121094,-8.085474014282227,0.7282527685165405,0.6980966329574585,0.2122407704591751,5.953527450561523,-8.007074356079102
29,30.0,0.8505747318267822,0.5287356972694397,0.13819526135921478,0.8173261880874634,0.6970781087875366,0.23028117418289185,6.78131628036499,-7.395980358123779,0.7285723686218262,1.10573148727417,0.2632197141647339,6.097008228302002,-5.741973876953125,0.7305537462234497,0.9781255125999451,0.25997310876846313,5.943634510040283,-3.165851354598999
30,40.0,0.8045977354049683,1.126436710357666,0.17862333357334137,0.8167985677719116,0.713896632194519,0.2390131950378418,4.732466220855713,-6.5002055168151855,0.8346594572067261,1.125286340713501,0.29155033826828003,7.277138710021973,-5.334356784820557,0.8466289043426514,1.0754441022872925,0.3914855420589447,3.8551712036132812,-8.37678337097168
31,40.0,0.919540286064148,0.7126436829566956,0.18258686363697052,0.7938086986541748,0.8461068272590637,0.24742700159549713,5.785551071166992,-3.8042261600494385,0.7574535608291626,1.2942003011703491,0.3660603165626526,7.088189125061035,-3.3737294673919678,0.8129861354827881,0.6657631397247314,0.2517222762107849,6.868844985961914,-5.0937089920043945
32,40.0,0.8045977354049683,1.0574712753295898,0.16250494122505188,0.9682137966156006,0.8808891773223877,0.2431955486536026,7.120952129364014,-6.475857257843018,0.7938343286514282,1.2281315326690674,0.3081309199333191,5.597655773162842,-5.5387983322143555,0.824217677116394,1.3285248279571533,0.28567004203796387,4.935822010040283,-8.120402336120605
33,40.0,0.8045977354049683,0.5287356376647949,0.14215880632400513,0.8201196193695068,0.8467004895210266,0.27375808358192444,3.711641788482666,-6.087348937988281,0.7962340116500854,0.9071738719940186,0.3074474036693573,6.662437915802002,-7.408566474914551,0.8002668619155884,1.255048394203186,0.41002634167671204,5.415196418762207,-4.335762977600098
