,controller config,fot safety,fot comfort,fot mean comfort,RF safety,RF comfort,RF mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.21724137614513278,0.1717241251468659,0.06462148474722072
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.23885057221198913,0.15425285801291463,0.07026291774864168
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.23517241145516277,0.15218390680849553,0.05886378731364491
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.26390804485385777,0.2006896497309208,0.06380763825628606
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.23517241145516277,0.15747125148773192,0.05901704408142758
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.25885056878472207,0.15310343615710736,0.05808693447674828
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.23517241145516277,0.15701149195432657,0.05729951233057112
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.24505747507358427,0.18137934148311613,0.06661646529561142
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.23517241145516277,0.22781608760356892,0.05963007107334231
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.2347126476004207,0.1717241251468659,0.06839741334961406
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.2848275870547211,0.16482757724821562,0.0611758507214401
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.34091953258062246,0.1609195272624493,0.0629383023164567
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.29885057442789437,0.15218390680849553,0.057053772825961815
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.34091954465056296,0.17103448498994106,0.06202668937929402
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.2783908043146646,0.1804597562551499,0.06382613528519869
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.34551724270885353,0.2383908065780997,0.05881093951862775
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.30873563100551726,0.1609195272624493,0.06308099117386957
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.29103448153441314,0.16482757724821562,0.061437443702042786
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.33586206550742026,0.20436782404780382,0.06379178426132119
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.3264367794335401,0.19494252350181343,0.05927863646512744
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.7234482665822423,0.39655171457678073,0.10547760899467717
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.7234482662842191,0.3848275599628686,0.10343770789860311
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.6179310287072741,0.2577011295780539,0.09385123265671662
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5689655132129275,0.2717241276800633,0.09535473372316224
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.7234482662842191,0.3848275599628686,0.10391069138229923
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.7234482662842191,0.38689652584493156,0.10495970729952574
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.5852873540952289,0.29586204681545497,0.0942687265210967
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.7234482662842191,0.3848275599628686,0.1027586230627079
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.6326436717345798,0.2501149196922779,0.09008851666346022
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.5680459750726307,0.2455172305554152,0.09361341976485718
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.7636781592204654,0.6563218479231001,0.14548289202624698
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,0.7719540215566242,0.8839080329239366,0.1544669019199651
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.7634482742383564,0.8825287230312826,0.14344298934542585
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.7634482742383564,0.8839080329239366,0.14628616413037324
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,0.7636781592204654,0.6574712721258402,0.14155370669931858
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,0.7636781592204654,0.7857471226155759,0.14271634373471315
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,0.7634482742383564,0.8839080329239366,0.1508944354578853
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,0.7636781592204654,0.6850574789941309,0.14159862559716935
