,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_loss euclidean,GAIL_det_ppo best_loss dtw,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_eucl euclidean,GAIL_det_ppo best_eucl dtw,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort,GAIL_det_ppo best_dtw euclidean,GAIL_det_ppo best_dtw dtw
0,10.0,0.4597701132297516,1.1494252681732178,0.1490289270877838,0.20230405032634735,0.1773298978805542,0.05542084202170372,1.743377685546875,-13.175349235534668,0.2304597795009613,0.16907255351543427,0.05954521521925926,1.7582567930221558,-13.111796379089355,0.21932074427604675,0.1943730115890503,0.06077416613698006,1.7328962087631226,-13.16500473022461
1,10.0,0.3448275625705719,0.27586209774017334,0.09353944659233093,0.20387248694896698,0.16643719375133514,0.053642451763153076,1.5030395984649658,-14.003352165222168,0.24842172861099243,0.19919660687446594,0.06398668140172958,1.519925832748413,-14.04607105255127,0.21661807596683502,0.19415754079818726,0.06168605014681816,1.5248383283615112,-13.985158920288086
2,10.0,0.3448275923728943,0.29885056614875793,0.11097899079322815,0.21287013590335846,0.20106175541877747,0.0584968701004982,2.2519466876983643,-13.787270545959473,0.22840598225593567,0.22531268000602722,0.06855276972055435,2.281658411026001,-13.710472106933594,0.2217741757631302,0.2271018922328949,0.06487267464399338,2.326678514480591,-13.711004257202148
3,10.0,0.3218390643596649,0.4137931168079376,0.11256441473960876,0.20209908485412598,0.1915416121482849,0.056822799146175385,2.215139627456665,-14.00951099395752,0.2140706479549408,0.1923857033252716,0.06256869435310364,2.229269504547119,-14.003273963928223,0.21060924232006073,0.22047656774520874,0.06344790756702423,2.296111822128296,-13.932191848754883
4,10.0,0.5517241358757019,0.4367815852165222,0.10516580939292908,0.1914130598306656,0.17723195254802704,0.05445726960897446,1.4274770021438599,-13.653080940246582,0.21586626768112183,0.16997100412845612,0.05850116163492203,1.4331663846969604,-13.57155704498291,0.20443613827228546,0.19831329584121704,0.05934232845902443,1.3993990421295166,-13.629514694213867
5,10.0,0.2988505959510803,0.3218390941619873,0.09406790137290955,0.20285387337207794,0.16648787260055542,0.056232351809740067,1.9261342287063599,-13.735857963562012,0.21742847561836243,0.1678490936756134,0.06317330151796341,1.9800324440002441,-13.657814025878906,0.21565870940685272,0.19431285560131073,0.06288681924343109,2.0100438594818115,-13.609711647033691
6,10.0,0.3218390643596649,0.3218391537666321,0.08851896226406097,0.1914232075214386,0.1664493978023529,0.05339417979121208,2.198058605194092,-13.697834968566895,0.21161052584648132,0.1678604781627655,0.05932222679257393,2.195530414581299,-13.727212905883789,0.2066699117422104,0.19444626569747925,0.06211555376648903,2.198740005493164,-13.656794548034668
7,10.0,0.36781609058380127,0.39080458879470825,0.13423171639442444,0.22171840071678162,0.1818045675754547,0.05524071305990219,2.1249072551727295,-13.766441345214844,0.21159785985946655,0.20132723450660706,0.06353414803743362,2.2316620349884033,-13.697416305541992,0.23240453004837036,0.20935508608818054,0.0628412514925003,2.358802556991577,-13.670652389526367
8,10.0,0.2988505959510803,0.5747126340866089,0.11917030066251755,0.20726704597473145,0.21360628306865692,0.0566064678132534,1.6434029340744019,-14.011677742004395,0.2372664511203766,0.23389580845832825,0.06321251392364502,1.7170450687408447,-13.924348831176758,0.2310734987258911,0.24992679059505463,0.06318317353725433,1.7231581211090088,-13.877586364746094
9,10.0,0.3678160607814789,0.36781609058380127,0.11679217219352722,0.22013726830482483,0.18388864398002625,0.05688819661736488,2.186082124710083,-13.71635913848877,0.21700996160507202,0.185123473405838,0.0626671239733696,2.168651819229126,-13.701593399047852,0.23523351550102234,0.21169957518577576,0.06342209875583649,2.245225191116333,-13.63408374786377
10,20.0,0.5287356376647949,0.3448275923728943,0.11414981633424759,0.2929005026817322,0.2843465805053711,0.09770425409078598,2.7845332622528076,-11.029633522033691,0.3042256534099579,0.296711802482605,0.1007779911160469,2.975135087966919,-11.051432609558105,0.3052319288253784,0.3285793364048004,0.10683591663837433,2.7886595726013184,-11.114084243774414
11,20.0,0.5977011919021606,0.6436781883239746,0.12551195919513702,0.3075684905052185,0.28451696038246155,0.0986618921160698,4.544703006744385,-8.91142463684082,0.2928583025932312,0.29688408970832825,0.1002805233001709,4.564598083496094,-9.055749893188477,0.31418460607528687,0.3287964463233948,0.10796110332012177,4.630529880523682,-9.157746315002441
12,20.0,0.6206896305084229,0.3908046782016754,0.14427269995212555,0.2915992736816406,0.2888413667678833,0.10007540136575699,3.7364754676818848,-9.381458282470703,0.2731148600578308,0.2999837398529053,0.10150512307882309,3.7406022548675537,-9.453034400939941,0.298092246055603,0.3332974314689636,0.1099957674741745,3.7643728256225586,-9.626382827758789
13,20.0,0.5747126340866089,0.7586207389831543,0.18443651497364044,0.30047422647476196,0.2844100296497345,0.09862270206212997,3.082531452178955,-9.303226470947266,0.2761593163013458,0.296711802482605,0.10156767070293427,3.5927481651306152,-9.11501693725586,0.31098809838294983,0.32892629504203796,0.10790978372097015,3.0396463871002197,-9.55130386352539
14,20.0,0.5287356376647949,0.5977011919021606,0.1479720026254654,0.29384154081344604,0.2849063277244568,0.09691701084375381,3.6501967906951904,-10.949061393737793,0.28578487038612366,0.29675614833831787,0.09832949936389923,3.6438612937927246,-11.093767166137695,0.2942855656147003,0.32906824350357056,0.11223795264959335,3.6432249546051025,-11.124120712280273
15,20.0,0.6206896305084229,0.5517241954803467,0.1490289270877838,0.294389545917511,0.2974494695663452,0.10240312665700912,4.006721019744873,-8.673335075378418,0.27657684683799744,0.3106249272823334,0.10413695871829987,3.9984004497528076,-8.873619079589844,0.3016824424266815,0.334789514541626,0.11195610463619232,4.033077239990234,-8.870949745178223
16,20.0,0.6896551847457886,0.45977020263671875,0.15140704810619354,0.29223620891571045,0.2882343530654907,0.10152062773704529,4.083822727203369,-8.225592613220215,0.27886930108070374,0.29700785875320435,0.1028406098484993,4.092890739440918,-8.29649543762207,0.30122262239456177,0.329403281211853,0.11136206239461899,4.09340763092041,-8.462011337280273
17,20.0,0.5977011919021606,0.41379308700561523,0.14083760976791382,0.3163765072822571,0.28433555364608765,0.0992617979645729,3.167630434036255,-10.157706260681152,0.30391189455986023,0.29671454429626465,0.10101564228534698,3.178927421569824,-10.203723907470703,0.32360029220581055,0.3285692632198334,0.10941130667924881,3.212786912918091,-10.289995193481445
18,20.0,0.7126436233520508,0.5517241358757019,0.16065530478954315,0.290241003036499,0.2844833433628082,0.09625783562660217,3.934035539627075,-9.274606704711914,0.2731691598892212,0.2968011498451233,0.1000552549958229,3.6472952365875244,-9.532342910766602,0.2986719310283661,0.32865720987319946,0.10498042404651642,4.034564971923828,-9.41192626953125
19,20.0,0.5977011919021606,0.6666666865348816,0.18470075726509094,0.3061947822570801,0.28456151485443115,0.09877116978168488,2.8304333686828613,-9.215574264526367,0.28706684708595276,0.29671454429626465,0.10174332559108734,2.808997631072998,-9.28092098236084,0.3145143389701843,0.32882940769195557,0.10740207880735397,2.635369062423706,-9.510412216186523
20,30.0,0.6896551847457886,0.8965517282485962,0.18390804529190063,0.36996233463287354,0.3587791621685028,0.13320982456207275,4.608092308044434,-7.649479389190674,0.3440883457660675,0.36040380597114563,0.11452442407608032,3.947450876235962,-7.809540271759033,0.37362760305404663,0.4092766344547272,0.14409461617469788,4.633304595947266,-7.892975807189941
21,30.0,0.8735631704330444,0.7126436233520508,0.17730215191841125,0.36994874477386475,0.3524134159088135,0.13315583765506744,5.091471195220947,-5.077962398529053,0.34734466671943665,0.31270289421081543,0.11182460188865662,4.39265251159668,-4.284746170043945,0.37102627754211426,0.4000914692878723,0.14487943053245544,5.115858554840088,-5.45024299621582
22,30.0,0.8045977354049683,0.5517241358757019,0.15299247205257416,0.369914710521698,0.3537690043449402,0.1300984025001526,3.2276360988616943,-5.9493088722229,0.33991992473602295,0.3547707796096802,0.11222585290670395,3.750955820083618,-5.654966831207275,0.3710234761238098,0.40435534715652466,0.14092053472995758,3.185631275177002,-6.29282808303833
23,30.0,0.7816091775894165,0.6206896305084229,0.16065531969070435,0.3699601888656616,0.35121890902519226,0.13028378784656525,4.351789474487305,-5.234227180480957,0.3316570520401001,0.3237583339214325,0.10945948958396912,4.681600093841553,-4.614245414733887,0.3710424304008484,0.3990825414657593,0.1419648826122284,4.426803112030029,-5.304988384246826
24,30.0,0.7126436233520508,0.5977010726928711,0.16250495612621307,0.371077299118042,0.35182586312294006,0.13173125684261322,4.22053861618042,-3.592905282974243,0.350041002035141,0.3064643144607544,0.10978412628173828,4.148263931274414,-4.971264362335205,0.37512892484664917,0.4007827043533325,0.14318758249282837,4.269655704498291,-3.6284680366516113
25,30.0,0.7356321811676025,0.6436781883239746,0.14347997307777405,0.36995604634284973,0.3510596454143524,0.13258598744869232,4.744562149047852,-4.16102933883667,0.3316638171672821,0.31207558512687683,0.11083269864320755,4.162138938903809,-4.887814998626709,0.3710266947746277,0.398977130651474,0.14489777386188507,4.849894046783447,-4.212739944458008
26,30.0,0.7816091775894165,0.6666666269302368,0.14612235128879547,0.3699105978012085,0.3509657680988312,0.13054460287094116,4.299741744995117,-6.546992301940918,0.33711814880371094,0.31360340118408203,0.10957758128643036,4.8725738525390625,-5.4876179695129395,0.37102627754211426,0.3990134000778198,0.1427069455385208,4.3324174880981445,-6.743217468261719
27,30.0,0.7356321811676025,0.48275864124298096,0.14215880632400513,0.3699130415916443,0.35164421796798706,0.13404043018817902,3.147874355316162,-6.692717552185059,0.36066827178001404,0.33155614137649536,0.11242419481277466,2.450448513031006,-7.273679256439209,0.39001694321632385,0.3989996910095215,0.14614041149616241,3.220560312271118,-6.813819408416748
28,30.0,0.6896551847457886,0.4597700834274292,0.14295151829719543,0.3699299693107605,0.35115182399749756,0.13233160972595215,2.4592831134796143,-6.847122669219971,0.3482656180858612,0.34497177600860596,0.11032356321811676,3.447979211807251,-6.023026466369629,0.37103280425071716,0.39934951066970825,0.14310449361801147,2.332575559616089,-7.209221839904785
29,30.0,0.8735631704330444,0.8505746126174927,0.17915180325508118,0.369930624961853,0.3565308749675751,0.12947063148021698,3.530780076980591,-1.8474868535995483,0.38440361618995667,0.3064643144607544,0.10919907689094543,4.095777988433838,-1.4963626861572266,0.3953333795070648,0.3990573287010193,0.13490384817123413,3.502704620361328,-2.1385154724121094
30,40.0,0.7586207389831543,0.4597701132297516,0.1469150334596634,0.42848920822143555,0.36130380630493164,0.1690390408039093,3.9259042739868164,-6.66373872756958,0.39820393919944763,0.3863222599029541,0.12598052620887756,4.520090579986572,-6.326833724975586,0.42607954144477844,0.41527649760246277,0.1509053260087967,2.5813395977020264,-7.061069965362549
31,40.0,0.9425287246704102,0.8275861740112305,0.15114282071590424,0.43425992131233215,0.37608957290649414,0.17159393429756165,6.637309551239014,0.6832730770111084,0.40235161781311035,0.37456512451171875,0.12468121200799942,6.604823589324951,1.381626844406128,0.4301048815250397,0.4298199415206909,0.14976991713047028,6.128503322601318,0.5868015289306641
32,40.0,0.8275861740112305,0.7816092371940613,0.16197650134563446,0.42826560139656067,0.36075645685195923,0.17281807959079742,5.358371734619141,-2.332505702972412,0.37872564792633057,0.3864883780479431,0.1260763704776764,5.166625499725342,-2.2520742416381836,0.4226481020450592,0.4153199791908264,0.14768648147583008,3.8264777660369873,-3.316157341003418
33,40.0,0.8965517282485962,0.8505748510360718,0.18285110592842102,0.4285159111022949,0.38078033924102783,0.16634023189544678,6.047845840454102,-1.1552367210388184,0.3953162431716919,0.37481358647346497,0.12542495131492615,6.036963939666748,-0.4019080102443695,0.422499418258667,0.43086373805999756,0.1504468023777008,5.6376633644104,-1.4200140237808228
34,40.0,0.8505747318267822,0.666666567325592,0.1730743944644928,0.42832258343696594,0.3622927963733673,0.17937703430652618,5.674129486083984,-0.9250079393386841,0.3957807123661041,0.350893497467041,0.12473369389772415,5.68579626083374,-0.40238404273986816,0.4368564188480377,0.4152848720550537,0.15167246758937836,5.238293647766113,-1.8304656744003296
35,40.0,0.8275861740112305,0.7816091179847717,0.1897212266921997,0.4283193051815033,0.36092764139175415,0.17101410031318665,5.661521911621094,-1.7091525793075562,0.37873053550720215,0.3763922452926636,0.12627211213111877,5.716152667999268,-1.0395549535751343,0.4253334403038025,0.415336012840271,0.15161310136318207,5.293087482452393,-1.8725017309188843
36,40.0,0.8045977354049683,0.7356321811676025,0.16858237981796265,0.4335290491580963,0.4010145366191864,0.17413781583309174,5.503137588500977,-3.574829578399658,0.41530951857566833,0.4267701208591461,0.12697988748550415,5.462989807128906,-3.078991651535034,0.49990686774253845,0.4158949553966522,0.1466500163078308,5.709176540374756,-2.4593536853790283
37,40.0,0.8045977354049683,0.7816091775894165,0.17915180325508118,0.4283030927181244,0.3902551829814911,0.1715279221534729,5.856662750244141,-2.2284979820251465,0.388729989528656,0.38751745223999023,0.12479809671640396,5.897272109985352,-1.996778964996338,0.4225206971168518,0.44366997480392456,0.1499430388212204,5.883164882659912,-3.284653663635254
38,40.0,0.8505747318267822,0.5517241358757019,0.156691774725914,0.4283464550971985,0.3941695988178253,0.17129269242286682,5.883663654327393,-1.6222319602966309,0.38403967022895813,0.3943767845630646,0.12493157386779785,5.960258483886719,-1.2975728511810303,0.4226148724555969,0.45108115673065186,0.1499956250190735,6.473908424377441,-2.087996244430542
39,40.0,0.8965517282485962,0.7586207389831543,0.18707886338233948,0.438315212726593,0.36318856477737427,0.17097435891628265,4.900064945220947,2.313399314880371,0.40596339106559753,0.3715401887893677,0.12454693764448166,4.964437484741211,2.865696907043457,0.43276023864746094,0.4152425527572632,0.1496039628982544,6.01503849029541,2.027388095855713
