,controller config,fot safety,fot comfort,fot mean comfort,BC_det best_loss safety,BC_det best_loss comfort,BC_det best_loss mean comfort,BC_det best_eucl safety,BC_det best_eucl comfort,BC_det best_eucl mean comfort,BC_det best_dtw safety,BC_det best_dtw comfort,BC_det best_dtw mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.2150864601135254,0.12740458548069,0.057284217327833176,0.2014998495578766,0.10691884905099869,0.042019810527563095,0.2141939103603363,0.12938259541988373,0.057275693863630295
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.21212568879127502,0.11773255467414856,0.04704599827528,0.20168852806091309,0.1209389865398407,0.04350009188055992,0.2118944227695465,0.11779473721981049,0.047155871987342834
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.21410883963108063,0.1250285506248474,0.058603495359420776,0.2013660967350006,0.12858465313911438,0.04262513294816017,0.21460290253162384,0.12481614947319031,0.0586392842233181
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.23760661482810974,0.13860973715782166,0.05809978023171425,0.2014298141002655,0.11366135627031326,0.04341284930706024,0.23831072449684143,0.13767661154270172,0.058093685656785965
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.21055835485458374,0.10772448778152466,0.04348788782954216,0.20137357711791992,0.1068406030535698,0.04203745350241661,0.2103155553340912,0.10901115834712982,0.04365060478448868
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.2132454812526703,0.12421885132789612,0.04360511898994446,0.20965543389320374,0.11366937309503555,0.04232108220458031,0.21248561143875122,0.12433688342571259,0.043780043721199036
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.23560044169425964,0.11017367243766785,0.04361274093389511,0.20136815309524536,0.10684427618980408,0.04358874633908272,0.23621490597724915,0.10986272990703583,0.04370897635817528
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.22081750631332397,0.14049267768859863,0.04875524714589119,0.20144504308700562,0.11611539870500565,0.042103905230760574,0.19730743765830994,0.13894975185394287,0.04410412162542343
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.23038005828857422,0.13088266551494598,0.044736795127391815,0.2015458047389984,0.10685701668262482,0.041258297860622406,0.23045767843723297,0.13261643052101135,0.04489341378211975
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.21384626626968384,0.14957669377326965,0.05837194249033928,0.2022170126438141,0.1222904846072197,0.04335863143205643,0.2152983844280243,0.14950038492679596,0.04722810164093971
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.4207945168018341,0.19597521424293518,0.09869939088821411,0.37471631169319153,0.23116028308868408,0.08050189912319183,0.42235079407691956,0.20221927762031555,0.09929917007684708
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.4509272873401642,0.19848310947418213,0.096405029296875,0.4036323130130768,0.23119719326496124,0.07858141511678696,0.45137038826942444,0.20514509081840515,0.09701301157474518
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.4207365810871124,0.18249279260635376,0.09747998416423798,0.3746611177921295,0.23119719326496124,0.0805516242980957,0.4223368465900421,0.18828274309635162,0.09795831143856049
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.43416646122932434,0.18527355790138245,0.09700217097997665,0.3746694028377533,0.23119719326496124,0.078713059425354,0.4347793161869049,0.19086813926696777,0.09747270494699478
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.4516043961048126,0.1883649230003357,0.0960327759385109,0.37468263506889343,0.23119719326496124,0.07848141342401505,0.45197823643684387,0.1933552324771881,0.09657219797372818
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.42075780034065247,0.1953122913837433,0.0987943485379219,0.386298269033432,0.25228768587112427,0.08245027810335159,0.42234769463539124,0.20035377144813538,0.09911026060581207
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.45904412865638733,0.200919508934021,0.09833201766014099,0.37467947602272034,0.23119719326496124,0.08240588754415512,0.4587690532207489,0.20078060030937195,0.0988459512591362
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.430629163980484,0.1857646107673645,0.09586368501186371,0.37467947602272034,0.23116028308868408,0.08087504655122757,0.4307657778263092,0.19173695147037506,0.09665089845657349
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.46817395091056824,0.2382437288761139,0.0986778661608696,0.37467947602272034,0.23116028308868408,0.08010071516036987,0.4684739410877228,0.23335164785385132,0.09928043186664581
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.42229095101356506,0.22921845316886902,0.09665577113628387,0.37467947602272034,0.23116028308868408,0.07940701395273209,0.42341122031211853,0.22957205772399902,0.09711653739213943
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.5906771421432495,0.31065502762794495,0.14204522967338562,0.4994204342365265,0.35036641359329224,0.11637769639492035,0.5912386178970337,0.31765520572662354,0.14302505552768707
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.5958735942840576,0.27467769384384155,0.10547302663326263,0.49745848774909973,0.35055428743362427,0.11746999621391296,0.5963356494903564,0.2827616333961487,0.10838176310062408
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.5913835763931274,0.2778068780899048,0.10780639201402664,0.4846109449863434,0.35036641359329224,0.11734778434038162,0.5920019149780273,0.2853890061378479,0.11068695038557053
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5912507772445679,0.2785734236240387,0.10406259447336197,0.4853101074695587,0.35036641359329224,0.11702868342399597,0.5918282270431519,0.2866398096084595,0.1069396436214447
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.5841629505157471,0.3921705484390259,0.1546618938446045,0.4942307770252228,0.35592299699783325,0.1213909313082695,0.5848345756530762,0.38693124055862427,0.15479326248168945
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.6061456203460693,0.31023097038269043,0.1387873739004135,0.4951372444629669,0.3504006266593933,0.11660149693489075,0.6055507659912109,0.31776756048202515,0.14000260829925537
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.6387479305267334,0.32049089670181274,0.1058201864361763,0.4846133291721344,0.35036641359329224,0.11558835953474045,0.6385430097579956,0.32800528407096863,0.10876459628343582
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.5986124277114868,0.3471747636795044,0.1054900586605072,0.4849300682544708,0.35036641359329224,0.12069305032491684,0.5993243455886841,0.35544848442077637,0.10752391815185547
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.6053273677825928,0.3348931670188904,0.10342486202716827,0.4846170246601105,0.35036641359329224,0.11612778156995773,0.5846501588821411,0.4332822859287262,0.1523263156414032
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.5911891460418701,0.36209869384765625,0.10801882296800613,0.49057701230049133,0.35230809450149536,0.11539941281080246,0.5918205976486206,0.3603507876396179,0.11115381121635437
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.7089681625366211,0.5177832245826721,0.14965318143367767,0.566928505897522,0.42442578077316284,0.15061135590076447,0.7081218957901001,0.5282782316207886,0.15185955166816711
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,0.709072470664978,0.5157665014266968,0.15091648697853088,0.5734968185424805,0.4453968405723572,0.1530367136001587,0.7081586122512817,0.5278827548027039,0.15347281098365784
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.7086939811706543,0.526129424571991,0.15573002398014069,0.5653296709060669,0.424422025680542,0.15211348235607147,0.7080914974212646,0.49854713678359985,0.14754906296730042
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.7087538242340088,0.5261973142623901,0.15811803936958313,0.5670477151870728,0.42442578077316284,0.15101443231105804,0.7078636884689331,0.5051411390304565,0.1493098884820938
