,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_loss euclidean,BCxGAIL_det_ppo best_loss dtw,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_eucl euclidean,BCxGAIL_det_ppo best_eucl dtw,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort,BCxGAIL_det_ppo best_dtw euclidean,BCxGAIL_det_ppo best_dtw dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.2577511966228485,0.1250634342432022,0.05460130050778389,1.8313641548156738,-13.70524787902832,0.19372490048408508,0.07706564664840698,0.0036083438899368048,1.5613853931427002,-13.22315788269043,0.23140352964401245,0.1496184766292572,0.05524171516299248,1.44288170337677,-13.560323715209961
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.24136605858802795,0.12187911570072174,0.055582933127880096,1.9567158222198486,-14.004035949707031,0.26907792687416077,0.06661853194236755,0.004489902872592211,1.4007073640823364,-13.787482261657715,0.2272031009197235,0.16410911083221436,0.05701744556427002,2.0953192710876465,-14.045398712158203
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.24757760763168335,0.12172775715589523,0.05092873424291611,2.254059076309204,-13.74438762664795,0.129430890083313,0.13242222368717194,0.0072166877798736095,1.4631268978118896,-13.573758125305176,0.22307062149047852,0.1657327562570572,0.05396386981010437,1.2636902332305908,-13.865220069885254
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.24254575371742249,0.1208706870675087,0.05017128214240074,1.587656021118164,-13.046420097351074,0.1920965313911438,0.08933275938034058,0.00584853021427989,1.9269062280654907,-11.378779411315918,0.22780188918113708,0.1640055626630783,0.05560125783085823,2.0314252376556396,-13.145527839660645
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.23969486355781555,0.12185020744800568,0.053710997104644775,1.8312522172927856,-14.158639907836914,0.2773357927799225,0.10861524939537048,0.0070968857035040855,1.4061405658721924,-14.12450885772705,0.22469037771224976,0.16490745544433594,0.05553456023335457,1.5528037548065186,-14.014348030090332
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.2327336072921753,0.18934516608715057,0.05291372165083885,2.1116414070129395,-12.243300437927246,0.3175860047340393,0.07781341671943665,0.004552939906716347,2.0425500869750977,-10.458761215209961,0.228369802236557,0.21066495776176453,0.06027613580226898,2.325606346130371,-12.395835876464844
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.2350856363773346,0.16498857736587524,0.058248795568943024,1.488105297088623,-13.515872955322266,0.3211281895637512,0.0869712233543396,0.004751249682158232,1.7284172773361206,-12.375091552734375,0.22244207561016083,0.16526159644126892,0.056419603526592255,1.879927635192871,-13.142255783081055
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.24360209703445435,0.12196026742458344,0.055966734886169434,1.6052788496017456,-13.957354545593262,0.2395523190498352,0.08101627230644226,0.0038384844083338976,1.3051812648773193,-14.371750831604004,0.2356642782688141,0.15252169966697693,0.05517153814435005,1.8503724336624146,-13.61274528503418
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.22667467594146729,0.16102012991905212,0.04751840606331825,1.6641424894332886,-13.723260879516602,0.31384778022766113,0.06089054048061371,0.0031359284184873104,1.329357385635376,-14.42729663848877,0.24051117897033691,0.1517760455608368,0.05609878897666931,1.6849249601364136,-13.948173522949219
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.25497451424598694,0.170894056558609,0.052311964333057404,2.155728578567505,-12.808390617370605,0.3183276057243347,0.14872895181179047,0.0072170100174844265,1.8660882711410522,-11.697193145751953,0.23641209304332733,0.17931421101093292,0.05638887733221054,2.1289939880371094,-13.04521656036377
