,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,10214.847541744792,172.93638427348228,223.59425110848736,192.87074608690097,73.54127008726752,
PR,239491.11728799366,27330288.775807347,45071203812.04326,2268343123367.503,5.4009442475376925,
RF,1922.8798086885884,54662628451014.4,497.128254906724,15020516907805.475,94.7797075822086,
BC_det_best_loss,24175.710398153366,2962062235373.3486,2.7619711597517054e+29,1747.384749276979,459199673.22121733,
BC_det_best_eucl,5209.992005033712,2121926.3238847023,7085860.551675433,1734.391058070998,5.201494190066806e+30,
BC_det_best_dtw,4758032538484.294,888365444417.8859,215474670.63304222,5656708122.723049,22706586500546.145,
BC_nondet_best_loss,27.769727513737184,7.776075234237524,13.646188216359231,6.201280198178438,25.348225632841956,
BC_nondet_best_eucl,15.928053619579835,118.21882895894069,2.1100028515036238,5.427761179619086,32.355718026106864,
BC_nondet_best_dtw,23.866381406278688,119.95385951362229,1.9769534843594583,7.05554547371276,22.578405914700674,
GAIL_det_ppo_best_loss,2048725208718.7104,4083698424237.6895,18122714670210.004,36085997815048.1,66260465498540.51,
GAIL_det_ppo_best_eucl,2048725208718.7104,4083698424237.6895,18122714670210.004,36085997815048.1,66260465498540.51,
GAIL_det_ppo_best_dtw,2048725208718.7104,4083698424237.6895,18122714670210.004,36085997815048.1,66260465498540.51,
GAIL_nondet_ppo_best_loss,58.58614503095271,46.80092550970434,26.71239034584496,16.441737299428496,11.991947746882033,
GAIL_nondet_ppo_best_eucl,38480.75541920734,17107.38634355596,78454.07881739455,67652.19941048147,141044.19602204196,
GAIL_nondet_ppo_best_dtw,31886.471755090264,1347.621892910914,2362.211990711764,9945.283645360203,24358.717158683077,
BCxGAIL_det_ppo_best_loss,1815951.0440726706,20420002.852295812,13759.264718332828,38.14181644148852,512.5484378599756,
BCxGAIL_det_ppo_best_eucl,404069.3397800461,201801.68025577278,10042057.56058997,23179328.59344093,5156947242.878531,
BCxGAIL_det_ppo_best_dtw,61708446.67482614,18067375.2748318,1760977.5349265481,31885006.297500204,475367453.50922525,
BCxGAIL_nondet_ppo_best_loss,185.66535673876436,39.488218514046295,10.351852599804893,4.298031689094408,12.100588066380784,
BCxGAIL_nondet_ppo_best_eucl,68.96652375283095,279.14251748890405,1.93754762051814,11.232525966967106,40.40711467649567,
BCxGAIL_nondet_ppo_best_dtw,66.91297585942681,177.64586586839943,1.6476099335002812,9.329453702577883,33.95538687732838,
