,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.21663498878479004,0.10050663352012634,0.054170362651348114,0.10187231004238129,0.012269243597984314,0.0005249364185146987,0.22584661841392517,0.14008870720863342,0.05512669309973717
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.21616560220718384,0.1372673511505127,0.055118050426244736,0.10184567421674728,0.011257201433181763,0.000492603168822825,0.24271807074546814,0.17514637112617493,0.061344437301158905
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.22090904414653778,0.14615346491336823,0.05364970862865448,0.10188097506761551,0.010409772396087646,0.0005426375428214669,0.2259366512298584,0.1429375559091568,0.05597705394029617
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.21539685130119324,0.10407903045415878,0.05224695801734924,0.10183212161064148,0.011884056031703949,0.0006323631387203932,0.22538962960243225,0.12160927057266235,0.055348385125398636
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.2212158739566803,0.15011179447174072,0.05282863602042198,0.1018262654542923,0.012792311608791351,0.0005407631979323924,0.22605672478675842,0.1464865505695343,0.055314283818006516
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.22548650205135345,0.19067341089248657,0.05576609820127487,0.10194201022386551,0.005192078649997711,0.00021587003720924258,0.23102664947509766,0.19129952788352966,0.05872213467955589
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.21454563736915588,0.11805746704339981,0.0536026805639267,0.10193458199501038,0.013725154101848602,0.0004565636918414384,0.23867827653884888,0.16703374683856964,0.059196505695581436
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.2196902334690094,0.12098394334316254,0.05339841544628143,0.10440603643655777,0.023456037044525146,0.0008713027345947921,0.23934495449066162,0.14742708206176758,0.05857762321829796
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.22229251265525818,0.12032927572727203,0.05364155396819115,0.10183289647102356,0.017522387206554413,0.0009063915349543095,0.22779858112335205,0.13554444909095764,0.05669648200273514
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.22612586617469788,0.10357391089200974,0.053211674094200134,0.10480252653360367,0.014413617551326752,0.000739877694286406,0.2260672152042389,0.14474570751190186,0.054756712168455124
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.44862231612205505,0.28373396396636963,0.09184548258781433,0.11427773535251617,0.040017589926719666,0.0011681244941428304,0.4494229853153229,0.3240385353565216,0.09838097542524338
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.45798566937446594,0.29840409755706787,0.09161440283060074,0.1142018511891365,0.07848552614450455,0.002726494101807475,0.4580158293247223,0.33631759881973267,0.09861546754837036
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.448682576417923,0.28376421332359314,0.09154383093118668,0.11415006965398788,0.033856287598609924,0.0010809419909492135,0.44948211312294006,0.32394322752952576,0.09855903685092926
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.4763355553150177,0.29023149609565735,0.08943783491849899,0.11419454216957092,0.07027217745780945,0.002488895785063505,0.47941336035728455,0.3290281295776367,0.09645481407642365
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.47795358300209045,0.2905700206756592,0.08980008214712143,0.11417404562234879,0.06757994741201401,0.0023338363971561193,0.48106279969215393,0.3299058973789215,0.09695364534854889
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.44868436455726624,0.2837908864021301,0.0910373330116272,0.11406637728214264,0.012098532170057297,0.0005199532606638968,0.4495319426059723,0.32395341992378235,0.09716613590717316
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.4491473138332367,0.28410834074020386,0.09275361895561218,0.11436514556407928,0.018709614872932434,0.0009664249373599887,0.4546037018299103,0.3344363272190094,0.09811940789222717
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.44862231612205505,0.28373396396636963,0.08976192772388458,0.1142607107758522,0.031028512865304947,0.0009883635211735964,0.4494342505931854,0.3239164650440216,0.09753594547510147
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.4948650896549225,0.2932617664337158,0.09154581278562546,0.11790420860052109,0.048219233751297,0.0028156873304396868,0.4959671199321747,0.33116260170936584,0.09935207664966583
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.44863584637641907,0.28376421332359314,0.09502127021551132,0.11421709507703781,0.014673963189125061,0.0008002272807061672,0.44942352175712585,0.324329137802124,0.09785261005163193
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.6300318241119385,0.42936620116233826,0.12751875817775726,0.11900213360786438,0.01591542735695839,0.00043657052447088063,0.6040740013122559,0.49689650535583496,0.13264217972755432
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.642641544342041,0.42386889457702637,0.1198924258351326,0.1210339218378067,0.08445633947849274,0.004256365355104208,0.6418708562850952,0.4822044372558594,0.1305987536907196
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.6493003368377686,0.42967545986175537,0.12031976133584976,0.11913752555847168,0.05381128191947937,0.0025532974395900965,0.6479989290237427,0.48946812748908997,0.131325826048851
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.6070564985275269,0.43844321370124817,0.12106529623270035,0.11899462342262268,0.03936692327260971,0.0011675107525661588,0.6104868650436401,0.4993726909160614,0.137546107172966
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.6069375276565552,0.4192085266113281,0.11683803796768188,0.11898781359195709,0.014190614223480225,0.0006258629146032035,0.6099478006362915,0.4926658570766449,0.13226819038391113
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.6300640106201172,0.42865538597106934,0.12685470283031464,0.1189744621515274,0.0073809027671813965,0.0003625592216849327,0.6040740013122559,0.4947810769081116,0.13194985687732697
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.6214770078659058,0.4264581799507141,0.1214313730597496,0.1189664825797081,0.014584235846996307,0.0006775945657864213,0.6168898344039917,0.49278688430786133,0.13125355541706085
