,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort,Random euclidean,Random dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,1.1658421754837036,6.924515247344971,2.2198848724365234,6.312514781951904,20.966686248779297
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,1.1609610319137573,6.78227424621582,2.4095635414123535,5.933198928833008,19.11516571044922
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,1.1558103561401367,6.2863030433654785,2.236232042312622,6.033613681793213,15.074651718139648
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,1.1636594533920288,6.512002468109131,1.9281233549118042,6.0082550048828125,16.749147415161133
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,1.165029525756836,6.500459671020508,2.115640163421631,5.865192413330078,16.07256507873535
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,1.1472700834274292,5.516264915466309,1.988405466079712,5.671998023986816,13.136883735656738
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,1.1599780321121216,6.194993019104004,1.9758479595184326,5.97332239151001,17.66221046447754
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,1.1481547355651855,5.1703081130981445,1.9434221982955933,5.654763698577881,15.74809741973877
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,1.1551464796066284,5.790676116943359,2.222698926925659,5.62102746963501,16.916444778442383
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,1.1541986465454102,5.132004737854004,1.6981993913650513,5.288929462432861,8.374253273010254
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,1.1675447225570679,6.146843910217285,2.2772955894470215,6.996400833129883,16.50848388671875
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,1.1637035608291626,5.86735725402832,2.224067211151123,6.607631683349609,16.257211685180664
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,1.1461714506149292,6.271177291870117,2.0732815265655518,7.013633728027344,15.646058082580566
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,1.1442166566848755,6.194679260253906,2.4392216205596924,6.909178733825684,16.987316131591797
