,controller config,fot safety,fot comfort,fot mean comfort,BC_nondet best_loss safety,BC_nondet best_loss comfort,BC_nondet best_loss mean comfort,BC_nondet best_loss euclidean,BC_nondet best_loss dtw,BC_nondet best_eucl safety,BC_nondet best_eucl comfort,BC_nondet best_eucl mean comfort,BC_nondet best_eucl euclidean,BC_nondet best_eucl dtw,BC_nondet best_dtw safety,BC_nondet best_dtw comfort,BC_nondet best_dtw mean comfort,BC_nondet best_dtw euclidean,BC_nondet best_dtw dtw
0,0.6000000238418579,0.1944562792778015,0.03411519527435303,0.005816352088004351,0.1891983151435852,0.06896758079528809,0.01706703193485737,0.20203836262226105,-33.922874450683594,0.19412249326705933,0.07527130842208862,0.015090355649590492,0.16968022286891937,-33.93946075439453,0.20442533493041992,0.04709345102310181,0.014878721907734871,0.6427373290061951,-33.5788459777832
1,0.6000000238418579,0.19189763069152832,0.238805890083313,0.009619342163205147,0.19264507293701172,0.09447306394577026,0.014790725894272327,0.2406347095966339,-33.90528106689453,0.1898251175880432,0.08631652593612671,0.017018286511301994,0.27560046315193176,-33.88706970214844,0.2046300768852234,0.05205070972442627,0.015309203416109085,0.44816142320632935,-33.761070251464844
2,0.6000000238418579,0.1944562792778015,0.07249462604522705,0.0073030567727983,0.1915610432624817,0.06560862064361572,0.0154339000582695,0.24329502880573273,-33.917293548583984,0.1907510757446289,0.05822119116783142,0.015879245474934578,0.3203001916408539,-33.87903594970703,0.2050800323486328,0.09313416481018066,0.01789117604494095,0.481244832277298,-33.724853515625
3,0.6000000238418579,0.1944562792778015,0.04861420392990112,0.006058696657419205,0.18463516235351562,0.05577373504638672,0.012823301367461681,0.21052397787570953,-33.9228515625,0.18972820043563843,0.08674198389053345,0.014967250637710094,0.1942191869020462,-33.93439865112305,0.2032451629638672,0.06575369834899902,0.017353611066937447,0.42487603425979614,-33.80511474609375
4,0.6000000238418579,0.1953091025352478,0.05970144271850586,0.007153934333473444,0.18748950958251953,0.04768398404121399,0.01502122450619936,0.2550744116306305,-33.914859771728516,0.18562644720077515,0.09758657217025757,0.012667990289628506,0.2052149772644043,-33.922142028808594,0.20233362913131714,0.07055103778839111,0.01814434304833412,0.4659087657928467,-33.74853515625
5,0.6000000238418579,0.19872063398361206,0.43837952613830566,0.01086837612092495,0.18986964225769043,0.044103026390075684,0.012892881408333778,0.42840367555618286,-33.724632263183594,0.18745118379592896,0.055133044719696045,0.013050766661763191,0.4191886782646179,-33.72451400756836,0.19679927825927734,0.06562936305999756,0.01953054592013359,0.6668835282325745,-33.45549392700195
6,0.6000000238418579,0.19360339641571045,0.10405111312866211,0.008272461593151093,0.18994742631912231,0.05199241638183594,0.013273161835968494,0.23949551582336426,-33.92576217651367,0.19682294130325317,0.04544341564178467,0.011560686863958836,0.17121177911758423,-33.94666290283203,0.2004610300064087,0.05361384153366089,0.015308945439755917,0.506426215171814,-33.72309112548828
7,0.6000000238418579,0.1944562792778015,0.035820841789245605,0.005406225565820932,0.19035249948501587,0.08664816617965698,0.018785255029797554,0.1455627828836441,-33.95542907714844,0.19659894704818726,0.05042034387588501,0.013744434341788292,0.209525004029274,-33.937767028808594,0.19932764768600464,0.08141380548477173,0.01944989338517189,0.4409184455871582,-33.775699615478516
8,0.6000000238418579,0.1944562792778015,0.1253732442855835,0.006580682937055826,0.19100123643875122,0.06007581949234009,0.015084465965628624,0.1541632115840912,-33.95024871826172,0.1905890703201294,0.06086689233779907,0.012926194816827774,0.1690487116575241,-33.94615173339844,0.20338016748428345,0.0906328558921814,0.0171308945864439,0.46553942561149597,-33.76865768432617
9,0.6000000238418579,0.1944562792778015,0.07249480485916138,0.006081999745219946,0.1894051432609558,0.06985282897949219,0.015739383175969124,0.19319380819797516,-33.93629455566406,0.18796229362487793,0.05815410614013672,0.01394426729530096,0.15814843773841858,-33.94850540161133,0.2063995599746704,0.07343903183937073,0.016880379989743233,0.481870174407959,-33.735050201416016
10,0.8999999761581421,0.13049036264419556,0.036673784255981445,0.0040127309039235115,0.11169493198394775,0.06307739019393921,0.01701970212161541,0.15402913093566895,-33.92029571533203,0.10790455341339111,0.11482429504394531,0.017822658643126488,0.3108254671096802,-33.879844665527344,0.09190189838409424,0.07950913906097412,0.02392129972577095,0.2716534435749054,-33.849769592285156
11,0.8999999761581421,0.12366735935211182,0.0281449556350708,0.004930850584059954,0.11409574747085571,0.07562381029129028,0.01923905499279499,0.22043299674987793,-33.911521911621094,0.10131561756134033,0.08372080326080322,0.020272936671972275,0.24599069356918335,-33.88810729980469,0.09861880540847778,0.11183100938796997,0.024949198588728905,0.25793731212615967,-33.86471176147461
12,0.8999999761581421,0.1270788311958313,0.04008519649505615,0.0044042086228728294,0.10815668106079102,0.06482607126235962,0.01465742290019989,0.29576489329338074,-33.8791618347168,0.11847233772277832,0.16777843236923218,0.019245415925979614,0.16536562144756317,-33.91712188720703,0.09950923919677734,0.08183228969573975,0.02408004179596901,0.25587984919548035,-33.86585998535156
