,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort,Random euclidean,Random dtw
0,0.6000000238418579,0.1944562792778015,0.07846486568450928,0.009265143424272537,0.007814109325408936,6.2745361328125,2.11187744140625,12.559579849243164,91.65789794921875
1,0.6000000238418579,0.19360339641571045,0.05799585580825806,0.007233165670186281,0.03139752149581909,5.571561336517334,1.7871229648590088,12.753326416015625,86.30329132080078
2,0.6000000238418579,0.19104474782943726,0.05714285373687744,0.006673888303339481,0.023855209350585938,7.016315460205078,1.9575735330581665,13.07279109954834,101.14932250976562
3,0.6000000238418579,0.187633216381073,0.12281453609466553,0.009358352050185204,0.010798394680023193,5.715141773223877,2.0174524784088135,12.817126274108887,93.70535278320312
4,0.6000000238418579,0.19360339641571045,0.08955228328704834,0.007857662625610828,0.014661192893981934,6.95452880859375,1.9145654439926147,13.165273666381836,102.46759033203125
5,0.6000000238418579,0.1944562792778015,0.05799579620361328,0.006375616416335106,0.01443713903427124,7.14961051940918,1.9725251197814941,13.039631843566895,102.07977294921875
6,0.6000000238418579,0.1944562792778015,0.06993603706359863,0.006804380100220442,0.027657389640808105,6.315150260925293,1.8943674564361572,12.928924560546875,102.23451232910156
7,0.6000000238418579,0.1944562792778015,0.051172614097595215,0.007321696728467941,0.010442256927490234,5.980600357055664,1.9703501462936401,12.762825965881348,88.55018615722656
8,0.6000000238418579,0.19360339641571045,0.14243054389953613,0.010542132891714573,0.007193803787231445,6.250889301300049,1.9404585361480713,12.78437614440918,91.49697875976562
9,0.6000000238418579,0.19360339641571045,0.04179108142852783,0.007289074826985598,0.006136178970336914,5.823356628417969,2.1478450298309326,13.877822875976562,108.12272644042969
10,0.8999999761581421,0.11428564786911011,0.08614075183868408,0.0114882318302989,0.004645049571990967,6.67830228805542,2.03568959236145,13.738059043884277,106.45447540283203
11,0.8999999761581421,0.11428564786911011,0.049466848373413086,0.008114000782370567,0.004645287990570068,6.284244537353516,2.0521626472473145,13.583650588989258,94.65145874023438
12,0.8999999761581421,0.11769717931747437,0.17569303512573242,0.01288172509521246,0.009367585182189941,6.176059722900391,2.0463314056396484,13.676279067993164,90.68968963623047
13,0.8999999761581421,0.11769717931747437,0.11599141359329224,0.010434948839247227,0.011765599250793457,6.7779693603515625,1.9131989479064941,12.880378723144531,86.95339965820312
14,0.8999999761581421,0.11428564786911011,0.14328348636627197,0.010896323248744011,0.011059284210205078,5.721478462219238,2.0381686687469482,12.056256294250488,71.9448013305664
15,0.8999999761581421,0.1194029450416565,0.08187621831893921,0.012126724235713482,0.031212031841278076,6.01671028137207,2.104426383972168,13.939488410949707,99.29920196533203
16,0.8999999761581421,0.11769717931747437,0.09637516736984253,0.010952265001833439,0.012700796127319336,6.733414649963379,2.2712788581848145,13.410287857055664,95.34446716308594
17,0.8999999761581421,0.11599141359329224,0.04264390468597412,0.00753609137609601,0.012315988540649414,6.006747722625732,1.8930352926254272,13.986261367797852,107.12867736816406
18,0.8999999761581421,0.1194029450416565,0.05799555778503418,0.008514809422194958,0.0076749324798583984,5.943879127502441,2.274639844894409,13.456840515136719,93.19055938720703
19,0.8999999761581421,0.1194029450416565,0.06993609666824341,0.008468200452625751,0.005755305290222168,7.744633197784424,2.3283884525299072,13.261655807495117,92.9115219116211
20,1.2000000476837158,0.08784645795822144,0.1125798225402832,0.008855022490024567,0.010469794273376465,5.703990936279297,2.022549629211426,13.540384292602539,89.18536376953125
21,1.2000000476837158,0.08272916078567505,0.10319828987121582,0.008016122505068779,0.013048768043518066,6.7632951736450195,2.120680093765259,13.584687232971191,92.85096740722656
22,1.2000000476837158,0.08784645795822144,0.0605543851852417,0.008020780980587006,0.02101534605026245,5.83159065246582,1.8675743341445923,14.45970344543457,105.49181365966797
23,1.2000000476837158,0.0886993408203125,0.07334762811660767,0.0076013365760445595,0.055251479148864746,5.623552322387695,2.016737461090088,14.806517601013184,116.20390319824219
24,1.2000000476837158,0.09211081266403198,0.06823033094406128,0.0063709598034620285,0.0053727030754089355,6.091454029083252,2.272958278656006,14.041072845458984,94.22550201416016
25,1.2000000476837158,0.0886993408203125,0.10234540700912476,0.010029486380517483,0.019967079162597656,5.915209770202637,2.123511552810669,14.192480087280273,98.07415008544922
26,1.2000000476837158,0.08784645795822144,0.12025588750839233,0.009106690064072609,0.007450759410858154,6.086253643035889,2.06900691986084,13.570435523986816,87.21835327148438
27,1.2000000476837158,0.08784645795822144,0.5330490469932556,0.016922418028116226,0.0048558712005615234,7.290256500244141,2.4703474044799805,14.17708683013916,101.83598327636719
28,1.2000000476837158,0.09211081266403198,2.9543709754943848,0.03997810557484627,0.009588778018951416,6.156804084777832,2.126861333847046,14.134737014770508,72.29592895507812
