,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_loss euclidean,BCxGAIL_det_ppo best_loss dtw,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_eucl euclidean,BCxGAIL_det_ppo best_eucl dtw,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort,BCxGAIL_det_ppo best_dtw euclidean,BCxGAIL_det_ppo best_dtw dtw
0,10.0,0.6206896305084229,0.7356321811676025,0.11784913390874863,0.28075867891311646,0.15428078174591064,0.05823265761137009,2.4196057319641113,-12.457372665405273,0.2968178391456604,0.19972021877765656,0.05617641657590866,2.3395276069641113,-12.144706726074219,0.30537793040275574,0.2040233165025711,0.05384578928351402,1.9668558835983276,-12.628118515014648
1,10.0,0.3678160607814789,0.36781612038612366,0.1329105645418167,0.26517724990844727,0.15824268758296967,0.06363771855831146,2.3432106971740723,-13.235140800476074,0.24737568199634552,0.15005658566951752,0.05352024734020233,1.8343874216079712,-13.335926055908203,0.26787450909614563,0.14229150116443634,0.051673367619514465,2.1129095554351807,-13.548179626464844
2,10.0,0.3678160607814789,0.436781644821167,0.10120226442813873,0.23814639449119568,0.15450379252433777,0.059872955083847046,1.8202577829360962,-13.66789722442627,0.2128724455833435,0.1472473442554474,0.052003148943185806,1.551788330078125,-13.442012786865234,0.20219428837299347,0.12963458895683289,0.05095283314585686,1.9762927293777466,-13.578469276428223
3,10.0,0.4367816150188446,0.39080458879470825,0.12049148976802826,0.2569062411785126,0.15380938351154327,0.06036624684929848,2.0490152835845947,-12.990486145019531,0.24332571029663086,0.14910006523132324,0.05241486057639122,1.868652582168579,-12.977917671203613,0.24006277322769165,0.13242724537849426,0.05037778988480568,1.6421128511428833,-13.088475227355957
4,10.0,0.7126436233520508,0.7586206197738647,0.12762585282325745,0.3280944526195526,0.19896285235881805,0.0656408965587616,1.6353529691696167,-12.59321403503418,0.3379427492618561,0.20007948577404022,0.05921916291117668,1.5091654062271118,-12.522305488586426,0.34146761894226074,0.22228315472602844,0.06039196252822876,1.8398947715759277,-12.536128997802734
5,10.0,0.3448275923728943,0.32183903455734253,0.11784911900758743,0.2736644744873047,0.1964094638824463,0.06313905864953995,1.3530815839767456,-13.811921119689941,0.25991299748420715,0.1993718147277832,0.05437971651554108,1.3524305820465088,-13.769402503967285,0.23782533407211304,0.12976086139678955,0.050968267023563385,1.5286279916763306,-13.882354736328125
6,10.0,0.2298850417137146,0.27586206793785095,0.08032765984535217,0.27902400493621826,0.15798041224479675,0.06262227892875671,1.0401456356048584,-14.106659889221191,0.282397985458374,0.1493457555770874,0.05359194800257683,1.4270448684692383,-14.032106399536133,0.27339422702789307,0.18937507271766663,0.05622789263725281,1.2317814826965332,-14.208888053894043
7,10.0,0.3218390941619873,0.2988505959510803,0.09274673461914062,0.23534074425697327,0.15415774285793304,0.06178995594382286,1.5907440185546875,-14.022621154785156,0.21224746108055115,0.14891421794891357,0.05333040654659271,1.8395473957061768,-13.450844764709473,0.2230738252401352,0.12951648235321045,0.05337434634566307,1.9934176206588745,-13.715734481811523
8,10.0,0.2988505959510803,0.6666666269302368,0.12551195919513702,0.2703171670436859,0.18876484036445618,0.06111493706703186,1.947115421295166,-13.50663948059082,0.2646452784538269,0.1632096767425537,0.055022552609443665,1.9870375394821167,-13.49526596069336,0.26688462495803833,0.15901200473308563,0.05463360249996185,1.652759075164795,-13.485557556152344
9,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.23480993509292603,0.15784940123558044,0.06081834435462952,2.2221901416778564,-13.862168312072754,0.1596081554889679,0.1466326117515564,0.05224015936255455,1.5843404531478882,-13.71878433227539,0.20069676637649536,0.12875109910964966,0.05003306642174721,1.9741381406784058,-14.01247787475586
