,controller config,fot safety,fot comfort,fot mean comfort,PR safety,PR comfort,PR mean comfort,PR euclidean,PR dtw
0,0.6000000238418579,0.1944562792778015,0.03411519527435303,0.005816352088004351,0.19715942226564698,0.010597839816938404,0.00030212116686144066,0.16427912395959884,-33.94633645051446
1,0.6000000238418579,0.19189763069152832,0.238805890083313,0.009619342163205147,0.1971667387816658,0.00821217636524807,0.0001946390132433261,0.22942244547397253,-33.91517064723626
2,0.6000000238418579,0.1944562792778015,0.07249462604522705,0.0073030567727983,0.19717697618351826,0.008474036010909458,0.00020558791803104774,0.19403518818982435,-33.93174850503313
3,0.6000000238418579,0.1944562792778015,0.04861420392990112,0.006058696657419205,0.1971651149577176,0.0119388255207582,0.00036501376317124107,0.1957205560001247,-33.93762504229334
4,0.6000000238418579,0.1953091025352478,0.05970144271850586,0.007153934333473444,0.1971913328109074,0.00953750987051194,0.000223331902136324,0.16355456090115394,-33.94930683810321
5,0.6000000238418579,0.19872063398361206,0.43837952613830566,0.01086837612092495,0.19717222006101087,0.013685028164104551,0.00022982332165444804,0.43744273515547194,-33.72169959732505
6,0.6000000238418579,0.19360339641571045,0.10405111312866211,0.008272461593151093,0.1971576580163421,0.004230490746692794,0.00011349826018616615,0.17781255656241868,-33.94993232808102
7,0.6000000238418579,0.1944562792778015,0.035820841789245605,0.005406225565820932,0.19715894816152035,0.021137370996598293,0.0005420876335547055,0.13015393988213877,-33.96282930288961
8,0.6000000238418579,0.1944562792778015,0.1253732442855835,0.006580682937055826,0.19715986331020963,0.012589681899669358,0.00026392541234313384,0.14353115396303703,-33.960431313514
9,0.6000000238418579,0.1944562792778015,0.07249480485916138,0.006081999745219946,0.19716664913658155,0.006327284407348088,0.0001547973144619878,0.15875063736581727,-33.95670494847232
10,0.8999999761581421,0.13049036264419556,0.036673784255981445,0.0040127309039235115,0.13911920498843733,0.007935063823055089,0.0001590977465453237,0.10352746689828911,-33.94312426964081
11,0.8999999761581421,0.12366735935211182,0.0281449556350708,0.004930850584059954,0.13911922633217477,0.00390732618416223,9.003641753007222e-05,0.10126539864875708,-33.94508516409654
12,0.8999999761581421,0.1270788311958313,0.04008519649505615,0.0044042086228728294,0.1391192096869438,0.0018283228735640478,3.792640090670725e-05,0.11362210199820075,-33.94200340670728
13,0.8999999761581421,0.12622594833374023,0.05202561616897583,0.005783728323876858,0.1391192107230288,0.004276151556467767,0.0001252598072650859,0.11960908491138578,-33.93743007287169
14,0.8999999761581421,0.12622594833374023,0.0400853157043457,0.004133899696171284,0.13911923230778234,0.0033790665606261427,6.612489421867707e-05,0.09278077222435754,-33.94633528618598
15,0.8999999761581421,0.1270788311958313,0.04264390468597412,0.0059282113797962666,0.1391192894164326,0.0071830077593233455,0.00016900748849774986,0.12182772993107513,-33.9373735621087
16,0.8999999761581421,0.1270788311958313,0.042643845081329346,0.004213128238916397,0.13911920097591723,0.0027447205700070754,7.059241796988352e-05,0.11161705589345007,-33.94049518273617
17,0.8999999761581421,0.1270788311958313,0.025586247444152832,0.004870268516242504,0.13911922337813598,0.007241447910075749,0.0001389230819482502,0.10385804942438959,-33.94285982622335
18,0.8999999761581421,0.12622594833374023,0.04605555534362793,0.0058816056698560715,0.13911923991905928,0.0031233883076424718,8.17268642826369e-05,0.13655218436751645,-33.93510536621906
19,0.8999999761581421,0.1270788311958313,0.045202553272247314,0.005415549501776695,0.13911917152306819,0.10739488360351856,0.003991432405538722,0.45738961805329154,-33.8106563627999
20,1.2000000476837158,0.08784645795822144,0.04179114103317261,0.00589557783678174,0.1047998486173376,0.0022281858267660937,4.6060040648740765e-05,0.09475616751690898,-33.93429891590886
21,1.2000000476837158,0.08699357509613037,0.045202553272247314,0.007256471086293459,0.10479985097423627,0.0025990574349066264,9.02025908412588e-05,0.10630239751383763,-33.92784243675637
22,1.2000000476837158,0.08784645795822144,0.06567150354385376,0.0059049008414149284,0.104799848661846,0.0044290662349055765,8.581381903635469e-05,0.07476107396701996,-33.93346229031221
23,1.2000000476837158,0.08784645795822144,0.03923243284225464,0.006911577191203833,0.10479985015546367,0.003803804266738098,8.095915051345633e-05,0.15739280034902348,-33.92177551602696
24,1.2000000476837158,0.08784645795822144,0.04776114225387573,0.006310371682047844,0.10479985088709531,0.004101905569825703,0.00010483222840999498,0.11467804561835093,-33.9326235356251
25,1.2000000476837158,0.08784645795822144,0.03070366382598877,0.0045113954693078995,0.10479985132842762,0.001945916539710879,4.072062885894868e-05,0.11514458949262472,-33.93460050290035
26,1.2000000476837158,0.08784645795822144,0.04690825939178467,0.007806398440152407,0.1047998503487313,0.0026589518631965348,6.826587970426597e-05,0.10727577304360048,-33.925375928373526
27,1.2000000476837158,0.08784645795822144,0.049466848373413086,0.007172567304223776,0.1047998538450563,0.0032591138306941048,8.370987443059363e-05,0.19183540231848184,-33.91851665505417
28,1.2000000476837158,0.08784645795822144,0.03667372465133667,0.005639245267957449,0.10479985345624732,0.008625941249221114,0.00017481649085132885,0.16126436958185994,-33.92394832450375
29,1.2000000476837158,0.08784645795822144,0.03923243284225464,0.00768523383885622,0.10479985288002558,0.004044386696477886,8.029718901742918e-05,0.11325703751793448,-33.929171426554575
30,1.5,0.043496787548065186,0.1006397008895874,0.012863091193139553,0.08337310340430326,0.006051946995967228,0.00013270019849746635,0.2744144699705348,-33.84174442029724
31,1.5,0.04179102182388306,0.1211087703704834,0.009358357638120651,0.0833731067664778,0.004341324159483406,0.00012305933503053493,0.275116357908271,-33.860602356356765
32,1.5,0.04179102182388306,0.07675904035568237,0.008183887228369713,0.083373102058649,0.0028403867780184555,5.8958571235397445e-05,0.26915440895382425,-33.85714949125858
33,1.5,0.04179102182388306,0.08187633752822876,0.01184708159416914,0.08337310321660629,0.006054415739839669,8.93656391643335e-05,0.2142488218172865,-33.870205230286594
34,1.5,0.04008525609970093,0.09552240371704102,0.014410378411412239,0.08337310813225463,0.04718075655837595,0.0008316341709431573,0.2312127943852639,-33.84431580008825
35,1.5,0.03667372465133667,0.12281441688537598,0.010570099577307701,0.08337310373814466,0.0025531951683319676,6.463164979667232e-05,0.20589626038966985,-33.865602142611976
36,1.5,0.043496787548065186,0.10405117273330688,0.010332413949072361,0.08337310192347536,0.0027553764952017445,6.178629141405431e-05,0.19351106142154426,-33.87777492519998
37,1.5,0.0486140251159668,0.10490399599075317,0.010984886437654495,0.08337310830483124,0.0014901797612196788,3.992350358592008e-05,0.23980915758852106,-33.854912656792905
38,1.5,0.04179102182388306,0.07675915956497192,0.010863717645406723,0.08337309995862574,0.0014148632223509594,3.441961784977727e-05,0.24094339170300902,-33.866767615349374
39,1.5,0.04008525609970093,0.07761186361312866,0.01111072488129139,0.08337310509772555,0.0038065732176733036,7.270634291202704e-05,0.23758342746074412,-33.87075043841901
40,1.7999999523162842,0.02985072135925293,0.11002129316329956,0.018036283552646637,0.0690013995791694,0.006316081187492273,0.00015510720280829637,0.24528346659092468,-33.82721513888952
41,1.7999999523162842,0.0281449556350708,0.1228145956993103,0.02059491164982319,0.06900140424709411,0.011159021115219048,0.00028607689708485146,0.35904657193240314,-33.78401341451985
42,1.7999999523162842,0.03667372465133667,0.11599153280258179,0.017924437299370766,0.06900140015971123,0.008872242034442479,0.00015325634649879374,0.3083331268705702,-33.82946685909247
43,1.7999999523162842,0.03496795892715454,0.11428570747375488,0.013217284344136715,0.06900140522957576,0.004124394935004716,9.879175104878329e-05,0.24264202319161968,-33.84874534447098
44,1.7999999523162842,0.024733424186706543,0.14840078353881836,0.016111472621560097,0.06900140595052084,0.0051234574061425064,0.00012106848404574108,0.23828693227829928,-33.833769496462416
45,1.7999999523162842,0.02388054132461548,0.1006397008895874,0.015873784199357033,0.06900140216190698,0.0038032720861878033,0.0001295398924848083,0.25556095212983027,-33.824668644902296
46,1.7999999523162842,0.03155648708343506,0.10405111312866211,0.014163374900817871,0.06900140372356622,0.002811979535778164,8.982247370259009e-05,0.25921868486287,-33.83084791823961
47,1.7999999523162842,0.04008525609970093,0.11428570747375488,0.015892434865236282,0.06900140550083256,0.005899476041292928,0.00014647035974129922,0.22597399713420857,-33.84651198448924
48,1.7999999523162842,0.03496795892715454,0.13987207412719727,0.014885763637721539,0.06900140376619879,0.0028094559177418432,6.196257045447793e-05,0.20097068407863572,-33.86498950700037
49,1.7999999523162842,0.04179102182388306,0.11172705888748169,0.01459214836359024,0.06900139859958676,0.012078373896130756,0.00021773074656011526,0.24497315435627973,-33.84904443583334
