,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.31086647510528564,0.23208776116371155,0.07523708790540695,0.1350838840007782,0.029439285397529602,0.001051093451678753,0.26041465997695923,0.2278779298067093,0.07985440641641617
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.3224879205226898,0.23693451285362244,0.07720137387514114,0.11476001143455505,0.06512223184108734,0.001625108765438199,0.2761305570602417,0.23008903861045837,0.08307991921901703
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.310721755027771,0.23204755783081055,0.07532890886068344,0.14640048146247864,0.03603282570838928,0.0012406646274030209,0.2600839138031006,0.227862149477005,0.07992825657129288
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.3111090660095215,0.2320382297039032,0.07750459015369415,0.15855726599693298,0.07026594877243042,0.0016860096948221326,0.26004353165626526,0.2277672439813614,0.08258728682994843
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.31074512004852295,0.23198099434375763,0.07745927572250366,0.15640923380851746,0.03348590433597565,0.001179712824523449,0.2601722180843353,0.22795623540878296,0.08295362442731857
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.3117632269859314,0.232720285654068,0.07739704102277756,0.15702104568481445,0.07454928755760193,0.003373905085027218,0.26144173741340637,0.2281072437763214,0.08296053111553192
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.3107401430606842,0.2342817336320877,0.0780889242887497,0.11850970983505249,0.0928272008895874,0.0042067160829901695,0.26324859261512756,0.22830969095230103,0.08082866668701172
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.31079578399658203,0.23601999878883362,0.07407396286725998,0.13934457302093506,0.03137008845806122,0.0017080894904211164,0.26271480321884155,0.22861924767494202,0.0805797427892685
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.31072086095809937,0.23203995823860168,0.07607618719339371,0.16441160440444946,0.066038116812706,0.002565188566222787,0.26281940937042236,0.2281288504600525,0.07487168163061142
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.31196826696395874,0.23301473259925842,0.07469940930604935,0.14758867025375366,0.03034891188144684,0.0012972482945770025,0.2613475024700165,0.22863095998764038,0.07938075065612793
