,controller config,fot safety,fot comfort,fot mean comfort,PR safety,PR comfort,PR mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.17849332829957523,0.05278867056658115,0.014876060395351871
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.26581457898047817,0.05298545541673777,0.015205470953049926
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.16949504188757125,0.05814029598261489,0.015211981720068636
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.26781343081229125,0.06228093645933491,0.015764759625831817
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.1871596480368719,0.05705240335501921,0.015497762350994562
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.16406096024189043,0.05753715871139273,0.015134275809450051
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.28286876395806454,0.10827812854397026,0.0165750557188911
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.32371811323768296,0.06045571476816575,0.016580686823454593
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.20107784736184786,0.06778172856066983,0.015892211856794042
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.19272341567363027,0.059662656063639574,0.01487818752878167
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.3551269307878613,0.13707019505030277,0.0314173971073777
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.4313463442034926,0.20110303350856318,0.0348925059339816
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.539465582777436,0.12059001393918756,0.03315334480090968
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.3692856483171363,0.1255787320690549,0.03267934470319067
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.4136950618886214,0.18270237822854973,0.033588660129231354
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.36993338715559126,0.1145790320810195,0.03333492762670601
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.3547982189869485,0.12042285456783558,0.03298165747996936
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.3543543182583606,0.11426582083510112,0.032694133259148064
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.5685747246132752,0.14708531649443896,0.03585741854301495
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.35286915709033395,0.12293617226225773,0.031763707623984755
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.5479969103515334,0.18825371470057847,0.05336872902340733
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.7067957736675691,0.3314618143863982,0.0567394727372666
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.5464143064830742,0.1993713281737376,0.055945651815535916
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5742037497133599,0.22196435397951664,0.05588797480625504
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.5495724282507244,0.2360374668513583,0.05349693025180706
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.5445956994146204,0.19119070216869516,0.05327652028705939
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.676509515346511,0.26108558878085963,0.063745114727617
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.6068656831333799,0.19449901999050134,0.05344464768607409
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.5985521751530969,0.24630466199465406,0.05958375834566686
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.5504017240206316,0.2589425598053719,0.05331040416410016
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.7339739987518341,0.36063113129915836,0.08630454717069115
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,0.7809088965786273,0.46206067089600394,0.09491087778981522
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.7321352173155125,0.3442299593304281,0.08286088113104768
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.7406268197179908,0.39070230197156386,0.09072306022394347
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,0.8095419995547863,0.47053180326899113,0.10061331717619894
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,0.7379459145760785,0.3869747756078158,0.08921395454273011
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,0.7173479872232882,0.3373195841316953,0.08424797442923368
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,0.8183682010789999,0.5521242529749133,0.09772091742219338
38,40.0,0.8965517282485962,0.6206895709037781,0.17386707663536072,0.7358870410840723,0.33162529791650264,0.08742153212687083
39,40.0,0.8505747318267822,0.5747127532958984,0.15801294147968292,0.7277179315915563,0.3820119437146181,0.08739962603946118
40,50.0,1.1724138259887695,2.1379308700561523,0.32685956358909607,0.8275862068965518,0.5341431041439819,0.14475633629153772
41,50.0,0.8735631704330444,1.5172414779663086,0.21588055789470673,0.8275862068965518,0.6169230270343677,0.14477868712893657
42,50.0,0.9425287246704102,1.2413794994354248,0.2726912498474121,0.9443237334207235,0.5523304437219367,0.12392757400520045
43,50.0,0.8505747318267822,1.1954023838043213,0.19394898414611816,0.8275862068965518,0.46805071343652216,0.1221797947835289
44,50.0,0.8275861740112305,0.8965516686439514,0.18602190911769867,1.0101476887771437,0.6036816656150761,0.13388986915088547
45,50.0,0.8045977354049683,0.9885057210922241,0.20002640783786774,0.8275862068965518,0.5284654348754647,0.11999005229748125
46,50.0,0.9425287246704102,1.034482717514038,0.24256837368011475,0.8275862068965518,0.46899990773528677,0.1312443070338149
47,50.0,0.8045977354049683,1.0574711561203003,0.21852292120456696,0.9607837624783448,0.5700831019886072,0.13279897764063758
48,50.0,0.9885057210922241,1.034482717514038,0.2388690561056137,0.9577928539690777,0.5519003916768064,0.11829803895256288
49,50.0,0.8735631704330444,0.7586206197738647,0.19077816605567932,0.9463976535356129,0.5570461109424356,0.14063304331089374
