,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.2725464105606079,0.1465478092432022,0.044670574367046356,0.3284047245979309,0.10335980355739594,0.010553690604865551,0.29705166816711426,0.1598280668258667,0.04462086781859398
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.26793530583381653,0.1340312957763672,0.043239254504442215,0.3494802415370941,0.10477925837039948,0.008687321096658707,0.2988221049308777,0.13503365218639374,0.04371817037463188
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.264168918132782,0.1435348242521286,0.04267405346035957,0.2460154891014099,0.09037274122238159,0.004657405894249678,0.27166271209716797,0.1200869232416153,0.04229133576154709
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.26412901282310486,0.13485752046108246,0.04283939674496651,0.083589106798172,0.02825620025396347,0.0014914564089849591,0.2716703414916992,0.12432973086833954,0.0419672429561615
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.26404887437820435,0.13448399305343628,0.04324332997202873,0.3065563440322876,0.07026404142379761,0.0070185586810112,0.271670937538147,0.12027972936630249,0.042478591203689575
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.26970207691192627,0.14120912551879883,0.04294150322675705,0.3359968066215515,0.12325529754161835,0.008539991453289986,0.29794374108314514,0.1538456380367279,0.043410733342170715
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.2640259861946106,0.1923498511314392,0.04589029774069786,0.12275363504886627,0.2611181437969208,0.011364421807229519,0.09204775094985962,0.1930638998746872,0.011327101849019527
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.2640279233455658,0.2450990378856659,0.0479399599134922,0.13987141847610474,0.2782735228538513,0.010704425163567066,0.27162548899650574,0.20399346947669983,0.04731365665793419
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.2646462023258209,0.1356608122587204,0.04435870796442032,0.2477375566959381,0.1599019169807434,0.010633453726768494,0.276527464389801,0.1392742097377777,0.043902620673179626
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.26476261019706726,0.14285914599895477,0.04306163266301155,0.09422051161527634,0.13551056385040283,0.007230409421026707,0.2716253101825714,0.12709711492061615,0.042793940752744675
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.43326130509376526,0.1554509699344635,0.06805703043937683,0.43177682161331177,0.24865460395812988,0.09528011828660965,0.439365029335022,0.3193882703781128,0.0719674602150917
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.4235196113586426,0.15663103759288788,0.06914720684289932,0.4627116918563843,0.2593839466571808,0.09609001129865646,0.437166690826416,0.17433162033557892,0.06641950458288193
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.4235484302043915,0.18036116659641266,0.06994780898094177,0.41176220774650574,0.26890555024147034,0.09765453636646271,0.43700945377349854,0.1842399388551712,0.0681900903582573
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.42449435591697693,0.16245964169502258,0.06694133579730988,0.4000808894634247,0.2961276173591614,0.09642244875431061,0.4384792149066925,0.17193229496479034,0.06477788090705872
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.42375683784484863,0.15246373414993286,0.06910080462694168,0.4439046382904053,0.25576943159103394,0.09609271585941315,0.4376969635486603,0.16440962255001068,0.0663086548447609
