,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,294.56693051666537,146.3814729444846,258.70615935628933,159.88443165407858,54.25471057052295,
PR,32163.852361644174,519798263.19000584,784994916136.1841,4708501126727.116,4.962781424943037,
RF,1522.4263640704226,91522930.87167408,669.4025542865464,7.23176818698828e+30,59813.256896328596,
BC_det_best_loss,3097334404195.1543,2769739.8835293087,497920.3910196389,34402751.52189145,16242191647.821259,
BC_det_best_eucl,259.6769412291894,110253312.11935304,42085095436.03245,13052419.535670487,37360340.80963735,
BC_det_best_dtw,259.6769412291894,110253312.11935304,42085095436.03245,13052419.535670487,37360340.80963735,
BC_nondet_best_loss,3.4768890703064432,58.09242497331395,8.198005480835148,2.4365148419601006,4.0143708402315745,
BC_nondet_best_eucl,2.332012375900182,48.50396432459927,4.517885675033616,5.507258149921928,4.080237800059771,
BC_nondet_best_dtw,2.49962653903334,59.116825388332614,4.219737166280671,2.159514015888767,4.1723398688829505,
GAIL_det_ppo_best_loss,2572501.370132814,176469613.87977004,337316050.6737782,10742564459.208504,160876018212.39038,
GAIL_det_ppo_best_eucl,412355436.9927323,259045768.74361753,4801451076.4707985,23721391153584.95,49084847058296.016,
GAIL_det_ppo_best_dtw,9777002948537.201,211562288.2261611,3544964628.659379,4113422569.872392,43392273706691.42,
GAIL_nondet_ppo_best_loss,82.56492888063639,50.18660571187061,26.357203366063615,29.817165514753267,9.636960747666558,
GAIL_nondet_ppo_best_eucl,21328.248248861313,2200.1324473814548,13431.464333327776,39105.10650930806,47075.59397455403,
GAIL_nondet_ppo_best_dtw,40658.18139715533,1442.933377609333,20294.238619856154,30078.031842692388,56698.05971289202,
BCxGAIL_det_ppo_best_loss,140436.59216543267,27480.078143086244,2.744774798107505e+29,8845194.979810402,4.194615912707106e+30,
BCxGAIL_det_ppo_best_eucl,2022259.9959914552,1.1835105075415626e+28,438074084.8710676,1.9100981041147943e+30,69644113.63121249,
BCxGAIL_det_ppo_best_dtw,8099.857050701305,9742898486.865976,4.324156966385627e+29,2200182.4725900963,61037437.66625871,
BCxGAIL_nondet_ppo_best_loss,7.130294245349935,122.1814622051915,6.61918846680931,7.823204795018773,9.964327575964656,
BCxGAIL_nondet_ppo_best_eucl,4.473039138802088,168.96084913430428,4.885620074476746,6.661631940526686,20.52312345354353,
BCxGAIL_nondet_ppo_best_dtw,5.586297210310674,135.28619700755146,3.786875614966423,4.51312563149857,12.710410496214603,
