,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_loss euclidean,BCxGAIL_det_ppo best_loss dtw,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_eucl euclidean,BCxGAIL_det_ppo best_eucl dtw,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort,BCxGAIL_det_ppo best_dtw euclidean,BCxGAIL_det_ppo best_dtw dtw
0,10.0,0.4597701132297516,1.1494252681732178,0.1490289270877838,0.25967875123023987,0.19998326897621155,0.06579611450433731,1.7129859924316406,-13.238808631896973,0.27962401509284973,0.27914538979530334,0.10485716909170151,2.2646727561950684,-13.078147888183594,0.27962401509284973,0.27914538979530334,0.10485716909170151,2.2646727561950684,-13.078147888183594
1,10.0,0.3448275625705719,0.27586209774017334,0.09353944659233093,0.22780030965805054,0.19988274574279785,0.0594601035118103,1.8864469528198242,-13.832744598388672,0.29623323678970337,0.2794409394264221,0.10567113757133484,2.282801866531372,-12.986579895019531,0.29623323678970337,0.2794409394264221,0.10567113757133484,2.282801866531372,-12.986579895019531
2,10.0,0.3448275923728943,0.29885056614875793,0.11097899079322815,0.26246336102485657,0.211144357919693,0.060508813709020615,1.8445297479629517,-13.68226432800293,0.2839779853820801,0.27983707189559937,0.10290209203958511,2.2109334468841553,-13.09923267364502,0.2839779853820801,0.27983707189559937,0.10290209203958511,2.2109334468841553,-13.09923267364502
3,10.0,0.3218390643596649,0.4137931168079376,0.11256441473960876,0.22979338467121124,0.19184167683124542,0.06337233632802963,1.9467469453811646,-13.689332008361816,0.27285733819007874,0.279662162065506,0.10459285229444504,2.321800947189331,-13.343838691711426,0.27285733819007874,0.279662162065506,0.10459285229444504,2.321800947189331,-13.343838691711426
4,10.0,0.5517241358757019,0.4367815852165222,0.10516580939292908,0.22974689304828644,0.19321773946285248,0.05577363446354866,1.9986211061477661,-13.599961280822754,0.2776488959789276,0.2790687680244446,0.10670696943998337,2.286933422088623,-12.801117897033691,0.2776488959789276,0.2790687680244446,0.10670696943998337,2.286933422088623,-12.801117897033691
5,10.0,0.2988505959510803,0.3218390941619873,0.09406790137290955,0.24188140034675598,0.19318538904190063,0.06176620349287987,2.141266345977783,-13.614335060119629,0.285649836063385,0.27969110012054443,0.10544411092996597,0.9831562042236328,-13.285855293273926,0.285649836063385,0.27969110012054443,0.10544411092996597,0.9831562042236328,-13.285855293273926
6,10.0,0.3218390643596649,0.3218391537666321,0.08851896226406097,0.22798308730125427,0.1926998496055603,0.05915273353457451,1.1676890850067139,-14.157320976257324,0.27151554822921753,0.279293954372406,0.10781044512987137,2.0389785766601562,-13.575024604797363,0.27151554822921753,0.279293954372406,0.10781044512987137,2.0389785766601562,-13.575024604797363
7,10.0,0.36781609058380127,0.39080458879470825,0.13423171639442444,0.247186541557312,0.19348010420799255,0.0635194256901741,2.3737199306488037,-13.493019104003906,0.27693215012550354,0.27936217188835144,0.10321126133203506,2.4476516246795654,-13.023015975952148,0.27693215012550354,0.27936217188835144,0.10321126133203506,2.4476516246795654,-13.023015975952148
8,10.0,0.2988505959510803,0.5747126340866089,0.11917030066251755,0.229280024766922,0.19309478998184204,0.05835654214024544,2.0227556228637695,-13.911233901977539,0.29607000946998596,0.27970653772354126,0.10302489995956421,1.625964879989624,-13.3341646194458,0.29607000946998596,0.27970653772354126,0.10302489995956421,1.625964879989624,-13.3341646194458
9,10.0,0.3678160607814789,0.36781609058380127,0.11679217219352722,0.26181942224502563,0.1916872262954712,0.06399834156036377,1.302822470664978,-13.867414474487305,0.2792578637599945,0.27920204401016235,0.10519760847091675,2.4861855506896973,-13.055078506469727,0.2792578637599945,0.27920204401016235,0.10519760847091675,2.4861855506896973,-13.055078506469727
10,20.0,0.5287356376647949,0.3448275923728943,0.11414981633424759,0.5036923885345459,0.27209001779556274,0.09483148902654648,2.4226784706115723,-10.786232948303223,0.514255940914154,0.3729703426361084,0.11167246848344803,3.866621732711792,-10.318721771240234,0.514255940914154,0.3729703426361084,0.11167246848344803,3.866621732711792,-10.318721771240234
11,20.0,0.5977011919021606,0.6436781883239746,0.12551195919513702,0.47872158885002136,0.3113354444503784,0.09736435860395432,3.6794168949127197,-10.60329818725586,0.5102038979530334,0.3762313723564148,0.11450809240341187,3.717501163482666,-9.433255195617676,0.5102038979530334,0.3762313723564148,0.11450809240341187,3.717501163482666,-9.433255195617676
