time,color,angle
268970,36,-40
269011,53,40
269052,61,40
269092,62,40
269136,61,40
269177,60,40
269218,59,40
269258,58,40
269298,57,40
269339,52,40
269379,32,-40
269419,21,-40
269459,11,-40
269500,10,-40
269541,20,-40
269581,52,40
269625,66,40
269668,69,40
269709,70,40
269750,69,40
269791,67,40
269831,61,40
269871,55,40
269911,41,40
269952,30,-40
269992,15,-40
270038,6,-40
270079,6,-40
270119,16,-40
270159,43,40
270199,62,40
270240,71,40
270280,73,40
270320,70,40
270361,64,40
270402,53,40
270447,39,-40
270489,17,-40
270529,11,-40
270569,11,-40
270610,27,-40
270658,65,40
270699,73,40
270739,75,40
270781,76,40
270822,75,40
270862,76,40
270902,76,40
270942,74,40
270983,68,40
271027,60,40
271068,34,-40
271109,17,-40
271157,11,-40
271198,10,-40
271239,41,40
271279,70,40
271319,81,40
271360,82,40
271401,82,40
271442,76,40
271482,63,40
271523,47,40
271568,31,-40
271609,19,-40
271649,15,-40
271689,17,-40
271736,23,-40
271778,36,-40
271819,60,40
271859,71,40
271899,75,40
271940,76,40
271981,77,40
272021,76,40
272061,70,40
272101,59,40
272141,37,-40
272181,16,-40
272222,8,-40
272263,7,-40
272307,20,-40
272348,46,40
272389,65,40
272429,70,40
272469,72,40
272509,66,40
272549,55,40
272589,39,-40
272629,27,-40
272669,17,-40
272709,20,-40
272755,50,40
272798,66,40
272839,70,40
272879,69,40
272920,68,40
272961,60,40
273002,55,40
273043,47,40
