time,color,angle
198120,52,10
198161,48,10
198201,45,10
198242,37,-10
198285,32,-10
198328,27,-10
198369,29,-10
198410,36,-10
198454,44,10
198496,49,10
198536,51,10
198577,50,10
198620,42,10
198660,38,-10
198704,31,-10
198747,27,-10
198788,32,-10
198828,38,-10
198869,43,10
198909,48,10
198949,49,10
198989,45,10
199029,37,-10
199069,32,-10
199110,33,-10
199150,38,-10
199196,47,10
199239,50,10
199280,51,10
199320,49,10
199365,41,10
199406,37,-10
199446,33,-10
199486,30,-10
199527,36,-10
199567,41,10
199607,47,10
199647,46,10
199688,44,10
199728,39,-10
199768,36,-10
199808,34,-10
199849,36,-10
199890,42,10
199931,46,10
199976,49,10
200016,45,10
200056,45,10
200097,41,10
200139,40,0
200180,33,-10
200220,31,-10
200262,29,-10
200305,31,-10
200348,33,-10
200389,38,-10
200430,40,0
200474,43,10
200516,46,10
200557,46,10
200597,43,10
200638,36,-10
200678,32,-10
200719,30,-10
200759,31,-10
200799,39,-10
200845,47,10
200886,53,10
200927,55,10
200968,49,10
201008,48,10
201048,41,10
201095,35,-10
201138,30,-10
201179,27,-10
201220,29,-10
201264,38,-10
201306,42,10
201347,45,10
201387,49,10
201427,48,10
201467,39,-10
201508,33,-10
201548,30,-10
201588,34,-10
201628,39,-10
201669,42,10
201709,48,10
201751,52,10
201795,45,10
201837,36,-10
201878,34,-10
201919,32,-10
201961,37,-10
202005,43,10
202046,47,10
202087,50,10
202127,46,10
202169,40,0
202210,37,-10
