time,color,angle
61873,16,-30
61914,24,-30
61955,40,0
61995,52,30
62035,57,30
62076,59,30
62116,51,30
62157,41,30
62197,25,-30
62237,20,-30
62277,14,-30
62317,11,-30
62357,19,-30
62398,33,-30
62438,43,30
62479,50,30
62523,56,30
62564,55,30
62605,48,30
62646,37,-30
62687,23,-30
62728,20,-30
62772,17,-30
62814,30,-30
62854,49,30
62894,56,30
62934,60,30
62975,60,30
63017,55,30
63058,42,30
63098,34,-30
63139,25,-30
63184,20,-30
63225,17,-30
63269,31,-30
63313,44,30
63354,52,30
63395,58,30
63435,58,30
63476,43,30
63516,33,-30
63556,22,-30
63597,11,-30
63637,10,-30
63677,18,-30
63718,33,-30
63759,43,30
63803,54,30
63843,61,30
63885,61,30
63926,57,30
63967,43,30
64007,32,-30
64047,21,-30
64087,16,-30
64127,14,-30
64167,23,-30
64207,37,-30
64251,48,30
64293,58,30
64335,63,30
64376,61,30
64417,57,30
64457,43,30
64498,31,-30
64538,20,-30
64578,17,-30
64619,15,-30
64659,22,-30
64700,37,-30
64741,46,30
64784,55,30
64824,61,30
64871,60,30
64913,54,30
64954,46,30
65004,35,-30
65044,20,-30
65084,14,-30
65125,12,-30
65165,16,-30
65206,28,-30
65249,39,-30
65294,47,30
65334,52,30
65375,55,30
65417,55,30
65458,52,30
65499,45,30
65543,38,-30
65584,27,-30
65625,18,-30
65665,18,-30
65705,31,-30
65751,45,30
65794,51,30
65841,57,30
65884,56,30
65925,50,30
65966,43,30
