time,color,angle
57831,18,-40
57871,11,-40
57912,7,-40
57952,14,-40
57992,35,-40
58032,58,40
58072,69,40
58115,76,40
58158,77,40
58198,78,40
58239,68,40
58280,40,0
58320,19,-40
58360,10,-40
58400,7,-40
58440,10,-40
58482,30,-40
58526,59,40
58568,66,40
58609,72,40
58649,71,40
58689,61,40
58729,44,40
58769,24,-40
58817,12,-40
58861,7,-40
58901,6,-40
58948,15,-40
58989,27,-40
59029,49,40
59069,59,40
59109,66,40
59150,67,40
59191,65,40
59231,53,40
59275,33,-40
59318,21,-40
59358,10,-40
59400,9,-40
59441,19,-40
59482,30,-40
59526,46,40
59568,53,40
59609,59,40
59649,60,40
59690,55,40
59730,46,40
59771,29,-40
59818,17,-40
59859,9,-40
59900,8,-40
59940,14,-40
59988,36,-40
60028,46,40
60069,61,40
60111,69,40
60158,71,40
60199,69,40
60240,67,40
60280,64,40
60322,38,-40
60367,17,-40
60408,10,-40
60449,10,-40
60490,12,-40
60531,28,-40
60572,32,-40
60617,46,40
60658,61,40
60698,64,40
60739,66,40
60779,63,40
60820,53,40
60860,45,40
60902,29,-40
60943,15,-40
60987,7,-40
61027,6,-40
61070,13,-40
61110,29,-40
61151,45,40
61192,59,40
61232,65,40
61272,64,40
61313,58,40
61354,47,40
61394,34,-40
61438,23,-40
61479,11,-40
61519,9,-40
61567,22,-40
61608,38,-40
61649,49,40
61693,58,40
61735,64,40
61778,63,40
61818,60,40
61859,47,40
61900,38,-40
61940,22,-40
