time,color,angle
124148,81,50
124189,81,50
124229,79,50
124269,58,50
124312,25,-50
124357,9,-50
124400,5,-50
124441,6,-50
124482,5,-50
124525,6,-50
124565,25,-50
124606,46,50
124646,62,50
124687,69,50
124727,69,50
124769,63,50
124809,55,50
124850,38,-50
124890,22,-50
124930,11,-50
124971,8,-50
125015,16,-50
125056,37,-50
125097,53,50
125138,58,50
125178,64,50
125218,64,50
125258,62,50
125299,58,50
125343,50,50
125386,34,-50
125429,18,-50
125469,12,-50
125510,6,-50
125554,10,-50
125595,30,-50
125645,57,50
125686,66,50
125728,67,50
125768,63,50
125809,68,50
125849,64,50
125890,50,50
125930,22,-50
125974,11,-50
126015,4,-50
126056,4,-50
126098,5,-50
126138,14,-50
126179,36,-50
126223,58,50
126265,68,50
126305,71,50
126346,72,50
126390,72,50
126431,72,50
126476,62,50
126517,35,-50
126558,14,-50
126598,5,-50
126639,5,-50
126680,5,-50
126724,24,-50
126766,53,50
126807,62,50
126849,71,50
126890,72,50
126934,69,50
126984,59,50
127026,38,-50
127066,17,-50
127106,7,-50
127148,5,-50
127188,5,-50
127228,18,-50
127269,53,50
127314,68,50
127356,77,50
127396,76,50
127437,75,50
127478,71,50
127518,56,50
127559,24,-50
127599,9,-50
127640,5,-50
127680,5,-50
127720,5,-50
127764,13,-50
127805,35,-50
127846,51,50
127887,67,50
127928,74,50
127969,74,50
128013,72,50
128056,66,50
128096,50,50
128136,28,-50
128176,9,-50
128216,5,-50
128256,5,-50
