time,color,angle
289749,71,50
289790,72,50
289832,70,50
289875,64,50
289917,37,-50
289958,18,-50
289998,12,-50
290040,11,-50
290080,8,-50
290124,25,-50
290165,60,50
290206,73,50
290246,79,50
290286,80,50
290327,79,50
290368,75,50
290410,60,50
290455,22,-50
290496,5,-50
290536,5,-50
290577,5,-50
290618,6,-50
290660,6,-50
290700,30,-50
290744,64,50
290785,75,50
290825,81,50
290868,81,50
290908,80,50
290948,80,50
290989,66,50
291030,32,-50
291075,11,-50
291116,6,-50
291157,6,-50
291205,8,-50
291249,40,0
291292,70,50
291335,78,50
291375,81,50
291416,78,50
291456,56,50
291497,22,-50
291537,8,-50
291578,6,-50
291618,6,-50
291659,6,-50
291699,17,-50
291743,44,50
291785,64,50
291830,76,50
291874,78,50
291917,71,50
291964,48,50
292006,28,-50
292046,9,-50
292086,6,-50
292127,5,-50
292168,5,-50
292208,8,-50
292248,27,-50
292290,58,50
292334,69,50
292375,74,50
292416,74,50
292456,73,50
292496,70,50
292536,59,50
292576,37,-50
292616,16,-50
292665,6,-50
292707,5,-50
292748,9,-50
292792,25,-50
292835,45,50
292876,59,50
292917,64,50
292958,68,50
292999,67,50
293040,66,50
293084,56,50
293126,29,-50
293166,9,-50
293206,5,-50
293247,6,-50
293287,9,-50
293328,14,-50
293368,32,-50
293408,55,50
293449,66,50
293489,71,50
293529,72,50
293573,72,50
293615,70,50
293656,58,50
293704,35,-50
293745,13,-50
293786,6,-50
293826,5,-50
293866,7,-50
