time,color,angle
322769,64,40
322810,56,40
322850,34,-40
322892,18,-40
322933,10,-40
322974,12,-40
323017,22,-40
323058,42,40
323099,54,40
323139,64,40
323179,66,40
323222,60,40
323262,52,40
323303,31,-40
323348,15,-40
323389,9,-40
323430,7,-40
323471,10,-40
323511,24,-40
323552,45,40
323596,57,40
323638,66,40
323679,69,40
323719,60,40
323760,49,40
323801,30,-40
323845,16,-40
323887,7,-40
323928,6,-40
323969,12,-40
324012,28,-40
324053,47,40
324097,58,40
324138,66,40
324181,69,40
324225,67,40
324268,60,40
324309,43,40
324349,21,-40
324389,16,-40
324430,8,-40
324471,10,-40
324512,14,-40
324552,29,-40
324592,50,40
324633,57,40
324678,64,40
324718,64,40
324758,59,40
324799,50,40
324839,34,-40
324879,23,-40
324919,18,-40
324959,14,-40
324999,20,-40
325042,35,-40
325082,49,40
325122,59,40
325164,63,40
325207,65,40
325248,64,40
325289,62,40
325329,58,40
325369,56,40
325411,47,40
325452,31,-40
325493,15,-40
325533,9,-40
325573,8,-40
325613,11,-40
325654,38,-40
325698,52,40
325739,60,40
325790,63,40
325831,62,40
325872,61,40
325913,61,40
325958,59,40
325999,55,40
326043,46,40
326083,27,-40
326123,16,-40
326167,8,-40
326211,6,-40
326251,8,-40
326291,21,-40
326333,48,40
326373,63,40
326418,68,40
326459,68,40
326500,69,40
326541,71,40
326583,71,40
326623,61,40
326667,46,40
326708,30,-40
326748,14,-40
326788,8,-40
326828,7,-40
326869,13,-40
