time,color,angle
215248,49,50
215288,63,50
215329,69,50
215374,71,50
215415,68,50
215458,65,50
215505,39,-50
215549,18,-50
215589,8,-50
215634,6,-50
215675,16,-50
215715,36,-50
215756,58,50
215796,67,50
215838,71,50
215878,71,50
215926,69,50
215966,67,50
216007,52,50
216055,26,-50
216095,11,-50
216135,6,-50
216176,5,-50
216216,10,-50
216256,15,-50
216296,53,50
216337,74,50
216377,73,50
216417,72,50
216458,72,50
216498,73,50
216539,64,50
216579,43,50
216619,22,-50
216659,12,-50
216699,5,-50
216743,5,-50
216785,5,-50
216826,9,-50
216874,35,-50
216915,56,50
216956,65,50
216996,69,50
217044,69,50
217085,68,50
217126,67,50
217170,65,50
217210,47,50
217250,36,-50
217290,16,-50
217335,6,-50
217375,5,-50
217416,5,-50
217456,33,-50
217496,54,50
217536,61,50
217576,62,50
217617,62,50
217660,61,50
217700,62,50
217744,61,50
217786,45,50
217826,23,-50
217867,9,-50
217907,5,-50
217948,5,-50
217989,8,-50
218030,27,-50
218075,61,50
218116,67,50
218157,66,50
218199,67,50
218240,65,50
218285,67,50
218325,69,50
218367,63,50
218408,48,50
218448,32,-50
218489,16,-50
218533,7,-50
218575,6,-50
218616,12,-50
218657,44,50
218698,70,50
218738,73,50
218778,73,50
218818,73,50
218858,73,50
218899,67,50
218939,51,50
218979,35,-50
219023,20,-50
219063,13,-50
219104,12,-50
219145,20,-50
219185,54,50
219226,69,50
219266,70,50
219306,71,50
219346,71,50
