time,color,angle
206851,68,40
206892,68,40
206933,59,40
206973,39,-40
207013,24,-40
207053,15,-40
207093,13,-40
207137,19,-40
207178,40,0
207218,54,40
207259,59,40
207299,62,40
207340,57,40
207381,43,40
207422,27,-40
207462,18,-40
207503,11,-40
207544,8,-40
207588,14,-40
207629,29,-40
207670,49,40
207712,58,40
207752,67,40
207795,69,40
207839,59,40
207880,47,40
207922,31,-40
207966,18,-40
208009,13,-40
208050,9,-40
208091,14,-40
208132,30,-40
208173,51,40
208218,63,40
208259,67,40
208301,69,40
208345,62,40
208391,48,40
208431,32,-40
208471,17,-40
208511,7,-40
208554,6,-40
208598,10,-40
208640,29,-40
208681,50,40
208725,64,40
208768,69,40
208809,73,40
208849,69,40
208890,61,40
208930,47,40
208971,27,-40
209014,11,-40
209055,6,-40
209098,5,-40
209138,9,-40
209178,21,-40
209219,37,-40
209260,48,40
209301,62,40
209342,67,40
209383,68,40
209426,65,40
209470,62,40
209511,46,40
209552,31,-40
209593,15,-40
209638,6,-40
209678,5,-40
209719,6,-40
209760,8,-40
209803,22,-40
209843,43,40
209888,66,40
209930,70,40
209971,63,40
210012,55,40
210052,50,40
210092,54,40
210132,56,40
210172,49,40
210216,29,-40
210258,22,-40
210298,8,-40
210339,6,-40
210380,9,-40
210421,16,-40
210469,31,-40
210510,47,40
210551,61,40
210599,65,40
210647,64,40
210689,61,40
210730,55,40
210770,53,40
210811,43,40
210852,24,-40
210896,13,-40
210939,10,-40
210980,9,-40
