time,color,angle
86645,20,-30
86685,21,-30
86726,37,-30
86766,48,30
86806,54,30
86846,59,30
86887,58,30
86928,52,30
86968,40,0
87011,32,-30
87054,23,-30
87094,21,-30
87135,24,-30
87175,33,-30
87215,46,30
87255,50,30
87295,53,30
87335,54,30
87376,51,30
87416,44,30
87456,35,-30
87496,30,-30
87537,21,-30
87578,20,-30
87619,36,-30
87663,43,30
87705,51,30
87746,53,30
87786,54,30
87828,48,30
87869,39,-30
87913,31,-30
87955,25,-30
87995,23,-30
88035,34,-30
88076,44,30
88118,55,30
88158,58,30
88199,58,30
88243,51,30
88284,43,30
88325,30,-30
88366,19,-30
88406,10,-30
88449,9,-30
88493,17,-30
88534,29,-30
88574,43,30
88614,56,30
88655,62,30
88695,64,30
88737,62,30
88778,51,30
88818,35,-30
88858,19,-30
88899,11,-30
88943,8,-30
88984,13,-30
89024,19,-30
89065,47,30
89106,61,30
89147,70,30
89194,68,30
89235,53,30
89276,31,-30
89316,22,-30
89357,15,-30
89397,14,-30
89438,25,-30
89478,46,30
89520,57,30
89564,62,30
89607,67,30
89648,53,30
89688,37,-30
89732,27,-30
89774,15,-30
89815,13,-30
89855,14,-30
89895,28,-30
89937,42,30
89983,52,30
90024,60,30
90065,62,30
90106,54,30
90146,45,30
90186,29,-30
90227,16,-30
90268,9,-30
90308,8,-30
90348,13,-30
90393,25,-30
90434,32,-30
90474,45,30
90515,57,30
90556,61,30
90596,62,30
90637,55,30
90677,46,30
90717,33,-30
