time,color,angle
149056,5,-50
149097,7,-50
149137,16,-50
149178,43,50
149218,58,50
149259,65,50
149299,68,50
149339,65,50
149380,58,50
149422,42,50
149467,16,-50
149508,5,-50
149549,4,-50
149589,5,-50
149629,5,-50
149669,5,-50
149709,19,-50
149749,45,50
149794,56,50
149835,67,50
149876,68,50
149917,62,50
149957,57,50
149998,31,-50
150039,17,-50
150080,8,-50
150126,6,-50
150166,7,-50
150206,27,-50
150247,49,50
150287,63,50
150328,69,50
150369,72,50
150418,71,50
150459,67,50
150499,49,50
150540,22,-50
150585,11,-50
150626,5,-50
150666,5,-50
150707,6,-50
150747,13,-50
150788,40,0
150835,62,50
150876,70,50
150916,73,50
150956,68,50
150996,49,50
151036,27,-50
151076,11,-50
151116,6,-50
151156,5,-50
151196,7,-50
151242,23,-50
151285,50,50
151328,66,50
151369,73,50
151414,75,50
151455,75,50
151496,71,50
151536,50,50
151576,17,-50
151624,9,-50
151665,9,-50
151705,6,-50
151746,15,-50
151786,9,-50
151826,25,-50
151868,52,50
151908,74,50
151948,78,50
151989,78,50
152034,77,50
152075,75,50
152115,59,50
152156,26,-50
152197,10,-50
152239,5,-50
152283,5,-50
152325,5,-50
152365,7,-50
152406,42,50
152446,74,50
152488,81,50
152532,80,50
152575,81,50
152617,78,50
152658,40,0
152705,10,-50
152746,6,-50
152786,6,-50
152827,6,-50
152868,12,-50
152909,42,50
152950,64,50
152990,75,50
153034,77,50
153075,74,50
153116,65,50
153163,32,-50
