time,color,angle
182084,25,-40
182127,46,40
182168,56,40
182208,63,40
182249,65,40
182289,59,40
182329,50,40
182370,36,-40
182411,28,-40
182462,20,-40
182503,18,-40
182548,40,0
182589,63,40
182630,69,40
182670,68,40
182711,67,40
182751,66,40
182791,58,40
182831,50,40
182871,40,0
182912,24,-40
182952,15,-40
182992,11,-40
183037,33,-40
183078,56,40
183118,68,40
183159,71,40
183207,70,40
183248,69,40
183288,67,40
183329,64,40
183369,57,40
183409,35,-40
183451,19,-40
183491,11,-40
183531,12,-40
183574,32,-40
183619,55,40
183663,66,40
183707,69,40
183748,69,40
183788,68,40
183829,69,40
183869,69,40
183910,68,40
183953,58,40
183993,37,-40
184033,22,-40
184073,11,-40
184118,10,-40
184161,25,-40
184202,54,40
184243,72,40
184285,74,40
184328,75,40
184369,74,40
184409,74,40
184449,73,40
184492,72,40
184533,66,40
184575,45,40
184615,24,-40
184658,9,-40
184699,6,-40
184739,6,-40
184780,9,-40
184821,36,-40
184862,66,40
184903,78,40
184944,80,40
184988,80,40
185028,81,40
185068,80,40
185108,80,40
185149,79,40
185189,72,40
185230,48,40
185271,14,-40
185312,6,-40
185352,5,-40
185393,6,-40
185438,6,-40
185478,26,-40
185519,63,40
185560,69,40
185601,51,40
185641,67,40
185682,71,40
185727,71,40
185769,70,40
185811,72,40
185854,55,40
185897,30,-40
185939,14,-40
185980,13,-40
186021,7,-40
186061,21,-40
186101,56,40
186142,77,40
186182,79,40
