time,color,angle
143826,32,-10
143867,36,-10
143907,42,10
143947,47,10
143987,48,10
144028,45,10
144069,37,-10
144115,33,-10
144157,33,-10
144200,41,10
144241,52,10
144285,49,10
144327,42,10
144367,36,-10
144407,35,-10
144449,30,-10
144489,35,-10
144533,39,-10
144576,44,10
144617,50,10
144657,51,10
144697,47,10
144737,43,10
144778,40,0
144819,36,-10
144859,34,-10
144903,34,-10
144943,38,-10
144986,46,10
145027,46,10
145068,48,10
145110,46,10
145154,42,10
145195,37,-10
145236,32,-10
145277,29,-10
145318,32,-10
145359,38,-10
145400,39,-10
145444,43,10
145486,47,10
145526,48,10
145567,45,10
145607,42,10
145647,38,-10
145690,35,-10
145731,34,-10
145771,37,-10
145815,41,10
145855,43,10
145896,45,10
145946,40,0
145987,34,-10
146028,32,-10
146069,32,-10
146109,38,-10
146150,43,10
146195,48,10
146236,51,10
146276,48,10
146317,44,10
146357,40,0
146397,37,-10
146437,31,-10
146480,32,-10
146523,33,-10
146566,40,0
146607,45,10
146647,46,10
146688,45,10
146729,43,10
146770,39,-10
146814,36,-10
146855,32,-10
146896,37,-10
146937,42,10
146977,45,10
147017,45,10
147058,44,10
147099,40,0
147139,35,-10
147180,35,-10
147221,35,-10
147265,42,10
147306,47,10
158530,39,-10
158574,36,-10
158616,34,-10
158657,35,-10
158697,41,10
158738,44,10
158778,45,10
158818,42,10
158859,37,-10
158899,35,-10
158940,33,-10
158980,33,-10
159021,41,10
159061,46,10
159105,48,10
