time,color,angle
277337,76,50
277387,73,50
277427,68,50
277467,41,50
277508,15,-50
277548,6,-50
277588,5,-50
277630,5,-50
277674,5,-50
277716,18,-50
277757,47,50
277798,67,50
277838,74,50
277879,74,50
277919,73,50
277959,72,50
277999,69,50
278045,52,50
278085,30,-50
278126,15,-50
278171,9,-50
278212,8,-50
278252,19,-50
278295,58,50
278336,77,50
278377,83,50
278430,80,50
278474,77,50
278516,81,50
278557,75,50
278600,63,50
278642,49,50
278685,28,-50
278726,12,-50
278768,12,-50
278815,12,-50
278862,25,-50
278905,44,50
278945,60,50
278986,71,50
279026,74,50
279066,71,50
279106,58,50
279146,37,-50
279186,20,-50
279227,9,-50
279267,8,-50
279308,21,-50
279348,50,50
279389,70,50
279429,74,50
279469,75,50
279509,73,50
279554,68,50
279595,53,50
279635,32,-50
279677,17,-50
279721,9,-50
279765,7,-50
279806,18,-50
279848,52,50
279890,68,50
279934,72,50
279975,72,50
280016,70,50
280058,66,50
280099,50,50
280140,29,-50
280180,15,-50
280220,6,-50
280265,5,-50
280306,13,-50
280347,36,-50
280387,58,50
280427,63,50
280470,68,50
280511,70,50
280552,69,50
280592,70,50
280632,69,50
280676,63,50
280718,48,50
280760,29,-50
280804,13,-50
280845,6,-50
280885,5,-50
280925,6,-50
280967,25,-50
281007,51,50
281047,64,50
281087,66,50
281127,66,50
281168,65,50
281208,66,50
281248,65,50
281288,61,50
281328,52,50
281369,41,50
281410,21,-50
281451,10,-50
