time,color,angle
157359,5,-50
157399,4,-50
157440,8,-50
157486,30,-50
157527,50,50
157568,63,50
157609,66,50
157655,68,50
157695,65,50
157736,56,50
157777,42,50
157818,26,-50
157859,13,-50
157900,5,-50
157940,4,-50
157980,5,-50
158020,13,-50
158060,29,-50
158101,51,50
158146,61,50
158186,71,50
158226,75,50
158267,75,50
158308,74,50
158349,66,50
158390,38,-50
158435,17,-50
158475,11,-50
158515,13,-50
158555,28,-50
158596,44,50
158636,60,50
158676,64,50
158718,65,50
158758,61,50
158799,53,50
158839,37,-50
158880,21,-50
158920,16,-50
158960,9,-50
159005,15,-50
159047,36,-50
159089,57,50
159133,62,50
159176,67,50
159216,67,50
159256,66,50
159296,66,50
159336,64,50
159378,48,50
159420,28,-50
159464,19,-50
159506,9,-50
159546,8,-50
159586,15,-50
159626,35,-50
159666,54,50
159709,61,50
159750,61,50
159791,62,50
159835,60,50
159876,59,50
159916,58,50
159957,53,50
159998,40,0
160040,24,-50
160084,16,-50
160125,10,-50
160166,20,-50
160206,43,50
160246,59,50
160286,63,50
160326,64,50
160366,64,50
160406,65,50
160446,63,50
160486,47,50
160527,26,-50
160568,10,-50
160608,5,-50
160649,4,-50
160690,5,-50
160730,26,-50
160775,62,50
160816,73,50
160857,74,50
160897,75,50
160939,74,50
160982,75,50
161025,75,50
161065,72,50
161105,47,50
161145,21,-50
161185,7,-50
161225,5,-50
161266,6,-50
161307,5,-50
161347,26,-50
161389,63,50
161429,75,50
