time,color,angle
136619,18,-50
136660,52,50
136700,65,50
136744,68,50
136785,68,50
136826,68,50
136866,70,50
136914,69,50
136955,55,50
136996,30,-50
137036,16,-50
137077,9,-50
137118,6,-50
137159,12,-50
137199,52,50
137244,75,50
137287,75,50
137329,75,50
137370,74,50
137414,74,50
137456,74,50
137497,69,50
137538,61,50
137579,39,-50
137619,18,-50
137660,9,-50
137701,8,-50
137745,22,-50
137786,56,50
137827,70,50
137872,74,50
137917,71,50
137958,61,50
137998,66,50
138040,68,50
138084,61,50
138125,53,50
138166,32,-50
138208,11,-50
138251,6,-50
138295,5,-50
138336,9,-50
138377,39,-50
138418,67,50
138458,72,50
138499,73,50
138540,74,50
138580,74,50
138621,75,50
138665,75,50
138705,64,50
138746,48,50
138787,27,-50
138828,10,-50
138868,6,-50
138910,5,-50
138950,7,-50
138995,22,-50
139036,54,50
139076,65,50
139116,68,50
139164,68,50
139205,67,50
139245,63,50
139288,52,50
139331,31,-50
139372,15,-50
139415,7,-50
139456,5,-50
139497,7,-50
139537,23,-50
139577,50,50
139617,63,50
139657,68,50
139699,67,50
139742,67,50
139785,65,50
139826,57,50
139866,41,50
139906,24,-50
139947,8,-50
139987,4,-50
140027,4,-50
140068,4,-50
140110,7,-50
140150,27,-50
140192,46,50
140235,60,50
140275,63,50
140316,63,50
140357,62,50
140399,60,50
140439,54,50
140480,38,-50
140520,19,-50
140564,9,-50
140605,7,-50
140648,10,-50
140690,31,-50
140732,53,50
