time,color,angle
144833,56,40
144877,67,40
144918,74,40
144959,75,40
144999,73,40
145039,71,40
145081,59,40
145122,38,-40
145166,23,-40
145208,11,-40
145249,10,-40
145289,18,-40
145329,40,0
145370,58,40
145411,63,40
145452,67,40
145492,58,40
145532,42,40
145572,21,-40
145612,12,-40
145652,7,-40
145692,6,-40
145737,7,-40
145778,27,-40
145819,49,40
145859,63,40
145899,71,40
145940,70,40
145981,60,40
146021,44,40
146061,29,-40
146102,13,-40
146142,7,-40
146189,6,-40
146229,12,-40
146269,26,-40
146309,54,40
146350,74,40
146391,75,40
146432,71,40
146472,67,40
146513,50,40
146553,28,-40
146594,14,-40
146639,6,-40
146680,6,-40
146720,8,-40
146761,19,-40
146801,46,40
146842,64,40
146883,74,40
146928,79,40
146968,76,40
147009,68,40
147050,41,40
147091,20,-40
147131,6,-40
147171,6,-40
147211,6,-40
147252,6,-40
147293,9,-40
147337,23,-40
147378,45,40
147419,67,40
147459,73,40
147499,74,40
147547,64,40
147588,42,40
147628,21,-40
147669,11,-40
147710,7,-40
147751,6,-40
147792,11,-40
147833,34,-40
147875,62,40
147918,74,40
147958,78,40
147999,79,40
148041,77,40
148082,72,40
148123,61,40
148163,48,40
148208,20,-40
148248,10,-40
148289,5,-40
148329,5,-40
148369,6,-40
148409,16,-40
148449,42,40
148489,56,40
148530,68,40
148571,68,40
148612,60,40
148653,42,40
148698,26,-40
148738,12,-40
148779,7,-40
148821,6,-40
148862,8,-40
148903,30,-40
