time,color,angle
198383,61,30
198424,60,30
198465,51,30
198505,34,-30
198545,21,-30
198585,16,-30
198625,15,-30
198665,27,-30
198706,48,30
198746,57,30
198787,64,30
198828,64,30
198869,57,30
198913,39,-30
198954,26,-30
198995,20,-30
199035,24,-30
199076,38,-30
199119,53,30
199163,68,30
199204,63,30
199245,62,30
199285,52,30
199325,42,30
199369,31,-30
199409,20,-30
199453,11,-30
199494,15,-30
199537,22,-30
199579,32,-30
199622,41,30
199664,49,30
199705,54,30
199745,55,30
199786,51,30
199826,43,30
199866,34,-30
199907,29,-30
199947,22,-30
199988,20,-30
200029,26,-30
200073,35,-30
200114,47,30
200154,50,30
200195,58,30
200235,57,30
200277,53,30
200317,48,30
200357,40,0
200398,30,-30
200438,21,-30
200478,16,-30
200518,21,-30
200558,25,-30
200599,37,-30
200639,48,30
200680,58,30
200725,64,30
200766,65,30
200806,63,30
200847,61,30
200888,55,30
200928,49,30
200968,34,-30
201008,25,-30
201048,15,-30
201088,13,-30
201131,20,-30
201174,30,-30
201215,39,-30
201256,51,30
201298,58,30
201338,64,30
201379,66,30
201420,61,30
201464,51,30
201504,40,0
201545,30,-30
201585,20,-30
201631,16,-30
201674,26,-30
201715,41,30
201758,53,30
201799,61,30
201843,59,30
201884,43,30
201927,28,-30
201967,17,-30
202008,9,-30
202048,10,-30
202092,22,-30
202134,37,-30
202175,51,30
202216,56,30
202256,64,30
202296,68,30
202337,54,30
202379,38,-30
202424,22,-30
202465,18,-30
