time,color,angle
124158,8,-40
124198,33,-40
124239,39,-40
124279,53,40
124320,67,40
124360,70,40
124402,71,40
124447,63,40
124489,48,40
124530,26,-40
124571,13,-40
124613,8,-40
124657,7,-40
124700,18,-40
124743,39,-40
124788,55,40
124829,66,40
124869,69,40
124910,68,40
124951,68,40
124992,66,40
125037,62,40
125078,59,40
125119,38,-40
125159,17,-40
125199,11,-40
125241,9,-40
125282,25,-40
125327,46,40
125368,59,40
125409,62,40
125449,61,40
125492,59,40
125532,56,40
125573,41,40
125617,19,-40
125658,11,-40
125698,6,-40
125738,6,-40
125782,24,-40
125826,52,40
125868,61,40
125909,64,40
125949,65,40
125989,64,40
126029,64,40
126069,61,40
126109,57,40
126149,46,40
126189,31,-40
126230,17,-40
126271,11,-40
126312,10,-40
126356,20,-40
126397,46,40
126438,62,40
126479,66,40
126526,66,40
126569,66,40
126609,65,40
126649,61,40
126689,58,40
126729,44,40
126769,29,-40
126809,19,-40
126849,11,-40
126890,10,-40
126931,26,-40
126972,53,40
127012,65,40
127053,70,40
127094,71,40
127135,70,40
127178,67,40
127219,65,40
127259,60,40
127299,44,40
127339,28,-40
127379,19,-40
127421,12,-40
127465,12,-40
127507,27,-40
127547,51,40
127587,68,40
127628,70,40
127672,71,40
127712,70,40
127753,70,40
127798,62,40
127839,54,40
127880,33,-40
127921,17,-40
127961,8,-40
128002,6,-40
128047,16,-40
128088,43,40
128129,66,40
128169,77,40
128209,77,40
128250,76,40
