time,color,angle
136549,41,40
136589,55,40
136629,61,40
136670,62,40
136711,53,40
136751,42,40
136792,27,-40
136836,15,-40
136878,9,-40
136921,8,-40
136963,14,-40
137007,34,-40
137048,55,40
137088,60,40
137128,69,40
137169,68,40
137210,65,40
137250,57,40
137291,42,40
137339,26,-40
137379,15,-40
137419,8,-40
137459,7,-40
137499,8,-40
137539,32,-40
137581,51,40
137621,54,40
137662,64,40
137703,67,40
137748,57,40
137788,42,40
137829,26,-40
137869,12,-40
137910,6,-40
137950,5,-40
137991,6,-40
138032,15,-40
138077,30,-40
138118,49,40
138159,68,40
138200,72,40
138240,73,40
138280,70,40
138321,69,40
138362,56,40
138407,40,0
138448,19,-40
138489,14,-40
138530,7,-40
138572,12,-40
138616,28,-40
138658,42,40
138699,53,40
138743,62,40
138787,65,40
138828,57,40
138879,42,40
138922,26,-40
138969,11,-40
139009,8,-40
139049,6,-40
139089,6,-40
139131,18,-40
139175,33,-40
139218,54,40
139260,65,40
139300,70,40
139341,70,40
139382,67,40
139426,59,40
139468,48,40
139509,34,-40
139551,24,-40
139593,13,-40
139637,13,-40
139678,25,-40
139719,37,-40
139760,57,40
139800,61,40
139840,64,40
139880,64,40
139924,63,40
139966,59,40
140009,47,40
140049,32,-40
140090,21,-40
140132,13,-40
140172,10,-40
140213,16,-40
140258,41,40
140299,51,40
140339,59,40
140379,59,40
140419,43,40
140459,28,-40
140501,14,-40
140541,10,-40
140581,8,-40
140621,11,-40
140661,27,-40
