time,color,angle
96647,46,20
96687,52,20
96729,59,20
96772,59,20
96816,49,20
96857,42,20
96898,28,-20
96939,23,-20
96979,15,-20
97019,18,-20
97060,27,-20
97100,36,-20
97146,46,20
97186,51,20
97227,58,20
97267,53,20
97307,46,20
97348,32,-20
97389,25,-20
97431,19,-20
97475,23,-20
97516,34,-20
97556,45,20
97597,55,20
97638,60,20
97679,58,20
97726,48,20
97767,38,-20
97808,28,-20
97851,22,-20
97895,25,-20
97936,34,-20
97977,48,20
98018,52,20
98058,58,20
98098,57,20
98139,48,20
98179,38,-20
98219,26,-20
98261,23,-20
98301,27,-20
98346,43,20
98387,51,20
98428,54,20
98468,49,20
98509,38,-20
98558,26,-20
98598,22,-20
98639,29,-20
98679,43,20
98724,49,20
110539,45,20
110580,38,-20
110621,33,-20
110664,28,-20
110705,33,-20
110746,42,20
110787,53,20
110828,57,20
110869,56,20
110910,48,20
110951,38,-20
110995,33,-20
111036,26,-20
111077,33,-20
111117,43,20
111157,55,20
111198,60,20
111239,54,20
111279,52,20
111319,38,-20
111361,34,-20
111406,27,-20
111447,35,-20
111487,62,20
111527,68,20
111567,67,20
111609,66,20
111650,57,20
111692,48,20
111733,42,20
111776,32,-20
111816,21,-20
111857,16,-20
111897,20,-20
111939,29,-20
111979,37,-20
112023,48,20
112066,56,20
112106,61,20
112153,54,20
112196,45,20
112238,31,-20
112281,25,-20
112325,21,-20
112366,27,-20
112407,37,-20
112447,43,20
112487,49,20
112527,56,20
