time,color,angle
41187,26,-30
41229,42,30
41271,53,30
41314,60,30
41355,59,30
41395,58,30
41435,54,30
41475,51,30
41516,48,30
41557,41,30
41598,34,-30
41638,24,-30
41679,19,-30
41719,17,-30
41760,34,-30
41804,56,30
41844,65,30
41889,68,30
41933,68,30
41974,69,30
42015,67,30
42056,65,30
42096,63,30
42138,57,30
42179,50,30
42225,37,-30
42266,25,-30
42306,15,-30
42346,15,-30
42386,30,-30
42426,52,30
42467,71,30
42507,77,30
42547,77,30
42587,77,30
42628,78,30
42669,77,30
42709,74,30
42749,70,30
42794,54,30
42835,35,-30
42876,24,-30
42917,16,-30
42964,22,-30
43005,45,30
43045,66,30
43085,71,30
43126,71,30
43166,69,30
43208,66,30
43248,64,30
43292,56,30
43334,43,30
43374,27,-30
43414,18,-30
43455,14,-30
43495,14,-30
43537,27,-30
43577,56,30
43617,72,30
43658,81,30
43699,82,30
43739,75,30
43779,63,30
43820,58,30
43864,58,30
43905,48,30
43946,37,-30
43987,29,-30
44027,19,-30
44067,21,-30
44108,26,-30
44152,52,30
44194,62,30
44235,70,30
44276,70,30
44316,63,30
44362,52,30
44404,41,30
44445,27,-30
44485,19,-30
44525,14,-30
44568,14,-30
44609,35,-30
44653,60,30
44703,67,30
44745,71,30
44785,71,30
44825,68,30
44866,59,30
44907,46,30
44948,37,-30
44989,26,-30
45030,18,-30
45074,26,-30
45115,53,30
45155,62,30
45195,68,30
45236,68,30
45276,65,30
