time,color,angle
39589,34,-20
39631,42,20
39675,54,20
39716,60,20
39757,54,20
39798,44,20
39839,33,-20
39880,25,-20
39922,20,-20
39966,24,-20
40007,35,-20
40047,46,20
40087,54,20
40127,60,20
40167,55,20
40208,49,20
40248,37,-20
40289,28,-20
40336,24,-20
40376,31,-20
40417,45,20
40461,59,20
40506,58,20
40547,46,20
40587,35,-20
40627,27,-20
40671,19,-20
40715,27,-20
40756,41,20
40796,44,20
40837,52,20
40880,43,20
40922,29,-20
40966,20,-20
41007,16,-20
41047,19,-20
41090,34,-20
41134,46,20
41176,54,20
41217,60,20
41257,57,20
41300,49,20
41341,40,0
41385,36,-20
41425,25,-20
41466,27,-20
41506,35,-20
41547,42,20
41588,47,20
41628,54,20
41668,50,20
41708,39,-20
41748,30,-20
41789,25,-20
41830,31,-20
41870,41,20
41914,49,20
41956,52,20
41996,51,20
42036,40,0
42077,31,-20
42117,26,-20
42158,22,-20
42199,31,-20
42239,47,20
42280,54,20
42320,57,20
42360,51,20
42400,42,20
42444,31,-20
42485,25,-20
42526,20,-20
42567,25,-20
42607,34,-20
42654,45,20
42697,50,20
42737,55,20
42778,55,20
42818,43,20
42859,38,-20
42900,29,-20
42940,26,-20
42981,28,-20
43021,38,-20
43061,46,20
43102,52,20
43145,59,20
57167,44,20
57209,32,-20
57256,27,-20
57296,23,-20
57336,23,-20
57376,35,-20
57417,45,20
57458,58,20
57501,64,20
57547,59,20
57588,48,20
57632,34,-20
57675,25,-20
