time,color,angle
310378,6,-40
310419,6,-40
310459,6,-40
310499,7,-40
310541,19,-40
310581,43,40
310621,65,40
310662,70,40
310702,71,40
310743,68,40
310783,54,40
310825,39,-40
310868,23,-40
310909,14,-40
310951,12,-40
310996,21,-40
311039,41,40
311081,55,40
311125,58,40
311168,64,40
311209,66,40
311249,40,0
311290,24,-40
311331,18,-40
311371,14,-40
311411,15,-40
311452,32,-40
311492,48,40
311532,62,40
311574,69,40
311618,70,40
311659,67,40
311700,61,40
311743,49,40
311783,24,-40
311828,13,-40
311869,6,-40
311909,5,-40
311949,6,-40
311995,14,-40
312038,30,-40
312079,45,40
312127,59,40
312169,64,40
312210,66,40
312251,58,40
312292,42,40
312333,28,-40
312377,12,-40
312418,7,-40
312458,6,-40
312509,12,-40
312550,23,-40
312590,43,40
312637,66,40
312678,74,40
312718,75,40
312758,70,40
312799,59,40
312839,38,-40
312880,22,-40
312920,11,-40
312960,8,-40
313007,16,-40
313049,39,-40
313090,57,40
313131,69,40
313172,75,40
313212,76,40
313253,74,40
313293,69,40
313337,58,40
313378,33,-40
313419,10,-40
313459,6,-40
313499,6,-40
313542,12,-40
313583,27,-40
313624,43,40
313668,52,40
313708,64,40
313749,66,40
313789,59,40
313829,45,40
313869,23,-40
313909,13,-40
313950,7,-40
313990,6,-40
314032,7,-40
314072,21,-40
314113,37,-40
314154,52,40
314198,66,40
314243,71,40
314287,71,40
314328,69,40
314369,64,40
314409,54,40
314450,41,40
314491,25,-40
