time,color,angle
99055,59,30
99095,54,30
99135,50,30
99175,47,30
99215,42,30
99255,26,-30
99295,18,-30
99337,14,-30
99378,16,-30
99418,35,-30
99458,58,30
99499,70,30
99539,74,30
99580,74,30
99624,74,30
99664,72,30
99705,71,30
99746,70,30
99787,69,30
99827,65,30
99868,57,30
99908,42,30
99949,31,-30
99994,22,-30
100034,14,-30
100075,14,-30
100116,35,-30
100156,59,30
100196,79,30
100237,87,30
100278,76,30
100319,68,30
100363,61,30
100404,53,30
100444,31,-30
100484,17,-30
100524,12,-30
100566,18,-30
100606,40,0
100647,60,30
100688,64,30
100729,67,30
100770,55,30
100811,40,0
100851,24,-30
100894,16,-30
100934,15,-30
100975,32,-30
101015,52,30
101055,68,30
101096,72,30
101137,76,30
101179,73,30
101222,71,30
101264,66,30
101305,64,30
101345,58,30
101386,47,30
101427,41,30
101468,22,-30
101512,10,-30
101554,7,-30
101595,7,-30
101637,16,-30
101677,33,-30
101717,54,30
101758,62,30
101798,70,30
101838,70,30
101879,67,30
101922,64,30
101965,61,30
102006,57,30
102048,47,30
102089,40,0
102133,32,-30
102174,22,-30
102215,22,-30
102256,28,-30
102297,44,30
102337,57,30
102378,63,30
102418,63,30
102462,60,30
102504,55,30
102544,51,30
102585,47,30
102626,42,30
102666,36,-30
102710,26,-30
102754,21,-30
102795,21,-30
102835,37,-30
102875,55,30
102917,62,30
102957,66,30
102998,66,30
103038,66,30
103079,65,30
103123,66,30
