time,color,angle
285770,35,-10
285811,39,-10
285855,44,10
285896,48,10
285937,49,10
285979,48,10
286019,42,10
286059,37,-10
286102,36,-10
286146,33,-10
286187,37,-10
286228,42,10
286269,45,10
286310,45,10
286351,39,-10
286396,35,-10
286437,33,-10
286478,39,-10
286518,44,10
286558,48,10
297226,49,10
297267,45,10
297307,41,10
297349,38,-10
297389,36,-10
297429,33,-10
297469,35,-10
297509,43,10
297549,46,10
297589,48,10
297631,47,10
297675,46,10
297716,43,10
297757,40,0
297797,36,-10
297837,33,-10
297877,34,-10
297918,41,10
297958,49,10
297999,52,10
298039,49,10
298079,47,10
298119,42,10
298159,40,0
298199,37,-10
298239,32,-10
298279,30,-10
298319,37,-10
298359,42,10
298400,45,10
298440,50,10
298480,48,10
298524,44,10
298566,38,-10
298607,36,-10
298648,34,-10
298689,35,-10
298729,40,0
298769,45,10
298810,49,10
298851,48,10
298891,47,10
298934,41,10
298976,36,-10
299016,32,-10
299057,32,-10
299098,30,-10
299145,36,-10
299187,43,10
299227,46,10
299267,49,10
299307,46,10
299347,40,0
299387,35,-10
299427,32,-10
299467,33,-10
299507,37,-10
299553,44,10
299596,49,10
299639,54,10
299680,51,10
299720,49,10
299760,42,10
299800,38,-10
299841,29,-10
299884,28,-10
299926,32,-10
299967,36,-10
300007,44,10
300049,50,10
300090,52,10
300134,48,10
300176,40,0
300216,33,-10
300259,30,-10
300300,31,-10
300341,32,-10
300385,36,-10
300426,45,10
300467,51,10
