time,color,angle
264829,5,-40
264870,9,-40
264911,21,-40
264958,30,-40
264999,46,40
265039,62,40
265079,68,40
265124,69,40
265168,61,40
265210,49,40
265253,33,-40
265297,18,-40
265338,10,-40
265379,8,-40
265419,17,-40
265460,36,-40
265500,53,40
265542,63,40
265582,67,40
265623,66,40
265667,63,40
265708,56,40
265749,45,40
265793,30,-40
265833,20,-40
265873,10,-40
265918,8,-40
265959,21,-40
266001,31,-40
266041,47,40
266082,58,40
266123,65,40
266163,65,40
266203,61,40
266243,52,40
266287,40,0
266328,26,-40
266369,17,-40
266409,15,-40
266449,21,-40
266489,42,40
266529,56,40
266569,60,40
266609,60,40
266649,49,40
266689,35,-40
266729,25,-40
266771,16,-40
266812,12,-40
266852,23,-40
266896,44,40
266939,55,40
266979,62,40
267019,61,40
267059,56,40
267099,40,0
267141,24,-40
267181,11,-40
267221,10,-40
267262,17,-40
267306,38,-40
267348,56,40
267389,69,40
267429,74,40
267469,69,40
267510,69,40
267550,69,40
267591,61,40
267631,50,40
267672,35,-40
267712,17,-40
267757,8,-40
267798,6,-40
267849,12,-40
267889,32,-40
267930,43,40
267971,58,40
268011,64,40
268052,66,40
268093,63,40
268138,56,40
268178,43,40
268219,27,-40
268268,17,-40
268308,9,-40
268349,9,-40
268390,23,-40
268430,39,-40
268470,53,40
268511,61,40
268552,65,40
268592,65,40
268633,64,40
268674,61,40
268718,55,40
268758,45,40
268799,29,-40
268839,20,-40
268885,13,-40
268928,11,-40
