time,color,angle
230420,25,-20
230461,32,-20
230502,40,0
230543,44,20
230587,49,20
230627,48,20
230673,41,20
230714,38,-20
230756,29,-20
230797,26,-20
230838,29,-20
230879,35,-20
230926,42,20
230968,47,20
231009,52,20
231049,48,20
231091,46,20
231135,38,-20
231176,31,-20
231217,28,-20
231257,29,-20
231299,42,20
231340,45,20
231380,48,20
231420,46,20
231460,43,20
231500,34,-20
231541,31,-20
231581,23,-20
231625,22,-20
231666,36,-20
231717,41,20
231757,47,20
231798,49,20
231838,49,20
231879,38,-20
231919,30,-20
231959,24,-20
232000,25,-20
232044,41,20
232086,52,20
232126,56,20
232167,55,20
232207,49,20
232247,46,20
232288,38,-20
232336,27,-20
232377,19,-20
232417,20,-20
232458,29,-20
232499,37,-20
232541,52,20
232581,63,20
232625,71,20
232666,67,20
232706,58,20
232749,37,-20
232791,23,-20
232835,16,-20
232876,23,-20
232917,37,-20
232957,49,20
232997,58,20
233038,66,20
233079,63,20
233120,52,20
233161,37,-20
233206,25,-20
233247,21,-20
233287,25,-20
233327,34,-20
233367,45,20
233407,50,20
233449,58,20
233489,56,20
233529,51,20
233569,36,-20
233609,27,-20
233649,22,-20
233689,27,-20
233729,38,-20
233773,49,20
233815,54,20
233857,62,20
233898,61,20
233939,52,20
233980,45,20
234024,38,-20
234066,23,-20
234107,18,-20
234157,25,-20
234197,37,-20
234237,48,20
234277,57,20
234318,66,20
234358,63,20
234399,49,20
234440,33,-20
234480,25,-20
234520,16,-20
