time,color,angle
256577,28,-40
256619,12,-40
256660,6,-40
256701,5,-40
256743,6,-40
256783,12,-40
256823,26,-40
256866,37,-40
256908,59,40
256949,68,40
256989,74,40
257038,74,40
257078,71,40
257118,64,40
257159,55,40
257199,39,-40
257239,25,-40
257279,14,-40
257319,11,-40
257361,32,-40
257401,57,40
257441,66,40
257481,66,40
257521,66,40
257565,61,40
257609,47,40
257650,32,-40
257691,16,-40
257731,11,-40
257773,8,-40
257813,13,-40
257853,33,-40
257897,49,40
257939,58,40
257979,65,40
258020,65,40
258061,60,40
258102,44,40
258142,28,-40
258188,15,-40
258229,8,-40
258269,7,-40
258310,11,-40
258351,26,-40
258398,48,40
258438,60,40
258478,67,40
258519,69,40
258560,67,40
258601,64,40
258641,43,40
258682,21,-40
258726,13,-40
258767,5,-40
258807,5,-40
258848,8,-40
258892,17,-40
258932,33,-40
258972,48,40
259012,60,40
259052,64,40
259092,68,40
259132,65,40
259173,54,40
259213,33,-40
259255,18,-40
259295,11,-40
259339,8,-40
259380,18,-40
259421,40,0
259461,64,40
259501,69,40
259545,73,40
259585,70,40
259625,67,40
259665,44,40
259705,28,-40
259748,12,-40
259789,6,-40
259830,5,-40
259871,10,-40
259911,21,-40
259952,42,40
259993,53,40
260037,64,40
260078,63,40
260118,55,40
260159,40,0
260200,24,-40
260240,12,-40
260281,9,-40
260321,12,-40
260365,30,-40
260405,58,40
260448,69,40
260488,75,40
260528,75,40
260569,73,40
260609,62,40
260649,35,-40
