time,color,angle
301707,74,30
301756,76,30
301797,75,30
301840,49,30
301881,42,30
301926,43,30
301969,54,30
302013,54,30
302055,49,30
302095,39,-30
302135,30,-30
302175,25,-30
302216,19,-30
302257,27,-30
302297,47,30
302338,62,30
302378,68,30
302420,66,30
302464,64,30
302504,56,30
302545,50,30
302586,46,30
302626,37,-30
302669,26,-30
302714,18,-30
302755,16,-30
302796,26,-30
302838,36,-30
302883,50,30
302924,61,30
302965,65,30
303005,65,30
303053,63,30
303095,61,30
303136,58,30
303177,50,30
303224,45,30
303265,35,-30
303305,28,-30
303345,20,-30
303385,16,-30
303425,19,-30
303471,33,-30
303515,43,30
303556,52,30
303597,58,30
303638,60,30
303678,55,30
303718,52,30
303765,41,30
303806,38,-30
303847,32,-30
303888,26,-30
303929,23,-30
303969,29,-30
304009,43,30
304052,56,30
304094,64,30
304135,63,30
304179,58,30
304224,47,30
304264,44,30
304304,32,-30
304345,19,-30
304387,10,-30
304428,10,-30
304469,16,-30
304513,36,-30
304554,48,30
304595,55,30
304635,64,30
304676,65,30
304718,60,30
304764,49,30
304805,38,-30
304848,24,-30
304889,16,-30
304935,14,-30
304975,26,-30
305015,41,30
305056,56,30
305097,62,30
305137,66,30
305177,61,30
305219,51,30
305262,34,-30
305304,26,-30
305345,21,-30
305385,17,-30
305425,22,-30
305465,34,-30
305507,45,30
305548,60,30
305589,64,30
305629,66,30
305673,58,30
305714,46,30
305754,36,-30
305795,26,-30
305837,11,-30
