time,color,angle
223536,72,50
223579,72,50
223620,71,50
223664,67,50
223705,44,50
223746,22,-50
223786,10,-50
223826,5,-50
223866,5,-50
223907,6,-50
223948,22,-50
223988,63,50
224028,73,50
224068,78,50
224109,79,50
224149,78,50
224190,77,50
224233,77,50
224275,67,50
224317,40,0
224358,19,-50
224398,9,-50
224439,7,-50
224480,13,-50
224524,48,50
224565,75,50
224606,75,50
224647,76,50
224688,76,50
224728,78,50
224768,83,50
224809,73,50
224849,40,0
224889,22,-50
224929,13,-50
224974,8,-50
225015,13,-50
225056,27,-50
225098,63,50
225139,72,50
225180,74,50
225225,73,50
225266,73,50
225314,72,50
225355,71,50
225395,62,50
225436,51,50
225476,25,-50
225517,9,-50
225558,5,-50
225599,5,-50
225639,5,-50
225683,24,-50
225725,53,50
225765,65,50
225806,68,50
225846,68,50
225886,66,50
225926,66,50
225975,58,50
226017,46,50
226058,25,-50
226098,10,-50
226138,5,-50
226178,5,-50
226218,5,-50
226258,11,-50
226298,34,-50
226339,50,50
226380,64,50
226421,69,50
226464,69,50
226506,68,50
226547,68,50
226588,64,50
226635,42,50
226676,20,-50
226716,9,-50
226756,4,-50
226796,4,-50
226837,4,-50
226878,8,-50
226918,24,-50
226958,45,50
226998,61,50
227038,67,50
227085,66,50
227125,66,50
227165,65,50
227206,58,50
227246,39,-50
227286,17,-50
227327,7,-50
227374,5,-50
227418,14,-50
227461,30,-50
227505,46,50
227545,55,50
227590,63,50
227630,63,50
