time,color,angle
243929,35,-30
243969,24,-30
244013,15,-30
244054,14,-30
244094,22,-30
244135,44,30
244175,60,30
244216,66,30
244256,65,30
244297,65,30
244339,64,30
244379,60,30
244423,57,30
244465,49,30
244505,44,30
244546,30,-30
244587,25,-30
244634,20,-30
244675,22,-30
244715,35,-30
244756,55,30
244796,69,30
244837,71,30
244877,71,30
244924,71,30
244965,72,30
245005,72,30
245049,70,30
245090,68,30
245134,65,30
245175,54,30
245215,46,30
245255,41,30
245295,27,-30
245336,18,-30
245377,14,-30
245417,14,-30
245457,34,-30
245497,55,30
245537,63,30
245577,65,30
245617,68,30
245657,70,30
245697,66,30
245739,63,30
245779,56,30
245823,51,30
245864,36,-30
245905,22,-30
245946,16,-30
245988,18,-30
246029,36,-30
246075,64,30
246116,74,30
246158,75,30
246201,75,30
246244,74,30
246285,71,30
246325,68,30
246367,59,30
246411,54,30
246454,47,30
246497,40,0
246539,26,-30
246581,21,-30
246626,15,-30
246666,18,-30
246707,36,-30
246749,53,30
246789,64,30
246829,67,30
246872,66,30
246914,64,30
246955,62,30
246995,50,30
247037,43,30
247077,32,-30
247118,18,-30
247158,15,-30
247198,11,-30
247238,18,-30
247279,29,-30
247319,44,30
247359,53,30
247399,61,30
247439,61,30
247483,59,30
247524,55,30
247567,53,30
247607,37,-30
247647,22,-30
247687,17,-30
247728,15,-30
247768,20,-30
247809,31,-30
247849,39,-30
247892,49,30
247934,56,30
247974,59,30
248014,57,30
