time,color,angle
91068,49,50
91112,54,50
91155,59,50
91195,60,50
91235,60,50
91275,58,50
91316,54,50
91356,45,50
91396,29,-50
91436,12,-50
91482,6,-50
91522,5,-50
91565,6,-50
91610,20,-50
91652,36,-50
91695,49,50
91736,57,50
91776,63,50
91816,64,50
91864,62,50
91906,59,50
91947,50,50
91988,24,-50
92029,8,-50
92074,4,-50
92115,5,-50
92156,5,-50
92196,12,-50
92236,35,-50
92277,56,50
92318,67,50
92359,72,50
92400,74,50
92444,75,50
92486,74,50
92527,50,50
92567,18,-50
92608,7,-50
92649,5,-50
92690,5,-50
92735,5,-50
92776,14,-50
92816,42,50
92856,63,50
92896,72,50
92936,74,50
92977,73,50
93018,65,50
93059,31,-50
93104,15,-50
93144,6,-50
93184,6,-50
93224,6,-50
93270,9,-50
93314,40,0
93355,64,50
93395,80,50
93435,76,50
93476,71,50
93517,68,50
93558,45,50
93602,25,-50
93645,18,-50
93686,11,-50
93726,4,-50
93766,4,-50
93808,5,-50
93848,14,-50
93889,41,50
93929,62,50
93970,72,50
94010,73,50
94054,70,50
94095,63,50
94136,41,50
94176,20,-50
94216,7,-50
94257,5,-50
94298,5,-50
94339,5,-50
94379,9,-50
94420,25,-50
94460,41,50
94504,62,50
94545,66,50
94586,72,50
94627,69,50
94668,65,50
94708,44,50
94749,25,-50
94790,10,-50
94830,5,-50
94870,5,-50
94910,5,-50
94954,15,-50
94995,30,-50
95036,51,50
95077,67,50
95118,69,50
95158,69,50
