time,color,angle
86894,54,40
86939,48,40
86979,40,0
87020,31,-40
87060,20,-40
87100,17,-40
87141,17,-40
87182,28,-40
87223,44,40
87268,52,40
87309,57,40
87350,60,40
87393,55,40
87437,45,40
87478,35,-40
87519,19,-40
87560,11,-40
87600,8,-40
87640,14,-40
87680,30,-40
87720,41,40
87761,55,40
87802,63,40
87846,66,40
87888,64,40
87933,54,40
87974,34,-40
88015,22,-40
88058,11,-40
88098,7,-40
88138,10,-40
88179,20,-40
88219,47,40
88267,58,40
88309,72,40
88350,72,40
88391,63,40
88435,47,40
88477,31,-40
88518,15,-40
88558,6,-40
88601,5,-40
88644,8,-40
88687,21,-40
88728,36,-40
88769,51,40
88810,67,40
88850,76,40
88890,75,40
88930,72,40
88971,64,40
89011,58,40
89052,44,40
89092,29,-40
89132,20,-40
89172,17,-40
89212,13,-40
89252,4,-40
89293,4,-40
89338,10,-40
89379,30,-40
89419,46,40
89460,65,40
89500,72,40
89540,74,40
89581,70,40
89628,64,40
89668,48,40
89709,32,-40
89749,12,-40
89792,7,-40
89835,6,-40
89879,10,-40
89920,19,-40
89960,32,-40
90003,48,40
90043,63,40
90083,68,40
90127,69,40
90176,65,40
90219,57,40
90260,46,40
90301,32,-40
90342,16,-40
90387,8,-40
90428,6,-40
90468,9,-40
90508,21,-40
90548,34,-40
90590,45,40
90630,61,40
90671,68,40
90712,71,40
90752,68,40
90796,60,40
90838,52,40
90879,33,-40
90920,17,-40
90961,12,-40
91002,6,-40
