time,color,angle
331043,71,40
331083,71,40
331127,72,40
331168,71,40
331222,60,40
331262,40,0
331302,24,-40
331344,13,-40
331388,12,-40
331429,28,-40
331470,55,40
331516,63,40
331558,66,40
331599,65,40
331639,64,40
331679,60,40
331723,57,40
331768,53,40
331811,39,-40
331855,20,-40
331898,14,-40
331939,13,-40
331979,28,-40
332020,57,40
332062,68,40
332102,70,40
332142,71,40
332183,70,40
332229,71,40
332270,70,40
332312,68,40
332353,66,40
332397,45,40
332438,24,-40
332478,14,-40
332519,9,-40
332561,9,-40
332601,21,-40
332641,48,40
332681,70,40
332722,74,40
332767,75,40
332809,77,40
332849,73,40
332889,69,40
332931,55,40
332971,33,-40
333015,23,-40
333058,14,-40
333099,10,-40
333139,14,-40
333188,51,40
333228,67,40
333268,72,40
333308,73,40
333349,71,40
333389,70,40
333429,67,40
333470,62,40
333511,34,-40
333552,14,-40
333593,7,-40
333633,7,-40
333673,21,-40
333717,42,40
333758,58,40
333799,67,40
333839,69,40
333880,66,40
333921,62,40
333961,49,40
334002,33,-40
334042,24,-40
334083,13,-40
334124,11,-40
334168,20,-40
334211,46,40
334251,61,40
334292,64,40
334332,65,40
334373,65,40
334417,63,40
334458,53,40
334498,32,-40
334538,16,-40
334578,6,-40
334619,5,-40
334668,5,-40
334708,18,-40
334752,42,40
334793,53,40
334837,65,40
334878,66,40
334919,62,40
334959,49,40
335000,37,-40
335041,24,-40
335082,16,-40
335122,14,-40
335162,22,-40
